"id_vmpp";"codigo_obm";"nome_vmp";"vmp_nome";"qtd_vmp";"un_qtd_vmp";"catmats"
"547322";"@brasil89701841871";"Ibuprofeno 400 mg cápsula x 8 cápsulas";"Ibuprofeno 400 mg cápsula";"8,000";"cápsula";
"547323";"@brasil69046963285";"Ibuprofeno 400 mg cápsula x 90 cápsulas";"Ibuprofeno 400 mg cápsula";"90,000";"cápsula";
"547324";"@brasil49017732635";"Ibuprofeno 400 mg cápsula x 96 cápsulas";"Ibuprofeno 400 mg cápsula";"96,000";"cápsula";
"547304";"@brasil36962058301";"Ibuprofeno 400 mg comprimido x 1.000 comprimidos";"Ibuprofeno 400 mg comprimido";"1000,000";"comprimido";
"547305";"@brasil77696539531";"Ibuprofeno 400 mg comprimido x 10 comprimidos";"Ibuprofeno 400 mg comprimido";"10,000";"comprimido";
"547306";"@brasil51245398791";"Ibuprofeno 400 mg comprimido x 100 comprimidos";"Ibuprofeno 400 mg comprimido";"100,000";"comprimido";
"547307";"@brasil33232511890";"Ibuprofeno 400 mg comprimido x 192 comprimidos";"Ibuprofeno 400 mg comprimido";"192,000";"comprimido";
"547310";"@brasil98209562709";"Ibuprofeno 400 mg comprimido x 20 comprimidos";"Ibuprofeno 400 mg comprimido";"20,000";"comprimido";
"547308";"@brasil27998856156";"Ibuprofeno 400 mg comprimido x 200 comprimidos";"Ibuprofeno 400 mg comprimido";"200,000";"comprimido";
"547309";"@brasil60336571675";"Ibuprofeno 400 mg comprimido x 30 comprimidos";"Ibuprofeno 400 mg comprimido";"30,000";"comprimido";
"547316";"@brasil72858236470";"Ibuprofeno 400 mg comprimido x 300 comprimidos";"Ibuprofeno 400 mg comprimido";"300,000";"comprimido";
"547311";"@brasil56817823880";"Ibuprofeno 400 mg comprimido x 500 comprimidos";"Ibuprofeno 400 mg comprimido";"500,000";"comprimido";
"564794";"@brasil72678985148";"Ibuprofeno 50 mg/mL suspensão oral x 1,5 L";"Ibuprofeno 50 mg/mL suspensão oral";"1,000";"L (Litro)";
"564856";"@brasil69163528050";"Ibuprofeno 50 mg/mL suspensão oral x 20 mL";"Ibuprofeno 50 mg/mL suspensão oral";"20,000";"mL (Mililitro)";
"564857";"@brasil59215233852";"Ibuprofeno 50 mg/mL suspensão oral x 3 L";"Ibuprofeno 50 mg/mL suspensão oral";"3,000";"L (Litro)";
"564858";"@brasil29818531840";"Ibuprofeno 50 mg/mL suspensão oral x 30 mL";"Ibuprofeno 50 mg/mL suspensão oral";"30,000";"mL (Mililitro)";
"564860";"@brasil80133228633";"Ibuprofeno 50 mg/mL suspensão oral x 6 L";"Ibuprofeno 50 mg/mL suspensão oral";"6,000";"L (Litro)";
"564859";"@brasil32539167072";"Ibuprofeno 600 mg + Arginina 555 mg granulado x 10 envelopes";"Ibuprofeno 600 mg + Arginina 555 mg granulado";"10,000";"envelope";
"576208";"@brasil46994609709";"ibuprofeno 600 mg cápsula x 10 cápsulas";"ibuprofeno 600 mg cápsula";"10,000";"cápsula";
"576209";"@brasil34856126836";"ibuprofeno 600 mg cápsula x 20 cápsulas";"ibuprofeno 600 mg cápsula";"20,000";"cápsula";
"576210";"@brasil35243031638";"ibuprofeno 600 mg cápsula x 200 cápsulas";"ibuprofeno 600 mg cápsula";"200,000";"cápsula";
"576211";"@brasil72937058472";"ibuprofeno 600 mg cápsula x 30 cápsulas";"ibuprofeno 600 mg cápsula";"30,000";"cápsula";
"576212";"@brasil34214767401";"ibuprofeno 600 mg cápsula x 4 cápsulas";"ibuprofeno 600 mg cápsula";"4,000";"cápsula";
"576213";"@brasil31659500573";"ibuprofeno 600 mg cápsula x 500 cápsulas";"ibuprofeno 600 mg cápsula";"500,000";"cápsula";
"547326";"@brasil76376180011";"Ibuprofeno 600 mg comprimido x 10 comprimidos";"Ibuprofeno 600 mg comprimido";"10,000";"comprimido";
"547325";"@brasil59140015759";"Ibuprofeno 600 mg comprimido x 12 comprimidos";"Ibuprofeno 600 mg comprimido";"12,000";"comprimido";
"547327";"@brasil69859567364";"Ibuprofeno 600 mg comprimido x 20 comprimidos";"Ibuprofeno 600 mg comprimido";"20,000";"comprimido";
"547329";"@brasil90151325387";"Ibuprofeno 600 mg comprimido x 200 comprimidos";"Ibuprofeno 600 mg comprimido";"200,000";"comprimido";
"547328";"@brasil52369783769";"Ibuprofeno 600 mg comprimido x 280 comprimidos";"Ibuprofeno 600 mg comprimido";"280,000";"comprimido";
"547331";"@brasil91569405006";"Ibuprofeno 600 mg comprimido x 30 comprimidos";"Ibuprofeno 600 mg comprimido";"30,000";"comprimido";
"547330";"@brasil23741207038";"Ibuprofeno 600 mg comprimido x 4 comprimidos";"Ibuprofeno 600 mg comprimido";"4,000";"comprimido";
"547332";"@brasil89592852334";"Ibuprofeno 600 mg comprimido x 50 comprimidos";"Ibuprofeno 600 mg comprimido";"50,000";"comprimido";
"547352";"@brasil18748106486";"Ibuprofeno 600 mg comprimido x 500 comprimidos";"Ibuprofeno 600 mg comprimido";"500,000";"comprimido";
"547342";"@brasil74770521222";"Ibuprofeno 600 mg comprimido x 600 comprimidos";"Ibuprofeno 600 mg comprimido";"600,000";"comprimido";
"547353";"@brasil56699829661";"Ibuprofeno arginina 770 mg comprimido x 12 comprimidos";"Ibuprofeno arginina 770 mg comprimido";"12,000";"comprimido";
"564861";"@brasil82832686866";"Icatibanto 30 mg/3 mL solução para injeção; seringa preenchida x 1 seringa";"Icatibanto 30 mg/3 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"573384";"@brasil77004145095";"Idarrubicina 10 mg pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Idarrubicina 10 mg pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573385";"@brasil76898890206";"Idarrubicina 10 mg pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Idarrubicina 10 mg pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573386";"@brasil39999339619";"Idarrubicina 5 mg pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Idarrubicina 5 mg pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573388";"@brasil37684365911";"Idarrubicina 5 mg pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Idarrubicina 5 mg pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"547360";"@brasil21603068954";"Idoxuridina 10 mg comprimido e diluente x 10 comprimidos";"Idoxuridina 10 mg comprimido e diluente";"10,000";"comprimido";
"564862";"@brasil94405088504";"Idursulfase 6 mg/3 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Idursulfase 6 mg/3 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564863";"@brasil36580153119";"Ifosfamida 1 g pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Ifosfamida 1 g pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564864";"@brasil25464372302";"Ifosfamida 1 g pó para solução para injeção; frasco-ampola x 10 frascos-ampola";"Ifosfamida 1 g pó para solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"564865";"@brasil70414083984";"Ifosfamida 2 g pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Ifosfamida 2 g pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564866";"@brasil36343827778";"Ifosfamida 2 g pó para solução para injeção; frasco-ampola x 10 frascos-ampola";"Ifosfamida 2 g pó para solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"573389";"@brasil86751240026";"Ifosfamida 500 mg pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Ifosfamida 500 mg pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573390";"@brasil55366369600";"Ifosfamida 500 mg pó para solução para injeção; frasco-ampola x 10 frascos-ampola";"Ifosfamida 500 mg pó para solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"573391";"@brasil54174472555";"Iloprosta 10 microgramas/mL solução para inalação 1 mL; ampola x 30 ampolas";"Iloprosta 10 microgramas/mL solução para inalação 1 mL; ampola";"30,000";"ampola";
"547354";"@brasil67830757735";"Imatinibe 100 mg comprimido x 200 comprimidos";"Imatinibe 100 mg comprimido";"200,000";"comprimido";
"547362";"@brasil44594183329";"Imatinibe 100 mg comprimido x 30 comprimidos";"Imatinibe 100 mg comprimido";"30,000";"comprimido";
"547361";"@brasil41809092608";"Imatinibe 100 mg comprimido x 60 comprimidos";"Imatinibe 100 mg comprimido";"60,000";"comprimido";
"547363";"@brasil24300147240";"Imatinibe 100 mg comprimido x 600 comprimidos";"Imatinibe 100 mg comprimido";"600,000";"comprimido";
"547364";"@brasil22142798682";"Imatinibe 400 mg comprimido x 200 comprimidos";"Imatinibe 400 mg comprimido";"200,000";"comprimido";
"547365";"@brasil25412663902";"Imatinibe 400 mg comprimido x 30 comprimidos";"Imatinibe 400 mg comprimido";"30,000";"comprimido";
"547366";"@brasil11399297111";"Imatinibe 400 mg comprimido x 60 comprimidos";"Imatinibe 400 mg comprimido";"60,000";"comprimido";
"547367";"@brasil87044660835";"Imatinibe 400 mg comprimido x 600 comprimidos";"Imatinibe 400 mg comprimido";"600,000";"comprimido";
"564867";"@brasil75227343684";"Imiglucerase 400 unidades pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Imiglucerase 400 unidades pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564868";"@brasil23039452881";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa x 1 frasco-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa";"1,000";"frasco-ampola";
"564869";"@brasil96979665929";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa x 10 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa";"10,000";"frasco-ampola";
"564870";"@brasil68921543063";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa x 100 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa";"100,000";"frasco-ampola";
"564871";"@brasil41607530657";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa x 25 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa";"25,000";"frasco-ampola";
"564872";"@brasil89821998705";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa x 5 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa";"5,000";"frasco-ampola";
"564873";"@brasil69392044301";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa x 50 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola + bolsa";"50,000";"frasco-ampola";
"573396";"@brasil71788909328";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573392";"@brasil46325741261";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola x 25 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó e diluente para solução para injeção; frasco-ampola";"25,000";"frasco-ampola";
"564874";"@brasil13714305030";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564890";"@brasil65985253220";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola x 10 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"564891";"@brasil37804290027";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola x 100 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"564930";"@brasil69058026601";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola x 25 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola";"25,000";"frasco-ampola";
"564931";"@brasil48299468132";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola x 5 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola";"5,000";"frasco-ampola";
"564932";"@brasil77418614992";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola x 50 frascos-ampola";"Imipeném 500 mg + Cilastatina 500 mg pó para solução para injeção; frasco-ampola";"50,000";"frasco-ampola";
"547368";"@brasil23129870245";"Imipramina 10 mg comprimido x 20 comprimidos";"Imipramina 10 mg comprimido";"20,000";"comprimido";
"547369";"@brasil29633926296";"Imipramina 150 mg cápsula x 30 cápsulas";"Imipramina 150 mg cápsula";"30,000";"cápsula";
"547370";"@brasil76992968731";"Imipramina 25 mg comprimido x 20 comprimidos";"Imipramina 25 mg comprimido";"20,000";"comprimido";
"547371";"@brasil32212541194";"Imipramina 25 mg comprimido x 200 comprimidos";"Imipramina 25 mg comprimido";"200,000";"comprimido";
"547372";"@brasil84246161638";"Imipramina 75 mg cápsula x 30 cápsulas";"Imipramina 75 mg cápsula";"30,000";"cápsula";
"547375";"@brasil78898685905";"Imiquimode 50 mg/g creme x 1,5 g";"Imiquimode 50 mg/g creme";"1,000";"g (Grama)";
"547373";"@brasil26978412480";"Imiquimode 50 mg/g creme x 3 g";"Imiquimode 50 mg/g creme";"3,000";"g (Grama)";
"573393";"@brasil22898653215";"Imunoglobulina anti-Rho (D) 1.250 unidades internacionais/2 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina anti-Rho (D) 1.250 unidades internacionais/2 mL solução para injeção; ampola";"1,000";"ampola";
"573394";"@brasil99825922136";"Imunoglobulina anti-Rho (D) 1.250 unidades internacionais/2 mL solução para injeção; ampola x 10 ampolas";"Imunoglobulina anti-Rho (D) 1.250 unidades internacionais/2 mL solução para injeção; ampola";"10,000";"ampola";
"564937";"@brasil74227563704";"Imunoglobulina anti-Rho (D) 1.500 unidades internacionais/2 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina anti-Rho (D) 1.500 unidades internacionais/2 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564952";"@brasil20099776453";"Imunoglobulina anti-Rho (D) 1.500 unidades internacionais/2 mL solução para injeção; seringa preenchida x 1 seringa";"Imunoglobulina anti-Rho (D) 1.500 unidades internacionais/2 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"573395";"@brasil92746378516";"Imunoglobulina anti-Rho (D) 625 unidades internacionais/1 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina anti-Rho (D) 625 unidades internacionais/1 mL solução para injeção; ampola";"1,000";"ampola";
"564953";"@brasil92298645594";"Imunoglobulina antitetânica 250 unidades internacionais/1 mL solução para injeção; seringa preenchida x 1 seringa";"Imunoglobulina antitetânica 250 unidades internacionais/1 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"564954";"@brasil40962235144";"Imunoglobulina antitetânica 500 unidades internacionais/2 mL solução para injeção; seringa preenchida x 1 seringa";"Imunoglobulina antitetânica 500 unidades internacionais/2 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"573397";"@brasil82324657604";"Imunoglobulina antitimócito 25 mg pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina antitimócito 25 mg pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564933";"@brasil67085389286";"Imunoglobulina G (1 g/20 mL) solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina G 1 g/20 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564934";"@brasil30568349659";"Imunoglobulina G (10 g/200 mL) solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina G 10 g/200 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564935";"@brasil12303964732";"Imunoglobulina G (2,5 g/50 mL) solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina G 2,5 g/50 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564936";"@brasil25307881133";"Imunoglobulina G (5 g/100 mL) solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina G 5 g/100 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564955";"@brasil97466033087";"Imunoglobulina humana 1 g/20 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 1 g/20 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564956";"@brasil38064068484";"Imunoglobulina humana 1 g/20 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Imunoglobulina humana 1 g/20 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"564957";"@brasil56296944233";"Imunoglobulina humana 1 g/20 mL solução para injeção; frasco-ampola x 100 frascos-ampola";"Imunoglobulina humana 1 g/20 mL solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"573398";"@brasil30012303241";"Imunoglobulina humana 1 g/5 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 1 g/5 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564958";"@brasil97087948760";"Imunoglobulina humana 10 g/100 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 10 g/100 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564959";"@brasil76808828609";"Imunoglobulina humana 10 g/200 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 10 g/200 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564960";"@brasil62411503314";"Imunoglobulina humana 10 g/200 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Imunoglobulina humana 10 g/200 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"564961";"@brasil65766708226";"Imunoglobulina humana 10 g/200 mL solução para injeção; frasco-ampola x 100 frascos-ampola";"Imunoglobulina humana 10 g/200 mL solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"573399";"@brasil39723932735";"Imunoglobulina humana 2 g/10 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 2 g/10 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564962";"@brasil23977085672";"Imunoglobulina humana 2 g/20 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 2 g/20 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573401";"@brasil78424946877";"Imunoglobulina humana 2,5 g/25 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 2,5 g/25 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564963";"@brasil58992716594";"Imunoglobulina humana 2,5 g/50 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 2,5 g/50 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564964";"@brasil66683989067";"Imunoglobulina humana 2,5 g/50 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Imunoglobulina humana 2,5 g/50 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"564965";"@brasil22891985827";"Imunoglobulina humana 2,5 g/50 mL solução para injeção; frasco-ampola x 100 frascos-ampola";"Imunoglobulina humana 2,5 g/50 mL solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"564966";"@brasil99421666959";"Imunoglobulina humana 20 g/200 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 20 g/200 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564967";"@brasil19504169548";"Imunoglobulina humana 20 g/400 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 20 g/400 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573400";"@brasil50072556089";"Imunoglobulina humana 3 g/60 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 3 g/60 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573402";"@brasil93626231334";"Imunoglobulina humana 3 g/60 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Imunoglobulina humana 3 g/60 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"573403";"@brasil62220042996";"Imunoglobulina humana 3 g/60 mL solução para injeção; frasco-ampola x 100 frascos-ampola";"Imunoglobulina humana 3 g/60 mL solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"573405";"@brasil83054911850";"Imunoglobulina humana 320 mg/2 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina humana 320 mg/2 mL solução para injeção; ampola";"1,000";"ampola";
"573404";"@brasil30692252017";"Imunoglobulina humana 4 g/20 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 4 g/20 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564968";"@brasil91290530157";"Imunoglobulina humana 5 g/100 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 5 g/100 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564969";"@brasil73037498124";"Imunoglobulina humana 5 g/100 mL solução para injeção; frasco-ampola x 100 frascos-ampola";"Imunoglobulina humana 5 g/100 mL solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"564970";"@brasil75836100751";"Imunoglobulina humana 5 g/50 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 5 g/50 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564971";"@brasil14512674554";"Imunoglobulina humana 500 mg/10 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 500 mg/10 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564978";"@brasil54396864505";"Imunoglobulina humana 500 mg/10 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Imunoglobulina humana 500 mg/10 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"564979";"@brasil25880897375";"Imunoglobulina humana 500 mg/10 mL solução para injeção; frasco-ampola x 100 frascos-ampola";"Imunoglobulina humana 500 mg/10 mL solução para injeção; frasco-ampola";"100,000";"frasco-ampola";
"573413";"@brasil12380907453";"Imunoglobulina humana 6 g pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana 6 g pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573414";"@brasil23216388571";"Imunoglobulina humana 800 mg/5 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina humana 800 mg/5 mL solução para injeção; ampola";"1,000";"ampola";
"573415";"@brasil68659637771";"Imunoglobulina humana anti-hepatite B 1.000 unidades internacionais/5 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina humana anti-hepatite B 1.000 unidades internacionais/5 mL solução para injeção; ampola";"1,000";"ampola";
"573416";"@brasil17252238620";"Imunoglobulina humana anti-hepatite B 100 unidades internacionais/0,5 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina humana anti-hepatite B 100 unidades internacionais/0,5 mL solução para injeção; ampola";"1,000";"ampola";
"573418";"@brasil27344454639";"Imunoglobulina humana anti-hepatite B 5.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana anti-hepatite B 5.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"564980";"@brasil86175506203";"Imunoglobulina humana anti-hepatite B 500 unidades internacionais/10 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Imunoglobulina humana anti-hepatite B 500 unidades internacionais/10 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"573417";"@brasil68499019391";"Imunoglobulina humana anti-hepatite B 600 unidades internacionais/3 mL solução para injeção; ampola x 1 ampola";"Imunoglobulina humana anti-hepatite B 600 unidades internacionais/3 mL solução para injeção; ampola";"1,000";"ampola";
"547374";"@brasil23678117491";"Indacaterol 110 microgramas + Glicopirrônio 50 microgramas cápsula para inalação x 12 cápsulas";"Indacaterol 110 microgramas + Glicopirrônio 50 microgramas cápsula para inalação; inalador";"12,000";"cápsula";
"547376";"@brasil11369072578";"Indacaterol 110 microgramas + Glicopirrônio 50 microgramas cápsula para inalação x 30 cápsulas";"Indacaterol 110 microgramas + Glicopirrônio 50 microgramas cápsula para inalação; inalador";"30,000";"cápsula";
"547380";"@brasil70055864526";"Indacaterol 150 microgramas cápsula para inalação; dispositivo x 10 cápsulas";"Indacaterol 150 microgramas cápsula para inalação; inalador";"10,000";"cápsula";
"547377";"@brasil84105818645";"Indacaterol 150 microgramas cápsula para inalação; dispositivo x 30 cápsulas";"Indacaterol 150 microgramas cápsula para inalação; inalador";"30,000";"cápsula";
"547378";"@brasil71003174164";"Indacaterol 150 microgramas cápsula para inalação; dispositivo x 60 cápsulas";"Indacaterol 150 microgramas cápsula para inalação; inalador";"60,000";"cápsula";
"547379";"@brasil89325558487";"Indacaterol 150 microgramas cápsula para inalação; dispositivo x 90 cápsulas";"Indacaterol 150 microgramas cápsula para inalação; inalador";"90,000";"cápsula";
"547382";"@brasil77957271105";"Indacaterol 300 microgramas cápsula para inalação, dispositivo x 10 cápsulas";"Indacaterol 300 microgramas cápsula para inalação; inalador";"10,000";"cápsula";
"547381";"@brasil77943635512";"Indacaterol 300 microgramas cápsula para inalação, dispositivo x 30 cápsulas";"Indacaterol 300 microgramas cápsula para inalação; inalador";"30,000";"cápsula";
"547383";"@brasil85938934702";"Indacaterol 300 microgramas cápsula para inalação, dispositivo x 60 cápsulas";"Indacaterol 300 microgramas cápsula para inalação; inalador";"60,000";"cápsula";
"547384";"@brasil15856229229";"Indacaterol 300 microgramas cápsula para inalação, dispositivo x 90 cápsulas";"Indacaterol 300 microgramas cápsula para inalação; inalador";"90,000";"cápsula";
"547385";"@brasil52282919577";"Indapamida 1,5 mg comprimido de liberação prolongada x 10 comprimidos";"Indapamida 1,5 mg comprimido de liberação prolongada";"10,000";"comprimido";
"547419";"@brasil41149486996";"Indapamida 1,5 mg comprimido de liberação prolongada x 15 comprimidos";"Indapamida 1,5 mg comprimido de liberação prolongada";"15,000";"comprimido";
"547386";"@brasil61188743408";"Indapamida 1,5 mg comprimido de liberação prolongada x 30 comprimidos";"Indapamida 1,5 mg comprimido de liberação prolongada";"30,000";"comprimido";
"547405";"@brasil92535611858";"Indapamida 1,5 mg comprimido de liberação prolongada x 60 comprimidos";"Indapamida 1,5 mg comprimido de liberação prolongada";"60,000";"comprimido";
"547406";"@brasil55834909560";"Indapamida 1,5 mg comprimido de liberação prolongada x 90 comprimidos";"Indapamida 1,5 mg comprimido de liberação prolongada";"90,000";"comprimido";
"547407";"@brasil48785861918";"Indapamida 2,5 mg comprimido x 15 comprimidos";"Indapamida 2,5 mg comprimido";"15,000";"comprimido";
"547408";"@brasil67861809705";"Indapamida 2,5 mg comprimido x 30 comprimidos";"Indapamida 2,5 mg comprimido";"30,000";"comprimido";
"547409";"@brasil83156199839";"Indometacina 25 mg cápsula x 30 cápsulas";"Indometacina 25 mg cápsula";"30,000";"cápsula";
"547410";"@brasil54294348195";"Indometacina 50 mg cápsula x 30 cápsulas";"Indometacina 50 mg cápsula";"30,000";"cápsula";
