id_vmp;codigo_obm;nome_vmp;vtm_cod_nome;anvs_cod_nome;snomed;atc_cod_nome;atc_cod_nome;indicador_dose_un;qtd_dose_un;unidade_medida_dose_un;status_prescricao;base_denominacao;vias_adm;formas;ingredientes;catmats;cat_control_esp;ont_form_via;;;;;;;;;;;
254231;@brasil15852411952;Doxazosina 1 mg comprimido;11453 - Doxazosina;2083 - Anti-hipertensivos simples;318781001;2083 - doxazosina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;254234 - Oral;254233 - Comprimido;254236 - mesilato de doxazosina - 1.000 - mg (Miligrama);254232 - BR0268494;254237 - Sem Status de Controle Especial;254235 - comprimido.oral;;;;;;;;;;;
791281;@brasil18896537401;Doxazosina 2 mg + Finasterida 5 mg cápsula;11454 - Doxazosina + Finasterida;;;;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;791283 - Oral;791282 - Cápsula;791285 - finasterida - 5.000 - mg (Miligrama);791286 - mesilato de doxazosina - 2.000 - mg (Miligrama);;791287 - Sem Status de Controle Especial;791284 - cápsula.oral;;;;;;;;;;
254270;@brasil16064653558;Doxazosina 2 mg comprimido;11453 - Doxazosina;2083 - Anti-hipertensivos;318782008;2083 - doxazosina;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;254273 - Oral;254272 - Comprimido;254278 - mesilato de doxazosina - 2.000 - mg (Miligrama);254271 - BR0268493;254279 - Sem Status de Controle Especial;254274 - comprimido.oral;;;;;;;;;;;
254315;@brasil13564474351;Doxazosina 4 mg comprimido;11453 - Doxazosina;2083 - Anti-hipertensivos;318783003;2083 - doxazosina;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;254318 - Oral;254317 - Comprimido;254323 - mesilato de doxazosina - 4.000 - mg (Miligrama);254316 - BR0268495;254324 - Sem Status de Controle Especial;254319 - comprimido.oral;;;;;;;;;;;
363060;@brasil11370290834;Doxazosina 4 mg comprimido de liberação prolongada;11453 - Doxazosina;2083 - Anti-hipertensivos;;2083 - doxazosina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;363062 - Oral;363061 - Comprimido de liberação prolongada;363064 - mesilato de doxazosina - 4.000 - mg (Miligrama);;363065 - Sem Status de Controle Especial;363063 - comprimido de liberação prolongada.oral;;;;;;;;;;;
69335;@brasil18866201682;Doxazosina 5 mg + Finasterida 2 mg cápsula;11454 - Doxazosina + Finasterida;3380 - Outros produtos com ação no trato urinário;;3380 - finasterida;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;69338 - Oral;69337 - Cápsula;69340 - mesilato de doxazosina - 5.000 - mg (Miligrama);69341 - finasterida - 2.000 - mg (Miligrama);69336 - BR0429055;69342 - Sem Status de Controle Especial;69339 - cápsula.oral;;;;;;;;;;
394112;@brasil15782281490;Doxiciclina 100 mg cápsula de liberação modificada;11455 - Doxiciclina;3503 - Antibióticos sistêmicos simples;;3503 - doxiciclina;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;394114 - Oral;394113 - Cápsula de liberação modificada;394116 - hiclato de doxiciclina - 100.000 - mg (Miligrama);;394117 - Antimicrobianos;394115 - cápsula de liberação modificada.oral;;;;;;;;;;;
791497;@brasil15273339537;Doxiciclina 100 mg comprimido;11455 - Doxiciclina;3503 - Classe das tetraciclinas;421341000;3503 - doxiciclina;544 - Estratégico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;794862 - Oral;794904 - Comprimido;794907 - cloridrato de doxiciclina - 100.000 - mg (Miligrama);794987 - BR0271036-1;794988 - BR0271036;794844 - Antimicrobianos;794852 - comprimido.oral;;;;;;;;;;
363072;@brasil17542501041;Doxiciclina 100 mg comprimido para solução;11455 - Doxiciclina;3503 - Classe das tetraciclinas;324072007;3503 - doxiciclina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;363074 - Oral;363073 - Comprimido para solução;363076 - doxiciclina monoidratada - 100.000 - mg (Miligrama);;363077 - Antimicrobianos;363075 - solução.oral;;;;;;;;;;;
394125;@brasil18971136907;Doxiciclina 200 mg cápsula de liberação modificada;11455 - Doxiciclina;3503 - Antibióticos sistêmicos simples;;3503 - doxiciclina;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;394127 - Oral;394126 - Cápsula de liberação modificada;394129 - hiclato de doxiciclina - 200.000 - mg (Miligrama);;394130 - Antimicrobianos;394128 - cápsula de liberação modificada.oral;;;;;;;;;;;
471845;@brasil19783951703;Doxorrubicina 10 mg pó e diluente para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
677134;@brasil18633845370;Doxorrubicina 10 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
471974;@brasil18517604699;Doxorrubicina 10 mg/5 mL (2mg/ml) solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
549907;@brasil11180440392;Doxorrubicina 50 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
472270;@brasil14748725270;Doxorrubicina 50 mg/25 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
472058;@brasil15028840008;Doxorrubicina Lipossomal 20 mg/10 mL suspensão para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
422454;@brasil15311551293;Droperidol 2,5 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
282405;@brasil12543455428;Dropropizina 1;5 mg/mL xarope;42876 - Dropropizina;5698 - Antitussígenos simples;;5698 - dropropizina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;282409 - Oral;282408 - Xarope;282411 - dropropizina - 1.000 - mg (Miligrama);282406 - BR0272603-1;282407 - BR0272603;282412 - Sem Status de Controle Especial;282410 - solução.oral;;;;;;;;;
282421;@brasil13232563204;Dropropizina 3 mg/mL xarope;42876 - Dropropizina;5698 - Antitussígenos simples;;5698 - dropropizina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;282425 - Oral;282424 - Xarope;282427 - dropropizina - 3.000 - mg (Miligrama);282422 - BR0272602-3;282423 - BR0272602;282428 - Sem Status de Controle Especial;282426 - solução.oral;;;;;;;;;;
677170;@brasil14411474971;Dropropizina 30 mg/mL solução oral;42876 - Dropropizina;5698 - Antitussígenos simples;;5698 - dropropizina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;677172 - Oral;677171 - Solução oral;677174 - dropropizina - 30.000 - mg (Miligrama);;677175 - Sem Status de Controle Especial;677173 - solução.oral;;;;;;;;;;;
326824;@brasil12553423709;Drospirenona 3 mg + Etinilestradiol 0;02 mg comprimido;11456 - Drospirenona + Etinilestradiol;3191 - Anticoncepcionais;421667000;3191 - drospirenona e estrógeno;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326827 - Oral;326826 - Comprimido;326829 - etinilestradiol - 0.000 - mg (Miligrama);326830 - drospirenona - 3.000 - mg (Miligrama);326825 - BR0407076;326831 - Sem Status de Controle Especial;326828 - comprimido.oral;;;;;;;;;
326856;@brasil15378223987;Drospirenona 3 mg + Etinilestradiol 0;03 mg comprimido;11456 - Drospirenona + Etinilestradiol;3191 - Anticoncepcionais;377360003;3191 - drospirenona e estrógeno;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326859 - Oral;326858 - Comprimido;326861 - etinilestradiol - 0.000 - mg (Miligrama);326862 - drospirenona - 3.000 - mg (Miligrama);326857 - BR0402195;326863 - Sem Status de Controle Especial;326860 - comprimido.oral;;;;;;;;;
553119;@brasil14278244956;Dulaglutida 0,75 mg/0,5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
553125;@brasil19415971299;Dulaglutida 1,5 mg/0,5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
386108;@brasil11354354908;Duloxetina 30 mg cápsula gastrorresistente;11457 - Duloxetina;5150 - Antidepressivos;;5150 - duloxetina;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;386110 - Oral;386109 - Cápsula gastrorresistente;386112 - cloridrato de duloxetina - 30.000 - mg (Miligrama);;386113 - Lista C1 (Substâncias Sujeitas à Controle Especial);386111 - cápsula gastrorresistente.oral;;;;;;;;;;;
69302;@brasil15561230940;Duloxetina 30 mg comprimido;11457 - Duloxetina;;;5150 - duloxetina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;69305 - Via de administração não aplicável;69304 - Não aplicável;;69303 - BR0302442;69307 - Lista C1 (Substâncias Sujeitas à Controle Especial);69306 - Não aplicável;;;;;;;;;;;
69314;@brasil15318960075;Duloxetina 60 mg cápsula;11457 - Duloxetina;;;5150 - duloxetina;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;69317 - Via de administração não aplicável;69316 - Não aplicável;;69315 - BR0302443;69319 - Lista C1 (Substâncias Sujeitas à Controle Especial);69318 - Não aplicável;;;;;;;;;;;
386114;@brasil16749699716;Duloxetina 60 mg cápsula gastrorresistente;11457 - Duloxetina;5150 - Antidepressivos;;5150 - duloxetina;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;386116 - Oral;386115 - Cápsula gastrorresistente;386118 - cloridrato de duloxetina - 60.000 - mg (Miligrama);;386119 - Lista C1 (Substâncias Sujeitas à Controle Especial);386117 - cápsula gastrorresistente.oral;;;;;;;;;;;
25307;@brasil10318784265;Dutasterida 0;5 mg + Tansulosina 0;4 mg cápsula;11459 - Dutasterida + Tansulosina;;447092003;;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;25310 - Oral;25309 - Cápsula;25312 - cloridrato de tansulosina - 0.000 - mg (Miligrama);25313 - dutasterida - 0.000 - mg (Miligrama);25308 - BR0428705;25314 - Sem Status de Controle Especial;25311 - cápsula.oral;;;;;;;;
413679;@brasil11788378237;Dutasterida 0;5 mg + Tansulosina 0;4 mg cápsula de liberação prolongada;11459 - Dutasterida + Tansulosina;;;;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;413681 - Oral;413680 - Cápsula de liberação prolongada;413683 - cloridrato de tansulosina - 0.000 - mg (Miligrama);413684 - dutasterida - 0.000 - mg (Miligrama);;413685 - Sem Status de Controle Especial;413682 - cápsula de liberação prolongada.oral;;;;;;;;
386083;@brasil19786540202;Dutasterida 0;5 mg cápsula;11458 - Dutasterida;3381 - Inibidor da Alfa-Redutase;4;3,68E+19;3381 - dutasterida;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;386085 - Oral;386084 - Cápsula;386087 - dutasterida - 0.000 - mg (Miligrama);;386088 - Sem Status de Controle Especial;386086 - cápsula.oral;;;;;;;;;
69320;@brasil15393209134;Dutasterida 0;5 mg comprimido;11458 - Dutasterida;;;3381 - dutasterida;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;69323 - Via de administração não aplicável;69322 - Não aplicável;;69321 - BR0372204;69325 - Sem Status de Controle Especial;69324 - Não aplicável;;;;;;;;;;
406356;@brasil19034693210;Ebastina 1 mg/mL solução oral;11460 - Ebastina;5793 - Anti-histamínicos sistêmicos;;5793 - ebastina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;406359 - Oral;406358 - Solução oral;406361 - ebastina - 1.000 - mg (Miligrama);406357 - BR0290674;406362 - Sem Status de Controle Especial;406360 - solução.oral;;;;;;;;;;;
394207;@brasil13070555703;Ebastina 10 mg + Pseudoefedrina 120 mg cápsula;11461 - Ebastina + Pseudoefedrina;5485 - Anti-histamínicos sistêmicos;;5485 - pseudoefedrina; associações contendo;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;394210 - Oral;394209 - Cápsula;394212 - cloridrato de pseudoefedrina - 120.000 - mg (Miligrama);394213 - ebastina - 10.000 - mg (Miligrama);394208 - BR0290675;394214 - Lista D1 (Substâncias precursoras de entorpecentes e/ou psicotrópicos);394211 - cápsula.oral;;;;;;;;;
348810;@brasil13930668618;Ebastina 10 mg comprimido;11460 - Ebastina;5793 - Anti-histamínicos sistêmicos;;5793 - ebastina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;348813 - Oral;348812 - Comprimido;348815 - ebastina - 10.000 - mg (Miligrama);348811 - BR0290673;348816 - Sem Status de Controle Especial;348814 - comprimido.oral;;;;;;;;;;;
61477;@brasil11515276450;Eculizumabe 300 mg/30 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
69326;@brasil11009165756;Efavirenz 200 mg cápsula;11462 - Efavirenz;;324877002;3876 - efavirenz;544 - Estratégico;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;69329 - Via de administração não aplicável;69328 - Não aplicável;;69327 - BR0268337;69334 - Sem Status de Controle Especial;69330 - Não aplicável;;;;;;;;;;;
61493;@brasil13283814351;Efavirenz 30 mg/mL solução oral;11462 - Efavirenz;;407836002;3876 - efavirenz;544 - Estratégico;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;61496 - Via de administração não aplicável;61495 - Não aplicável;;61494 - BR0268808;61501 - Sem Status de Controle Especial;61497 - Não aplicável;;;;;;;;;;;
313688;@brasil14225134600;Efavirenz 600 mg comprimido;11462 - Efavirenz;3876 - Antiviróticos;395518008;3876 - efavirenz;544 - Estratégico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;313691 - Oral;313690 - Comprimido;313696 - efavirenz - 600.000 - mg (Miligrama);313689 - BR0268812;313697 - Sem Status de Controle Especial;313692 - comprimido.oral;;;;;;;;;;;
422485;@brasil14703731735;Efedrina 50 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
313744;@brasil17225777316;Eltrombopague 25 mg comprimido;11463 - Eltrombopague Olamina;;442045008;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;313747 - Oral;313746 - Comprimido;313749 - eltrombopague olamina - 25.000 - mg (Miligrama);313745 - BR0410019;313750 - Sem Status de Controle Especial;313748 - comprimido.oral;;;;;;;;;;;
313758;@brasil12696725820;Eltrombopague 50 mg comprimido;11463 - Eltrombopague Olamina;;441486009;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;313761 - Oral;313760 - Comprimido;313763 - eltrombopague olamina - 50.000 - mg (Miligrama);313759 - BR0410020;313764 - Sem Status de Controle Especial;313762 - comprimido.oral;;;;;;;;;;;
392107;@brasil14009546537;Embonato de Pirvínio 100 mg comprimido;288812 - Emboato de Pirvínio;5368 - Antiparasitários;;5368 - pirvínio;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;392109 - Oral;392108 - Comprimido;392111 - embonato de pirvínio - 100.000 - mg (Miligrama);;392112 - Sem Status de Controle Especial;392110 - comprimido.oral;;;;;;;;;;;
549987;@brasil17316981642;Embonato de Triptorrelina 11,25 mg pó e diluente para suspensão para injeção de liberação prolongada;;;;;;;;;;;;;;;;;;;;;;;;;;;
564381;@brasil17511262591;Embonato de Triptorrelina 22,5 mg pó e diluente para suspensão para injeção de liberação prolongada;;;;;;;;;;;;;;;;;;;;;;;;;;;
765206;@brasil13389842409;Embonato de Triptorrelina 3,75 mg pó e diluente para suspensão para injeção de liberação prolongada;;;;;;;;;;;;;;;;;;;;;;;;;;;
363178;@brasil14663572509;Empagliflozina 10 mg comprimido;11464 - Empagliflozina;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;363181 - Oral;363180 - Comprimido;363183 - empagliflozina - 10.000 - mg (Miligrama);363179 - BR0437078;363184 - Sem Status de Controle Especial;363182 - comprimido.oral;;;;;;;;;;;
363191;@brasil10388260669;Empagliflozina 25 mg comprimido;11464 - Empagliflozina;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;363193 - Oral;363192 - Comprimido;363195 - empagliflozina - 25.000 - mg (Miligrama);;363196 - Sem Status de Controle Especial;363194 - comprimido.oral;;;;;;;;;;;
359317;@brasil13199927426;Empagliflozina 25 mg comprimido de liberação prolongada;11464 - Empagliflozina;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;359320 - Não disponível;359319 - Não disponível;;359318 - BR0434874;359322 - Sem Status de Controle Especial;359321 - Desconhecido;;;;;;;;;;;
326885;@brasil19205445150;Enalapril 10 mg + Hidroclorotiazida 25 mg comprimido;11466 - Enalapril + Hidroclorotiazida;2502 - Anti-hipertensivos;377369002;2502 - enalapril e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;326888 - Oral;326887 - Comprimido;326890 - hidroclorotiazida - 25.000 - mg (Miligrama);326891 - maleato de enalapril - 10.000 - mg (Miligrama);326886 - BR0271172;326892 - Sem Status de Controle Especial;326889 - comprimido.oral;;;;;;;;;;
256684;@brasil13087726786;Enalapril 10 mg comprimido;11465 - Enalapril;2484 - Anti-hipertensivos;318853004;2484 - enalapril;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;794747 - Oral;794746 - Comprimido;;794749 - BR0267651U0042;794753 - Sem Status de Controle Especial;794748 - comprimido.oral;;;;;;;;;;;
459878;@brasil18557200726;Enalapril 2;5 mg comprimido;11465 - Enalapril;2484 - Anti-hipertensivos simples;;2484 - enalapril;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;459880 - Oral;459879 - Comprimido;459882 - maleato de enalapril - 2.000 - mg (Miligrama);;459883 - Sem Status de Controle Especial;459881 - comprimido.oral;;;;;;;;;;
322439;@brasil17082850863;Enalapril 20 mg + Hidroclorotiazida 12;5 mg comprimido;11466 - Enalapril + Hidroclorotiazida;2502 - Anti-hipertensivos;318849001;2502 - enalapril e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;322442 - Oral;322441 - Comprimido;322444 - maleato de enalapril - 20.000 - mg (Miligrama);322445 - hidroclorotiazida - 12.000 - mg (Miligrama);322440 - BR0271171;322446 - Sem Status de Controle Especial;322443 - comprimido.oral;;;;;;;;;
256694;@brasil17521769726;Enalapril 20 mg comprimido;11465 - Enalapril;2484 - Anti-hipertensivos;318855006;2484 - enalapril;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;256697 - Oral;256696 - Comprimido;256702 - maleato de enalapril - 20.000 - mg (Miligrama);256695 - BR0267652;256703 - Sem Status de Controle Especial;256698 - comprimido.oral;;;;;;;;;;;
256709;@brasil18345668582;Enalapril 5 mg comprimido;11465 - Enalapril;2484 - Anti-hipertensivos;318851002;2484 - enalapril;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;256712 - Oral;256711 - Comprimido;256717 - maleato de enalapril - 5.000 - mg (Miligrama);256710 - BR0267650;256718 - Sem Status de Controle Especial;256713 - comprimido.oral;;;;;;;;;;;
548997;@brasil16925397566;Enflurano líquido para inalação 100 mL;288813 - Enflurano;4593 - Anestésicos gerais voláteis e gasosos;;4593 - enflurano;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;549000 - Inalatória;548999 - Líquido;549002 - enflurano - 1.000 - mL (Mililitro);548998 - BR0272636;549003 - Lista C1 (Substâncias Sujeitas à Controle Especial);549001 - vapor para inalação.inalação;;;;;;;;;;;
549046;@brasil11225271169;Enflurano líquido para inalação 240 mL;288813 - Enflurano;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;549048 - Inalatória;549047 - Líquido;549050 - enflurano - 1.000 - mL (Mililitro);;549051 - Lista C1 (Substâncias Sujeitas à Controle Especial);549049 - vapor para inalação.inalação;;;;;;;;;;;
472424;@brasil11829799507;Enfuvirtida 108 mg pó e diluente para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
61677;@brasil11048567388;Enfuvirtida 108 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
354589;@brasil13039498973;Enoxaparina Sódica 100 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
677185;@brasil16113418903;Enoxaparina Sódica 20 mg/0,2 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
677203;@brasil16451687202;Enoxaparina Sódica 40 mg/0,4 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
677221;@brasil17561289496;Enoxaparina Sódica 60 mg/0,6 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
677239;@brasil15599318392;Enoxaparina Sódica 80 mg/0,8 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
313787;@brasil14451403089;Entacapona 200 mg comprimido;11467 - Entacapona;4889 - Antiparkinsonianos;323202009;4889 - entacapona;543 - Especializado;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;313791 - Oral;313790 - Comprimido;313796 - entacapona - 200.000 - mg (Miligrama);313788 - BR0272653;313789 - BR0272653E;313797 - Lista C1 (Substâncias Sujeitas à Controle Especial);313792 - comprimido.oral;;;;;;;;;;
257779;@brasil19126666073;Entecavir 0;5 mg comprimido;11468 - Entecavir;3870 - Antiviróticos (inibe replicação virótica);417515001;3870 - entecavir;543 - Especializado;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;257783 - Oral;257782 - Comprimido;257788 - entecavir - 0.000 - mg (Miligrama);257780 - BR0315088E;257781 - BR0315088;257789 - Sem Status de Controle Especial;257784 - comprimido.oral;;;;;;;;;
257871;@brasil12751887209;Entecavir 1 mg comprimido;11468 - Entecavir;3870 - Antiviróticos (inibe replicação virótica);417232003;3870 - entecavir;543 - Especializado;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;257875 - Oral;257874 - Comprimido;257880 - entecavir - 1.000 - mg (Miligrama);257872 - BR0315089;257873 - BR0315089E;257881 - Sem Status de Controle Especial;257876 - comprimido.oral;;;;;;;;;;
390377;@brasil11521616941;Entricitabina 200 mg + Tenofovir 300 mg comprimido;288816 - Entricitabina + Tenofovir;3884 - Antiretroviral;;3884 - tenofovir desoproxila e entricitabina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;390379 - Oral;390378 - Comprimido;390381 - entricitabina - 200.000 - mg (Miligrama);390382 - fumarato de tenofovir desoproxila - 300.000 - mg (Miligrama);;390383 - Sem Status de Controle Especial;390380 - comprimido.oral;;;;;;;;;;
415626;@brasil19381324702;Enzalutamida 40 mg cápsula;412568 - Enzalutamida;;703685004;;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;415629 - Oral;415628 - Cápsula;415631 - enzalutamida - 40.000 - mg (Miligrama);415627 - BR0433690;415632 - Sem Status de Controle Especial;415630 - cápsula.oral;;;;;;;;;;;
341492;@brasil16184098948;Epinastina 0;5 mg/mL solução oftálmica;42882 - Epinastina;6026 - Antialérgicos tópicos;407071001;6026 - epinastina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;341494 - Oftálmica;341493 - Solução oftálmica;341496 - cloridrato de epinastina - 0.000 - mg (Miligrama);;341497 - Sem Status de Controle Especial;341495 - solução em gotas.oftálmica;;;;;;;;;;
363236;@brasil19196911852;Epinastina 10 mg comprimido;42882 - Epinastina;5795 - Anti-histamínicos sistêmicos;;5795 - epinastina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;363238 - Oral;363237 - Comprimido;363240 - cloridrato de epinastina - 10.000 - mg (Miligrama);;363241 - Sem Status de Controle Especial;363239 - comprimido.oral;;;;;;;;;;;
406376;@brasil11712236591;Epinastina 2 mg/mL xarope;42882 - Epinastina;5795 - Anti-histamínicos sistêmicos;;5795 - epinastina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;406378 - Oral;406377 - Xarope;406380 - cloridrato de epinastina - 2.000 - mg (Miligrama);;406381 - Sem Status de Controle Especial;406379 - solução.oral;;;;;;;;;;;
363248;@brasil16737767425;Epinastina 20 mg comprimido;42882 - Epinastina;5795 - Anti-histamínicos sistêmicos;;5795 - epinastina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;363250 - Oral;363249 - Comprimido;363252 - cloridrato de epinastina - 20.000 - mg (Miligrama);;363253 - Sem Status de Controle Especial;363251 - comprimido.oral;;;;;;;;;;;
505867;@brasil17584001585;Epinefrina 1 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
564426;@brasil16697625820;Epirrubicina 10 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
564460;@brasil17059481297;Epirrubicina 10 mg/5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
564474;@brasil13005991728;Epirrubicina 20 mg/10 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
573573;@brasil12328333147;Epirrubicina 200 mg/100 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
564507;@brasil13851515056;Epirrubicina 50 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
564538;@brasil19643457175;Epirrubicina 50 mg/25 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
313916;@brasil17065521530;Ergometrina 0;2 mg comprimido;11469 - Ergometrina;3138 - Ocitócicos não hormonais;;3138 - ergometrina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;313919 - Sublingual;313920 - Oral;313918 - Comprimido;313923 - maleato de ergometrina - 0.000 - mg (Miligrama);313917 - BR0277973;313924 - Lista D1 (Substâncias precursoras de entorpecentes e/ou psicotrópicos);313921 - comprimido.oral;313922 - comprimido.sublingual;;;;;;;;
422511;@brasil13808830634;Ergometrina 0,2 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
472459;@brasil10913582704;Eribulina 1 mg/2 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
472495;@brasil19078515308;Eritromicina 1 g pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
508223;@brasil19205209265;Eritromicina 20 mg/g (2%) gel;11470 - Eritromicina;3012 - Produtos anti-acne;332350005;3012 - eritromicina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;508225 - Dermatológica;508224 - Gel;508227 - eritromicina - 20.000 - mg (Miligrama);;508228 - Antimicrobianos;508226 - gel.dermatológica;;;;;;;;;;;
553141;@brasil12977696099;Eritropoietina (Humana Recombinante) 2.000 unidades internacionais/0,5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
61863;@brasil18762241459;Eritropoietina (Humana Recombinante) 4.000 unidades internacionais pó para suspensão para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
573607;@brasil10388388996;Eritropoietina (Humana Recombinante) 4.000 unidades internacionais/0,4 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
313877;@brasil19458948669;Erlotinibe 100 mg comprimido;11471 - Erlotinibe;4161 - Antineoplásico;414124007;4161 - erlotinibe;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;313880 - Oral;313879 - Comprimido;313882 - cloridrato de erlotinibe - 100.000 - mg (Miligrama);313878 - BR0312568;313883 - Sem Status de Controle Especial;313881 - comprimido.oral;;;;;;;;;;;
