CATMAT;Status;Princípio Ativo;Quantidade (Numerador);U.M. (Numerador);Quantidade (Denominador);U.M. (Denominador);Forma Farmacêutica;Volume;Desc. Volume;Fator de Correção;Uni. de Consum;Uni. de Fornecimen;Lista;RENAME
BR0431222;Sim;UBIDECARENONA (COENZIMA Q10);300;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0399442;Sim;UNCARIA TOMENTOSA (UNHA DE GATO);100;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0432210;Sim;UNCARIA TOMENTOSA (UNHA DE GATO);450;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0377899;Sim;VALERIANA OFFICINALIS (EXTRATO SECO);50;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0267504-2;Sim;VALPROATO DE SÓDIO;250;mg;;;cápsula;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0268359;Sim;ZIDOVUDINA;100;mg;;;cápsula;;;1;CAPS.;CAPSULA;C04;Sim
BR0342319E;Sim;ZIPRASIDONA;40;mg;;;cápsula;;;1;;CAPSULA;C01;Não
BR0342320E;Sim;ZIPRASIDONA;80;mg;;;cápsula;;;1;;CAPSULA;C01;Não
BR0342319;Sim;ZIPRASIDONA;40;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0342320;Sim;ZIPRASIDONA;80;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0270769;Sim;NITRATO DE ISOCONAZOL;600;mg;;;óvulo;;;1;OV.;UM;;Não
BR0313593;Sim;POLICRESULENO;0,09;g;;;óvulo;;;1;OV.;OVULO;;Não
BR0292239E;Sim;MESALAZINA;250;mg;;;supositório;;;1;;SUPOSITORIO;;Não
BR0292240E;Sim;MESALAZINA;1.000;mg;;;supositório;;;1;;SUPOSITORIO;;Não
BR0352414E;Sim;MESALAZINA;500;mg;;;supositório;;;1;;SUPOSITORIO;;Não
BR0340107;Sim;CETOPROFENO;100;mg;;;supositório;;;1;SUP.;SUPOSITORIO;;Sim
BR0268000;Sim;DIPIRONA SÓDICA ;300;mg;;;supositório;INFANTIL;;1;UN.;SUPOSITORIO;;Não
BR0268185;Sim;GLICEROL  ;95;%;;;supositório;;;1;UN.;SUPOSITORIO;;Sim
BR0268186;Sim;GLICEROL  ;95;%;;;supositório;;;1;UN.;SUPOSITORIO;;Sim
BR0292239;Sim;MESALAZINA;250;mg;;;supositório;;;1;SUP.;SUPOSITORIO;;Sim
BR0292240;Sim;MESALAZINA;1.000;mg;;;supositório;;;1;SUP.;SUPOSITORIO;;Sim
BR0313594;Sim;POLICRESULENO + CLORIDRATO DE CINCHOCAÍNA;240 + 24;mg + mg;;;supositório;;;1;SUP.;SUPOSITORIO;;Não
BR0365454;Sim;SORBITOL + LAURILSULFATO DE SÓDIO;714 + 7,7;mg/g + mg/g;;;supositório;6,5;G;1;SUP.;SUPOSITORIO;;Não
BR0287481;Sim;NICOTINA;2;mg;;;goma de mascar;;;1;UN.;TABLETE;;Sim
BR0305356;Sim;NICOTINA;4;mg;;;goma de mascar;;;1;UN.;TABLETE;;Não
BR0266700E;Sim;BUDESONIDA;200;mcg;;;cápsula para inalação;;;1;;FRASCO DE 100 DOSES;;Não
BR0352395E;Sim;BUDESONIDA;200;mcg;;;cápsula para inalação;;;1;;FRASCO DE 200 DOSES;;Não
BR0266809E;Sim;SALMETEROL;50;mcg;;;cápsula para inalação;;;1;;FRASCO DE 60 DOSES;;Não
BR0271604;Sim;ACEPONATO DE METILPREDNISOLONA;1;mg;1;g;creme;15;g;1;BS.;BISNAGA;;Não
BR0345240-1;Sim;ACETATO DE HIDROCORTISONA;10;mg;1;g;creme;15;g;1;UN.;BISNAGA;;Sim
BR0345240-2;Sim;ACETATO DE HIDROCORTISONA;10;mg;1;g;creme;30;g;1;UN.;BISNAGA;;Sim
BR0345240-3;Sim;ACETATO DE HIDROCORTISONA;10;mg;1;g;creme;20;g;1;BS.;BISNAGA;;Sim
BR0268375-1;Sim;ACICLOVIR;5;%;;;creme;5;g;1;UN.;BISNAGA;;Sim
BR0268375-2;Sim;ACICLOVIR;5;%;;;creme;10;g;1;UN.;BISNAGA;;Sim
BR0295624;Sim;ÁCIDO FUSÍDICO;20;mg;1;g;creme;10;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0377422;Sim;ACIDO FUSIDICO + BETAMETASONA;20 + 1;mg + mg;1 + 1 ;g + g;creme;15;g;1;UN.;BISNAGA;;Sim
BR0432315;Sim;ALANTOINA + ALOE VERA + ÁCIDOS GRAXOS ESSENCIAIS + VITAMINA A + VITAMINA E ;PROB;;;;;100;g;1;UN.;TUBO;;Não
BR0404425-1;Sim;BENZOCAÍNA + TRICLOSANA + MENTOL;45 + 5 + 5;mg + mg + mg;1 + 1 + 1;g + g + g;creme;20;g;1;BS.;BISNAGA;;Não
BR0404425-2;Sim;BENZOCAÍNA + TRICLOSANA + MENTOL;45 + 5 + 5;mg + mg + mg;1 + 1 + 1;g + g + g;creme;30;g;1;BS.;BISNAGA;;Não
BR0421663;Sim;BUTOCONAZOL;5;mg;1;g;creme vaginal;aplicador preenchido 5;g;1;UN.;UM;ANTIMICROBIANOS;Não
BR0308736-1;Sim;CETOCONAZOL;2;%;;;creme;20;g;1;BS.;BISNAGA;;Não
BR0308736-2;Sim;CETOCONAZOL;2;%;;;creme;30;g;1;BS.;BISNAGA;;Não
BR0308736-3;Sim;CETOCONAZOL;2;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0284114;Sim;CETOCONAZOL + BETAMETASONA;0,5 + 20;mg + mg;1 + 1;g + g;creme;30;g;30;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0270593;Sim;CETOCONAZOL + BETAMETASONA + NEOMICINA;20 + 0,5 + 2,5;mg + mg + mg;1 + 1 + 1;g + g + g;creme;30;g;30;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0400443;Sim;CETRIMIDA + ÓLEOS VEGETAIS;2;mg;1;g;creme;40;g;1;BS.;BISNAGA;;Não
BR434084;Sim;CHAMOMILLA RECUTITA (L.) ;PROB;;;;;10;mg;1;;BISNAGA;;Sim
BR0288002;Sim;CICLOPIROX OLAMINA;10;mg;1;g;creme;20;g;1;BS.;BISNAGA;;Não
BR0284458E;Sim;CLOBETASOL;0,5;mg;1;g;creme;30;g;1;;BISNAGA;;Não
BR0400921;Sim;CLORETO DE BENZALCÔNIO + BROMETO DE CETRIMÔNIO ;0,2 + 2;mg + mg;1 + 1;g + g;creme;40;g;1;BS.;BISNAGA;;Não
BR0299693;Sim;CLORIDRATO DE AMOROLFINA;2,5;mg;1;g;creme;20;g;1;BS.;BISNAGA;;Não
BR0269835-1;Sim;CLORIDRATO DE LIDOCAÍNA + PRILOCAÍNA;2,5 + 2,5;% + %;;;creme;5;g;1;BS.;BISNAGA;;Não
BR0269835-2;Sim;CLORIDRATO DE LIDOCAÍNA + PRILOCAÍNA;2,5 + 2,5;% + %;;;creme;30;g;1;BS.;BISNAGA;;Não
BR0269389;Sim;CLORIDRATO DE PROMETAZINA;20;mg;1;g;creme;30;g;1;BS.;BISNAGA;;Sim
BR0271120-1;Sim;CLORIDRATO DE TETRACICLINA + ANFOTERICINA B;25 + 12,5;mg + mg;1 + 1;g + g;creme vaginal;45;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0271120-2;Sim;CLORIDRATO DE TETRACICLINA + ANFOTERICINA B;25 + 12,5;mg + mg;1 + 1;g + g;creme vaginal;60;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0272423;Sim;CLOTRIMAZOL;10;mg;1;g;creme;20;g;1;UN.;BISNAGA;;Não
BR0272423-1;Sim;CLOTRIMAZOL;10;mg;1;g;creme;30;g;1;UN.;BISNAGA;;Não
BR0272423-2;Sim;CLOTRIMAZOL;10;mg;1;g;creme;35;g;1;UN.;BISNAGA;;Não
BR0272423-3;Sim;CLOTRIMAZOL;10;mg;1;g;creme;50;g;1;UN.;BISNAGA;;Não
BR0313186;Sim;CLOTRIMAZOL + DEXAMETASONA;10 + 0,4;mg + mg;1 + 1;g + g;creme;40;g;1;BS.;BISNAGA;;Não
BR0270494;Sim;COLAGENASE + CLORANFENICOL;0,6 + 10;UI + mg;1 + 1;g + g;creme vaginal;50;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0314373-1;Sim;CUMARINA +  HEPARINA SÓDICA;5 + 50;mg + mg;1 + 1 ;mL + mL;creme;40;mL;1;FR.;FRASCO;;Não
BR0314373-2;Sim;CUMARINA +  HEPARINA SÓDICA;5 + 50;mg + mg;1 + 1 ;mL + mL;creme;80;mL;1;FR.;FRASCO;;Não
BR0314373-3;Sim;CUMARINA +  HEPARINA SÓDICA;5 + 50;mg + mg;1 + 1 ;mL + mL;creme;120;mL;1;FR.;FRASCO;;Não
BR0314373-4;Sim;CUMARINA +  HEPARINA SÓDICA;5 + 50;mg + mg;1 + 1 ;mL + mL;creme;240;mL;1;FR.;FRASCO;;Não
BR0287531;Sim;DESONIDA;0,05;%;;;creme;30;g;1;UN.;BISNAGA;;Não
BR0287533;Sim;DESONIDA;0,05;%;;;creme;60;g;1;UN.;BISNAGA;;Não
BR0267643;Sim;DEXAMETASONA ;0,1;%;;;creme;10;g;1;UN.;BISNAGA;;Sim
BR0267643-1;Sim;DEXAMETASONA ;1;%;;;creme;20;g;1;BS.;BISNAGA;;Não
BR0267643-2;Sim;DEXAMETASONA ;0,1;%;;;creme;15;g;1;BS.;BISNAGA;;Sim
BR0406477;Sim;DEXAMETASONA + NEOMICINA;1 + 5;mg + mg;1 + 1;g + g;creme;15;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0270587;Sim;DIPROPIONATO DE BETAMETASONA;0,5;mg;1;g;creme;30;g;1;UN.;BISNAGA;;Não
BR0270591;Sim;DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;0,5 + 1;mg + mg;1 + 1;g + g;creme;30;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0267208;Sim;ESTRIOL;1;mg;1;g;creme vaginal;50;g;1;UN.;BISNAGA;;Sim
BR0271435;Sim;ESTROGÊNIOS CONJUGADOS;0,625;mg;1;g;creme vaginal;25;g;1;UN.;BISNAGA;;Sim
BR0315483;Sim;FLUDROXICORTIDA + NEOMICINA;0,125 + 3,5;mg + mg;1 + 1;g + g;creme;30;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0276871-1;Sim;FLUORURACILA;50;mg;1;g;creme;10;g;1;UN.;BISNAGA;;Não
BR0276871-2;Sim;FLUORURACILA;50;mg;1;g;creme;15;g;1;UN.;BISNAGA;;Não
BR0276871-3;Sim;FLUORURACILA;50;mg;1;g;creme;20;g;1;UN.;BISNAGA;;Não
BR0276871-4;Sim;FLUORURACILA;50;mg;1;g;creme;30;g;1;UN.;BISNAGA;;Não
BR0362661-1;Sim;FOSFATO DE CLINDAMICINA;20;mg;1;g;creme;20;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0362661-2;Sim;FOSFATO DE CLINDAMICINA;20;mg;1;g;creme;40;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0399161;Sim;FUMARATO DE CLEMASTINA  + ACETATO DE DEXAMETASONA;1 + 0,5;mg + mg;1 + 1;g + g;creme;20;g;1;BS.;BISNAGA;;Não
BR0273484;Sim;FUROATO DE MOMETASONA;1;%;;;creme;20;g;1;BS.;BISNAGA;;Não
BR0391324;Sim;HIDROQUINONA +  FLUOCINOLONA + TRETINOÍNA;;;;;creme;15;g;1;BS.;BISNAGA;;Não
BR0350613;Sim;IMIQUIMODE;50;mg;1;g;creme;0,25;g;1;SACHÊ;SACHE;;Não
BR0390680;Não;INATIVO- PAPAÍNA;10;%;;;creme;;;1;BS.;BISNAGA;;Não
BR0435186;Sim;METOXISALENO;0,1;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0435187;Sim;METOXISALENO;0,2;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0345300;Sim;METRONIDAZOL;100;mg;1;g;creme vaginal;50;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Sim
BR0271355;Sim;METRONIDAZOL + NISTATINA;100 + 20.000;mg + UI;1 + 1 ;g + g;creme vaginal;50;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0395836;Sim;METRONIDAZOL + NISTATINA + CLORETO DE BENZALCÔNICO;62,5 + 25.000 + 1,25;mg + UI + mg;1 + 1 + 1;g + g + g;creme vaginal;40;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0273455;Sim;MUPIROCINA;20;mg;1;g;creme;15;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0275428;Sim;NEOMICINA + CLOSTEBOL;5 + 5;mg + mg;1 + 1;g + g;creme;30;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0275428-1;Sim;NEOMICINA + CLOSTEBOL;5 + 5;mg + mg;1 + 1;g + g;creme;45;g;1;BS.;BISNAGA;;Não
BR0266788-1;Sim;NISTATINA;25.000;UI;1;g;creme vaginal;50;g;1;BS.;BISNAGA;;Não
BR0266788-2;Sim;NISTATINA;25.000;UI;1;g;creme vaginal;60;g;1;BS.;BISNAGA;;Não
BR0279297-1;Sim;NISTATINA + ÓXIDO DE ZINCO;100.000 + 200;UI + mg;1 + 1;g + g;creme;40;g;1;BS.;BISNAGA;;Não
BR0279297-2;Sim;NISTATINA + ÓXIDO DE ZINCO;100.000 + 200;UI + mg;1 + 1;g + g;creme;60;g;1;BS.;BISNAGA;;Não
BR0267355;Sim;NITRATO DE ISOCONAZOL;10;mg;1;g;creme;20;g;1;BS.;BISNAGA;;Não
BR0270773-2;Sim;NITRATO DE ISOCONAZOL;10;mg;1;g;creme vaginal;40;g;1;BS.;BISNAGA;;Não
BR0268286-1;Sim;NITRATO DE MICONAZOL;2;%;;;creme;28;g;1;UN.;BISNAGA;;Sim
BR0268286-2;Sim;NITRATO DE MICONAZOL;2;%;;;creme;80;g;1;BS.;BISNAGA;;Sim
BR0268286-3;Sim;NITRATO DE MICONAZOL;2;%;;;creme;30;g;1;BS.;BISNAGA;;Não
BR0268162-1;Sim;NITRATO DE MICONAZOL;2;%;;;creme vaginal;60;g;1;BS.;BISNAGA;;Sim
BR0268162-2;Sim;NITRATO DE MICONAZOL;2;%;;;creme vaginal;80;g;1;BS.;BISNAGA;;Sim
BR0287469;Sim;NITRATO DE OXICONAZOL;10;mg;1;g;creme;20;g;1;BS.;BISNAGA;;Não
BR0392714;Sim;ÓXIDO DE ZINCO;200;mg;1;g;creme;;;1;BS.;BISNAGA;;Não
BR0333663;Sim;PAPAÍNA;6;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0333663-1;Sim;PAPAÍNA;6;%;;;creme;100;g;1;BS.;BISNAGA;;Não
BR0347115-1;Sim;PAPAÍNA;4;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0347116-1;Sim;PAPAÍNA;8;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0347116-2;Sim;PAPAÍNA;8;%;;;creme;80;g;1;BS.;BISNAGA;;Não
BR0390680-2;Sim;PAPAÍNA;10;%;;;creme;500;g;1;FR.;FRASCO;;Não
BR0395846;Sim;PAPAÍNA;2;%;;;creme;30;g;1;BS.;BISNAGA;;Não
BR0398255-1;Sim;PAPAÍNA;10;%;;;creme;50;g;1;BS.;BISNAGA;;Não
BR0275852-1;Sim;PIMECROLIMO;10;mg;1;g;creme;15;g;1;BS.;BISNAGA;;Não
BR0275852-2;Sim;PIMECROLIMO;10;mg;1;g;creme;30;g;1;BS.;BISNAGA;;Não
BR0341064;Sim;PODOFILOTOXINA;1,5;mg;1;g;creme;5;g;1;UN.;BISNAGA;;Não
BR0294927;Sim;PROMESTRIENO;10;mg;1;g;creme vaginal;30;g;1;BS.;BISNAGA;;Não
BR0284458-1;Sim;PROPIONATO DE CLOBETASOL;0,5;mg;1;g;creme;30;g;1;BS.;BISNAGA;;Sim
BR0395716;Sim;SCHINUS TEREBENTHIFOLIUS (AROEIRA);0,67;mL;1;g;creme;60;g;1;BS.;BISNAGA;;Sim
BR0395716-1;Sim;SCHINUS TEREBENTHIFOLIUS (AROEIRA);0,67;mL;1;g;creme;10;g;1;BS.;BISNAGA;;Sim
BR0434051;Sim;SCHINUS TEREBENTHIFOLIUS (AROEIRA);7;%;;;creme vaginal;60;g;1;UN.;TUBO;;Não
BR0395716-2;Sim;SCHINUS TEREBINTHIFOLIUS (AROEIRA);0,67;mL;1;g;creme;30;g;1;BS.;BISNAGA;;Sim
BR0272089;Sim;SULFADIAZINA DE PRATA;1;%;;;creme;500;g;1;UN.;POTE;ANTIMICROBIANOS;Sim
BR0272089-1;Sim;SULFADIAZINA DE PRATA;1;%;;;creme;30;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Sim
BR0272089-6;Sim;SULFADIAZINA DE PRATA;1;%;;;creme;50;g;1;BS.;BISNAGA;ANTIMICROBIANOS;Sim
BR0272089-7;Sim;SULFADIAZINA DE PRATA;1;%;;;creme;400;g;1;PTE.;POTE;ANTIMICROBIANOS;Não
BR0272088-1;Sim;SULFADIAZINA DE PRATA + NITRATO DE CÉRIO;1 + 0,4;% + %;;;creme;50;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0272088-2;Sim;SULFADIAZINA DE PRATA + NITRATO DE CÉRIO;1 + 0,4;% + %;;;creme;100;g;1;UN.;POTE;ANTIMICROBIANOS;Não
BR0272088-3;Sim;SULFADIAZINA DE PRATA + NITRATO DE CÉRIO;1 + 0,4;% + %;;;creme;120;g;1;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0272088-4;Sim;SULFADIAZINA DE PRATA + NITRATO DE CÉRIO;1 + 0,4;% + %;;;creme;30;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0333568;Sim;TACROLIMO;3;mg;1;g;creme;10;g;1;BS.;BISNAGA;;Não
BR0414848;Sim;TERCONAZOL;8;mg;1;g;creme vaginal;30;g;1;BS.;BISNAGA;;Não
BR0288275;Sim;TINIDAZOL + NITRATO DE MICONAZOL;30 + 20;mg + mg;1 + 1;g + g;creme vaginal;45;g;1;BS.;BISNAGA;;Não
BR0288275-1;Sim;TINIDAZOL + NITRATO DE MICONAZOL;30 + 20;mg + mg;1 + 1;g + g;creme vaginal;80;g;1;BS.;BISNAGA;;Não
BR0276862;Sim;TIOCONAZOL;65;mg;1;g;creme vaginal;4,62;g;1;BS.;BISNAGA;;Não
BR0276867;Sim;TIOCONAZOL + TINIDAZOL;20 + 30;mg + mg;1 + 1;g + g;creme vaginal;35;g;1;BS.;BISNAGA;;Não
BR0276867-1;Sim;TIOCONAZOL + TINIDAZOL + SECNIDAZOL;"20 + 30; 1.000";"mg + mg; mg";1 + 1;g + g;"creme vaginal; comprimido";35;g;1;UN.;UM;;Não
BR0343604;Sim;URÉIA;200;mg;1;g;creme;200;g;1;FR.;FRASCO;;Sim
BR0345783;Sim;URÉIA;100;mg;1;g;creme;60;g;1;BS.;BISNAGA;;Não
BR0345783-1;Sim;URÉIA;100;mg;1;g;creme;100;g;1;BS.;BISNAGA;;Não
BR0345783-2;Sim;URÉIA;100;mg;1;g;creme;120;mL;1;FR.;FRASCO;;Não
BR0395845;Sim;URÉIA;50;mg;1;g;creme;50;g;1;BS.;BISNAGA;;Não
BR0422070;Sim;URÉIA + ÁCIDO SALICÍLICO;20 + 3;% + %;;;creme;500;g;1;PTE.;POTE;;Não
BR0420463;Sim;UREIA + OLEO DE SEMENTE DE UVA;3 + 5;% + %;;;creme;120;g;1;PTE.;POTE;;Não
BR0352179-1;Sim;VALERATO DE BETAMETASONA;1;mg;1;g;creme;15;g;1;UN.;BISNAGA;;Não
BR0352179-2;Sim;VALERATO DE BETAMETASONA;1;mg;1;g;creme;30;g;1;UN.;BISNAGA;;Não
BR0270602;Sim;VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;0,5 + 1 + 10 + 10;mg + mg + mg + mg;1 + 1 + 1 + 1;g + g + g + g;creme;20;g;1;UN.;BISNAGA;ANTIMICROBIANOS;Não
BR0274648-1;Sim;PASTA D’ÁGUA;;;;;pasta;30;G;1;PTE.;POTE;;Sim
BR0274648-2;Sim;PASTA D’ÁGUA;;;;;pasta;40;G;1;PTE.;POTE;;Sim
BR0274648-3;Sim;PASTA D’ÁGUA;;;;;pasta;100;G;1;PTE.;POTE;;Sim
BR0274648-4;Sim;PASTA D’ÁGUA;;;;;pasta;90;G;1;PTE.;POTE;;Sim
BR0274648-5;Sim;PASTA D’ÁGUA;;;;;pasta;80;G;1;PTE.;POTE;;Sim
BR0274648-6;Sim;PASTA D’ÁGUA;;;;;pasta;135;G;1;PTE.;POTE;;Sim
BR0274648-7;Sim;PASTA D’ÁGUA;;;;;pasta;120;G;1;PTE.;POTE;;Sim
BR0272089-2;Sim;SULFADIAZINA DE PRATA;1;%;;;pasta;50;G;1;BS.;BISNAGA;ANTIMICROBIANOS;Não
BR0272089-3;Sim;SULFADIAZINA DE PRATA;1;%;;;pasta;100;G;1;UN.;POTE;ANTIMICROBIANOS;Não
BR0272089-4;Sim;SULFADIAZINA DE PRATA;1;%;;;pasta;120;G;1;UN.;POTE;ANTIMICROBIANOS;Não
BR0272089-5;Sim;SULFADIAZINA DE PRATA;1;%;;;pasta;400;G;1;UN.;POTE;ANTIMICROBIANOS;Não
BR0319945;Sim;AMINOÁCIDOS, A 10%,SOLUÇÃO GLICOSE 50%,COM TAURINA + OLIGOELEMENTOS,  PARA NEONATOS;20;%;;;emulsão;;;1;FR.;FRASCO;;Não
BR0327695;Sim;AMINOÁCIDOS, A 10%,SOLUÇÃO GLICOSE 50%,SEM TAURINA + OLIGOELEMENTOS,  PARA NEONATOS;20;%;;;emulsão;;;1;FR.;FRASCO;;Não
BR0308726;Sim;BENZOATO DE BENZILA;250;mg;1;mL;emulsão dermatológica;60;ML;1;UN.;FRASCO;;Não
BR0308726-1;Sim;BENZOATO DE BENZILA;250;mg;1;mL;emulsão dermatológica;100;ML;1;UN.;FRASCO;;Não
BR0407558;Sim;CARBOMERO + GLICEROL + ÁCIDO BÓRICO + ÓLEO DE RÍCINO;;;;;emulsão oftálmica;15;ML;1;FR.;FRASCO;;Não
BR0276332;Sim;PICOSSULFATO SÓDICO + ÓLEO MINERAL LEVE + AGAR-AGAR;0,334 + 282,25 + 2,72;mg + mg + mg;1 + 1 + 1;mL + mL + mL;emulsão oral;240;ML;240;ML;FRASCO;;Não
BR0267328;Sim;FOSFATO DE SÓDIO MONOBÁSICO + FOSFATO DE SÓDIO DIBÁSICO;16 + 6;% + %;;;enema;130;ML;1;UN.;FRASCO;;Não
BR0267328-1;Sim;FOSFATO DE SÓDIO MONOBÁSICO + FOSFATO DE SÓDIO DIBÁSICO;0,16 + 0,068;g + g;1 + 1;mL + mL;enema;133 ML;;1;UN.;FRASCO;;Não
BR0269622-1;Sim;GLICEROL  ;120;mg;1;mL;enema;250;ML;250;UN.;FRASCO;;Sim
BR0269622-2;Sim;GLICEROL  ;120;mg;1;mL;enema;500;ML;500;UN.;FRASCO;;Sim
BR0269622-3;Sim;GLICEROL  ;120;mg;1;mL;enema;1;L;1000;UN.;FRASCO;;Sim
BR0269622-4;Sim;GLICEROL  ;12;%;;;enema;500 ML;SISTEMA FECHADO;1;FR.;FRASCO;;Sim
BR0269622;Não;INATIVO- GLICEROL;120;mg;1;mL;enema;500;ML;1;FR.;FRASCO;;Não
BR0292242E;Sim;MESALAZINA;3;g;;;enema;100;ML;1;;ENEMA;;Não
BR0369175E;Sim;MESALAZINA;1;g;;;enema;100;ML;1;;ENEMA;;Não
BR0282889-1;Sim;SENNA ALEXANDRINA MILL. + CASSIA FISTULA + TAMARINDUS INDICA L. + GLYCYRRHIZA GLABRA L. + CORIANDRUM SATIVUM;;;;;geléia;260;G;1;PTE.;POTE;;Não
BR0268241;Sim;DELTAMETRINA;0,2;mg;1;mL;loção;100;ML;1;FR.;FRASCO;;Não
BR0267773-1;Sim;PERMETRINA;10;mg;1;mL;loção;60;ML;1;FR.;FRASCO;;Sim
BR0267773-2;Sim;PERMETRINA;10;mg;1;mL;loção;100;ML;1;FR.;FRASCO;;Sim
BR0363597-1;Sim;PERMETRINA;50;mg;1;mL;loção;60;ML;1;FR.;FRASCO;;Sim
BR0363597-2;Sim;PERMETRINA;50;mg;1;mL;loção;100;ML;1;FR.;FRASCO;;Sim
BR0273134;Sim;CALAMINA + CLORIDRATO DE DIFENIDRAMINA + CÂNFORA;80 + 10 + 1;mg + mg + mg;1 + 1 + 1;g + g + g;loção;120;ML;1;FR.;FRASCO;;Não
BR0346231;Sim;LACTATO DE AMONIO + ALANTOINA;120 + 1;mg + mg;1 + 1;mL + mL;loção;120;ML;1;FR.;FRASCO;;Não
BR0276866;Sim;TIOCONAZOL;10;mg;1;mL;loção;30;G;1;FR.;FRASCO;;Não
BR0270889;Sim;ESCINA AMORFA + ESCINA POLISSULFONADA SÓDICA + SALICILATO DE DIETILAMINA;10 + 10 + 50;mg + mg + mg;1 + 1 + 1;g + g + g;gel;30;g;1;BS.;BISNAGA;;Não
BR0270889-1;Sim;ESCINA AMORFA + ESCINA POLISSULFONADA SÓDICA + SALICILATO DE DIETILAMINA;10 + 10 + 50;mg + mg + mg;1 + 1 + 1;g + g + g;gel;100;g;1;BS.;BISNAGA;;Não
BR0270839;Sim;ESTRADIOL;0,75;mg;1;g;gel;80;g;1;BS.;BISNAGA;;Não
BR0415504;Sim;EXTRATO MEDICINAL, EXT.FLUIDO ALLII CEPAE,HEPARINA SÓDICA E ALANTOÍNA;100 + 50 + 10;mg + UI + mg;1 + 1 + 1;g + g + g;gel;50;g;1;UN.;TUBO;;Não
BR0342737;Sim;HEPARINA SÓDICA;200;UI;1;g;gel;40;G;1;BS.;BISNAGA;;Não
BR0385450;Sim;HIDROQUINONA;40;mg;1;g;gel;30;G;1;BS.;BISNAGA;;Não
BR0364789;Sim;ISOTRETINOÍNA;0,5;mg;1;g;gel;30;G;1;BS.;BISNAGA;C02;Não
BR0269846-1;Sim;CLORIDRATO DE LIDOCAÍNA;20;mg;1;g;gel;10;G;1;BS.;BISNAGA;;Sim
BR0269846-2;Sim;CLORIDRATO DE LIDOCAÍNA;20;mg;1;g;gel;30;G;1;BS.;BISNAGA;;Sim
BR0372335;Sim;METRONIDAZOL;100;mg;1;g;gel;50;G;1;BS.;BISNAGA;ANTIMICROBIANOS;Sim
BR0268269;Sim;NITRATO DE MICONAZOL;2;%;;;gel;40;G;1;BS.;BISNAGA;;Sim
BR0387359;Sim;PAPAÍNA;2;%;;;gel;100;G;1;PTE.;POTE;;Não
BR0387359-1;Sim;PAPAÍNA;2;%;;;gel;50 G;;1;BS.;BISNAGA;;Não
BR039680-1;Sim;PAPAÍNA;10;%;;;gel;50;G;1;UN.;UM;;Não
BR039680-3;Sim;PAPAÍNA;10;%;;;gel;100;G;1;UN.;UM;;Não
BR0404151;Sim;PAPAÍNA;6;%;;;gel;50;G;1;FR.;FRASCO;;Não
BR0404151-1;Sim;PAPAÍNA;6;%;;;gel;100;G;1;FR.;FRASCO;;Não
BR0366861;Sim;PERÓXIDO DE BENZOÍLA;5;%;;;gel;60;G;1;BS.;BISNAGA;;Sim
BR0366861 -2;Sim;PERÓXIDO DE BENZOÍLA;5;%;;;gel;20;G;1;BS.;BISNAGA;;Sim
BR0366861-3;Sim;PERÓXIDO DE BENZOÍLA;5;%;;;gel;45;G;1;BS.;BISNAGA;;Sim
