"CO_SEQ_ID";"NU_ISID";"NO_NM";"NO_NM_PT_BR";"CO_DCBCD";"CO_NCAS";"NO_DESCR_PT_BR"
"452966";"@brasil16186415892";"brometo de hexametônio";"brometo de hexametônio";"01412";"55-97-0";"DCB"
"452967";"@brasil18809592320";"brometo de hexcarbacolina";"brometo de hexcarbacolina";"01413";"306-41-2";"DCB"
"452968";"@brasil15488714234";"brometo de homídio";"brometo de homídio";"01414";"1239-45-8";"DCB"
"452969";"@brasil11014794520";"brometo de ipratrópio monoidratado";"brometo de ipratrópio monoidratado";"11381";"66985-17-9";"DCB"
"452970";"@brasil18607830206";"brometo de laurcétio";"brometo de laurcétio";"01416";"1794-75-8";"DCB"
"452971";"@brasil19994767781";"brometo de metacolina";"brometo de metacolina";"01418";"333-31-3";"DCB"
"452972";"@brasil14150348596";"brometo de nolínio";"brometo de nolínio";"01421";"40759-33-9";"DCB"
"452973";"@brasil10767439948";"brometo de oxifenônio";"brometo de oxifenônio";"01423";"50-10-2";"DCB"
"452974";"@brasil11386154256";"brometo de oxipirrônio";"brometo de oxipirrônio";"01424";"561-43-3";"DCB"
"452975";"@brasil14628451748";"brometo de oxitefônio";"brometo de oxitefônio";"01425";"17692-63-6";"DCB"
"452976";"@brasil18983796282";"brometo de parapenzolato";"brometo de parapenzolato";"06834";"5634-41-3";"DCB"
"452977";"@brasil11033626478";"brometo de penoctônio";"brometo de penoctônio";"01428";"17088-72-1";"DCB"
"452978";"@brasil18216743847";"brometo de pentametônio";"brometo de pentametônio";"01429";"541-20-8";"DCB"
"452979";"@brasil17982840115";"brometo de pipenzolato";"brometo de pipenzolato";"07092";"125-51-9";"DCB"
"452980";"@brasil15263969342";"brometo de pirdônio";"brometo de pirdônio";"01432";"35620-67-8";"DCB"
"452981";"@brasil12371326676";"brometo de piritídio";"brometo de piritídio";"01433";"14222-46-9";"DCB"
"452982";"@brasil16064725661";"brometo de pirralcônio";"brometo de pirralcônio";"01434";"17243-65-1";"DCB"
"452983";"@brasil13209648590";"brometo de prifínio";"brometo de prifínio";"01436";"4630-95-9";"DCB"
"452984";"@brasil17854066273";"brometo de prodecônio";"brometo de prodecônio";"01437";"3690-61-7";"DCB"
"452985";"@brasil19641385905";"brometo de propiromazina";"brometo de propiromazina";"01439";"145-54-0";"DCB"
"452986";"@brasil14644731015";"brometo de quindônio";"brometo de quindônio";"01440";"130-81-4";"DCB"
"452987";"@brasil14299497672";"brometo de quinúclio";"brometo de quinúclio";"01441";"64755-06-2";"DCB"
"452988";"@brasil17563295621";"brometo de ritropirrônio";"brometo de ritropirrônio";"01443";"53808-86-9";"DCB"
"452989";"@brasil14917985399";"brometo de sintrópio";"brometo de sintrópio";"01444";"79467-19-9";"DCB"
"452990";"@brasil11900040442";"brometo de suxametônio";"brometo de suxametônio";"08242";"55-94-7";"DCB"
"452991";"@brasil14746246322";"brometo de tetradônio";"brometo de tetradônio";"01446";"1119-97-7";"DCB"
"452992";"@brasil18031110592";"brometo de tetrilamônio";"brometo de tetrilamônio";"01447";"71-91-0";"DCB"
"452993";"@brasil15916814305";"brometo de timepídio";"brometo de timepídio";"01448";"35035-05-3";"DCB"
"452994";"@brasil15490740056";"brometo de tiotrópio monoidratado";"brometo de tiotrópio monoidratado";"11413";"411207-31-3";"DCB"
"452995";"@brasil19703257677";"brometo de tipetrópio";"brometo de tipetrópio";"01450";"54376-91-9";"DCB"
"452996";"@brasil12044068529";"brometo de tiquízio";"brometo de tiquízio";"01451";"71731-58-3";"DCB"
"452997";"@brasil11110569918";"brometo de tonzônio";"brometo de tonzônio";"01452";"553-08-2";"DCB"
"452998";"@brasil19420644312";"brometo de trantelínio";"brometo de trantelínio";"01453";"4047-34-1";"DCB"
"452999";"@brasil13771512119";"brometo de trimedoxina";"brometo de trimedoxina";"01454";"56-97-3";"DCB"
"453000";"@brasil10595627966";"brometo de tropenzilina";"brometo de tropenzilina";"08977";"143-92-0";"DCB"
"453001";"@brasil11663603783";"brometo de xenitrópio";"brometo de xenitrópio";"01457";"511-55-7";"DCB"
"453002";"@brasil16531135323";"brometo de zinco";"brometo de zinco";"01458";"7699-45-8";"DCB"
"453003";"@brasil17664865577";"bromidrato de alentemol";"bromidrato de alentemol";"00490";"112892-81-6";"DCB"
"453004";"@brasil18730922226";"bromidrato de alfa-acetilmetadol";"bromidrato de alfa-acetilmetadol";"00497";\N;"DCB"
"453005";"@brasil10660014710";"bromidrato de codeína";"bromidrato de codeína";"02548";"125-25-7";"DCB"
"453006";"@brasil17107307180";"bromidrato de difenilpiralina";"bromidrato de difenilpiralina";"02983";"5807-87-4";"DCB"
"453007";"@brasil13556492079";"bromidrato de dipipanona";"bromidrato de dipipanona";"03113";\N;"DCB"
"453008";"@brasil16460539162";"bromidrato de dobutamina";"bromidrato de dobutamina";"03163";"74753-15-4";"DCB"
"453009";"@brasil11633219886";"bromidrato de eletriptana";"bromidrato de eletriptana";"11469";"177834-92-3";"DCB"
"453010";"@brasil18784482252";"bromidrato de epinastina";"bromidrato de epinastina";"03439";"127786-29-2";"DCB"
"453011";"@brasil19022751913";"bromidrato de escopolamina";"bromidrato de escopolamina";"03515";"114-49-9";"DCB"
"453012";"@brasil18760313118";"bromidrato de escopolamina tri-hidratado";"bromidrato de escopolamina tri-hidratado";"03516";"6533-68-2";"DCB"
"453013";"@brasil16733310162";"bromidrato de estrazinol";"bromidrato de estrazinol";"03617";"15179-97-2";"DCB"
"453014";"@brasil17385611762";"bromidrato de fenciclidina";"bromidrato de fenciclidina";"03884";"2981-31-9";"DCB"
"453015";"@brasil16728128637";"bromidrato de fenomorfano";"bromidrato de fenomorfano";"03973";\N;"DCB"
"453016";"@brasil11483808206";"bromidrato de hidroxianfetamina";"bromidrato de hidroxianfetamina";"04688";"306-21-8";"DCB"
"453017";"@brasil17234655428";"bromidrato de levoisometadona";"bromidrato de levoisometadona";"09400";\N;"DCB"
"453018";"@brasil11721852831";"bromidrato de levometorfano";"bromidrato de levometorfano";"05272";"125-68-8";"DCB"
"453019";"@brasil16905298181";"bromidrato de levorfanol";"bromidrato de levorfanol";"11095";"5985-35-3";"DCB"
"453020";"@brasil19360932723";"bromidrato de metadona";"bromidrato de metadona";"05718";"40580-77-6";"DCB"
"453021";"@brasil16088769384";"bromidrato de morfina";"bromidrato de morfina";"06092";"630-81-9";"DCB"
"453022";"@brasil12361049057";"bromidrato de nalorfina";"bromidrato de nalorfina";"06208";"1041-90-3";"DCB"
"453023";"@brasil13538937440";"bromidrato de norlevorfanol";"bromidrato de norlevorfanol";"06508";\N;"DCB"
"453024";"@brasil10611540339";"bromidrato de norpipanona";"bromidrato de norpipanona";"06520";"6033-42-7";"DCB"
"453025";"@brasil12440889683";"bromidrato de proeptazina";"bromidrato de proeptazina";"07402";\N;"DCB"
"453026";"@brasil10369827709";"bromidrato de raceisometadona";"bromidrato de raceisometadona";"09401";\N;"DCB"
"453027";"@brasil14526469803";"bromidrato de racemetorfano";"bromidrato de racemetorfano";"07604";"6031-86-3";"DCB"
"453028";"@brasil11522866199";"bromidrato de racemorfano";"bromidrato de racemorfano";"07610";"5985-35-3";"DCB"
"453029";"@brasil14034921892";"bromocicleno";"bromocicleno";"01463";"1715-40-8";"DCB"
"453030";"@brasil15606011174";"bromoclorossalicilanilida";"bromoclorossalicilanilida";"01464";"3679-64-9";"DCB"
"453031";"@brasil15925290504";"bromofenofós";"bromofenofós";"01467";"21466-07-9";"DCB"
"453032";"@brasil12808419309";"bromofós";"bromofós";"01469";"2104-96-3";"DCB"
"453033";"@brasil16266225338";"bromolactobionato de cálcio";"bromolactobionato de cálcio";"01470";"33659-28-8";"DCB"
"453034";"@brasil12905869075";"bromoxanida";"bromoxanida";"01473";"41113-86-4";"DCB"
"453035";"@brasil15730669669";"bromperidol";"bromperidol";"01474";"10457-90-6";"DCB"
"453036";"@brasil19935741431";"bromum";"bromum";"10200";\N;"DCB"
"453037";"@brasil12486698460";"bronclorenona";"bronclorenona";"01475";"5579-85-1";"DCB"
"453038";"@brasil12626268315";"broparestrol";"broparestrol";"01480";"479-68-5";"DCB"
"453039";"@brasil15671246502";"broperamol";"broperamol";"01481";"33144-79-5";"DCB"
"453040";"@brasil10477427876";"bropirimina";"bropirimina";"01482";"56741-95-8";"DCB"
"453041";"@brasil15373400183";"broquinaldol";"broquinaldol";"01483";"15599-52-7";"DCB"
"453042";"@brasil15434717595";"brosotamida";"brosotamida";"01484";"40912-73-0";"DCB"
"453043";"@brasil11053387736";"brossuximida";"brossuximida";"01485";"22855-57-8";"DCB"
"453044";"@brasil18962786204";"brostalicina";"brostalicina";"01486";"203258-60-0";"DCB"
"453045";"@brasil11653768122";"brotianida";"brotianida";"01487";"23233-88-7";"DCB"
"453046";"@brasil11380482306";"brovanexina";"brovanexina";"01489";"54340-61-3";"DCB"
"453047";"@brasil11941107474";"brovincamina";"brovincamina";"01491";"57475-17-9";"DCB"
"453048";"@brasil15564090762";"broxaldina";"broxaldina";"01493";"3684-46-6";"DCB"
"453049";"@brasil11997131696";"broxaterol";"broxaterol";"01494";"76596-57-1";"DCB"
"453050";"@brasil13293386503";"broxiquinolina";"broxiquinolina";"01495";"521-74-4";"DCB"
"453051";"@brasil10475537739";"broxuridina";"broxuridina";"01496";"59-14-3";"DCB"
"453052";"@brasil12497529490";"brucela melitensis";"brucela melitensis";"10201";\N;"DCB"
"453053";"@brasil11061034547";"bryophyllum calycinum";"bryophyllum calycinum";"11529";\N;"DCB"
"453054";"@brasil17812584569";"bucainida";"bucainida";"01497";"51481-62-0";"DCB"
"453055";"@brasil15879819518";"buciclovir";"buciclovir";"01498";"86304-28-1";"DCB"
"453056";"@brasil15961344190";"bucilamina";"bucilamina";"01499";"65002-17-7";"DCB"
"453057";"@brasil12167262705";"bucindolol";"bucindolol";"01500";"71119-11-4";"DCB"
"453058";"@brasil12952281266";"bucladesina";"bucladesina";"01502";"362-74-3";"DCB"
"453059";"@brasil18259618521";"buclosamida";"buclosamida";"01505";"575-74-6";"DCB"
"453060";"@brasil12441249118";"bucolomo";"bucolomo";"01506";"841-73-6";"DCB"
"453061";"@brasil17427390334";"bucricaína";"bucricaína";"01507";"316-15-4";"DCB"
"453062";"@brasil19813204629";"bucrilato";"bucrilato";"01508";"1069-55-2";"DCB"
"453063";"@brasil16783852451";"bucromarona";"bucromarona";"01509";"78371-66-1";"DCB"
"453064";"@brasil14479648678";"bucumolol";"bucumolol";"01510";"58409-59-9";"DCB"
"453065";"@brasil12046686346";"budipino";"budipino";"01513";"57982-78-2";"DCB"
"453066";"@brasil16794486003";"budotitano";"budotitano";"01514";"85969-07-9";"DCB"
"453067";"@brasil17832371290";"budralazina";"budralazina";"01515";"36798-79-5";"DCB"
"453068";"@brasil18778398751";"bufenadrina";"bufenadrina";"01516";"604-74-0";"DCB"
"453069";"@brasil10394880193";"bufeniodo";"bufeniodo";"01518";"22103-14-6";"DCB"
"453070";"@brasil15639205019";"bufetolol";"bufetolol";"01519";"53684-49-4";"DCB"
"453071";"@brasil17011384829";"bufezolaco";"bufezolaco";"01522";"50270-32-1";"DCB"
"453072";"@brasil18139309395";"bufo rana";"bufo rana";"10203";\N;"DCB"
"453073";"@brasil19662392798";"buformina";"buformina";"01527";"692-13-7";"DCB"
"453074";"@brasil13894036116";"bufrolina";"bufrolina";"01529";"54867-56-0";"DCB"
"453075";"@brasil10483002494";"bufuralol";"bufuralol";"01530";"54340-62-4";"DCB"
"453076";"@brasil10732904430";"bulaquina";"bulaquina";"01531";"223661-25-4";"DCB"
"453077";"@brasil12215514975";"bumadizona";"bumadizona";"01532";"3583-64-0";"DCB"
"453078";"@brasil18878861895";"bumadizona cálcica";"bumadizona cálcica";"01533";"34461-73-9";"DCB"
"453079";"@brasil17747764862";"bumecaína";"bumecaína";"01534";"30103-44-7";"DCB"
"453080";"@brasil12102238937";"bumepidil";"bumepidil";"01535";"62052-97-5";"DCB"
"453081";"@brasil17267900403";"bumetrizol";"bumetrizol";"01537";"3896-11-5";"DCB"
"453082";"@brasil10032785515";"bunaftina";"bunaftina";"01538";"32421-46-8";"DCB"
"453083";"@brasil18360226672";"bunaprolaste";"bunaprolaste";"01542";"99107-52-5";"DCB"
"453084";"@brasil11702777129";"bunazosina";"bunazosina";"01543";"80755-51-7";"DCB"
"453085";"@brasil13433205934";"bunitrolol";"bunitrolol";"01545";"34915-68-9";"DCB"
"453086";"@brasil12057698593";"bunolol";"bunolol";"01547";"27591-01-1";"DCB"
"453087";"@brasil19988875470";"buparvaquona";"buparvaquona";"01549";"88426-33-9";"DCB"
"453088";"@brasil13771281887";"bupicomida";"bupicomida";"01550";"22632-06-0";"DCB"
"453089";"@brasil18889783329";"bupranolol";"bupranolol";"01553";"14556-46-8";"DCB"
"453090";"@brasil13135071295";"buquinerana";"buquinerana";"01559";"59184-78-0";"DCB"
"453091";"@brasil19006006798";"buquiterina";"buquiterina";"01561";"76536-74-8";"DCB"
"453092";"@brasil15624820416";"buramato";"buramato";"01562";"4663-83-6";"DCB"
"453093";"@brasil11106081996";"burodilina";"burodilina";"01563";"36121-13-8";"DCB"
"453094";"@brasil18655949036";"butabarbital sódico";"butabarbital sódico";"11097";"143-81-7";"DCB"
"453095";"@brasil19961499504";"butaclamol";"butaclamol";"01570";"51152-91-1";"DCB"
"453096";"@brasil13839650724";"butadiazamida";"butadiazamida";"01572";"7007-88-7";"DCB"
"453097";"@brasil19313755414";"butafosfana";"butafosfana";"01573";"17316-67-5";"DCB"
"453098";"@brasil15049825211";"butalamina";"butalamina";"01574";"22131-35-7";"DCB"
"453099";"@brasil17307860120";"butalbital";"butalbital";"01575";"77-26-9";"DCB"
"453100";"@brasil11389825279";"butalilonal";"butalilonal";"11098";"1142-70-7";"DCB"
"453101";"@brasil15025546339";"butalilonal sódico";"butalilonal sódico";"11099";"3486-86-0";"DCB"
"453102";"@brasil10958256171";"butalital sódico";"butalital sódico";"01577";"510-90-7";"DCB"
"453103";"@brasil19714642146";"butamirato";"butamirato";"01580";"18109-80-3";"DCB"
"453104";"@brasil15698442528";"butamoxano";"butamoxano";"01584";"4442-60-8";"DCB"
"453105";"@brasil19348286508";"butanilicaína";"butanilicaína";"01585";"3785-21-5";"DCB"
"453106";"@brasil19646105270";"butanixino";"butanixino";"01587";"55285-35-3";"DCB"
"453107";"@brasil10185667135";"butanoato de etila";"butanoato de etila";"09932";"105-54-4";"DCB"
"453108";"@brasil11990020173";"butanserina";"butanserina";"01588";"87051-46-5";"DCB"
"453109";"@brasil19393099767";"butantrona";"butantrona";"01589";"75464-11-8";"DCB"
"453110";"@brasil10995438629";"butaprosta";"butaprosta";"01592";"69648-38-0";"DCB"
"453111";"@brasil16797894150";"butaverina";"butaverina";"01593";"55837-14-4";"DCB"
"453112";"@brasil11003155177";"butaxamina";"butaxamina";"01594";"2922-20-5";"DCB"
"453113";"@brasil14622093739";"buterizina";"buterizina";"01596";"68741-18-4";"DCB"
"453114";"@brasil10101003478";"butetal";"butetal";"11100";"77-28-1";"DCB"
"453115";"@brasil16638736477";"butibufeno";"butibufeno";"01599";"55837-18-8";"DCB"
"453116";"@brasil12890672266";"buticacina";"buticacina";"01600";"59733-86-7";"DCB"
"453117";"@brasil14537152203";"butidida";"butidida";"01601";"1083-57-4";"DCB"
"453118";"@brasil14013744529";"butidrina";"butidrina";"01602";"7433-10-5";"DCB"
"453119";"@brasil16457266346";"butilfenina";"butilfenina";"01603";"66292-52-2";"DCB"
"453120";"@brasil10245098452";"butirato de dioxafetila";"butirato de dioxafetila";"03101";"467-86-7";"DCB"
"453121";"@brasil11853693528";"butirato de isoamila";"butirato de isoamila";"11427";"106-27-4";"DCB"
"453122";"@brasil18533172594";"butixirato";"butixirato";"01607";"19992-80-4";"DCB"
"453123";"@brasil17104782699";"butixocorte";"butixocorte";"01608";"120815-74-9";"DCB"
"453124";"@brasil19924396022";"butizida";"butizida";"01609";"2043-38-1";"DCB"
"453125";"@brasil18307632325";"butobendina";"butobendina";"01610";"55769-65-8";"DCB"
"453126";"@brasil11764973868";"butocrolol";"butocrolol";"01613";"55165-22-5";"DCB"
"453127";"@brasil13901972670";"butoctamida";"butoctamida";"01614";"32838-26-9";"DCB"
"453128";"@brasil14214942057";"butofilolol";"butofilolol";"01616";"64552-17-6";"DCB"
"453129";"@brasil19368792583";"butopamina";"butopamina";"01618";"66734-12-1";"DCB"
"453130";"@brasil14199137056";"butopiprina";"butopiprina";"01619";"55837-15-5";"DCB"
"453131";"@brasil12889307841";"butoprozina";"butoprozina";"01620";"62228-20-0";"DCB"
"453132";"@brasil11849128343";"butoxicaína";"butoxicaína";"01624";"3772-43-8";"DCB"
"453133";"@brasil10577718503";"butoxilato";"butoxilato";"01626";"15302-05-3";"DCB"
"453134";"@brasil17341207792";"buzepida";"buzepida";"01631";"3691-21-2";"DCB"
"453135";"@brasil14972883764";"cactus grandiflorus";"cactus grandiflorus";"10205";\N;"DCB"
"453136";"@brasil12840795751";"cadmium metallicum";"cadmium metallicum";"10206";\N;"DCB"
"453137";"@brasil19285327770";"cadmium sulphuratum";"cadmium sulphuratum";"10207";\N;"DCB"
"453138";"@brasil17904251912";"cadmium sulphuricum";"cadmium sulphuricum";"10208";\N;"DCB"
"453139";"@brasil11665276559";"cadralazina";"cadralazina";"01637";"64241-34-5";"DCB"
"453140";"@brasil14613627365";"cadrofloxacino";"cadrofloxacino";"01638";"153808-85-6";"DCB"
"453142";"@brasil16520655513";"cafaminol";"cafaminol";"01639";"30924-31-3";"DCB"
"453143";"@brasil18386355495";"cafedrina";"cafedrina";"01640";"58166-83-9";"DCB"
"453144";"@brasil12369811247";"cafeína hidratada";"cafeína hidratada";"11382";"75639-14-4";"DCB"
"453145";"@brasil16689990055";"cafeína monoidratada";"cafeína monoidratada";"11501";"5743-12-4";"DCB"
"453146";"@brasil16340516847";"cajuputum";"cajuputum";"10204";\N;"DCB"
"453147";"@brasil11632614378";"caladium seguinum";"caladium seguinum";"10209";\N;"DCB"
"453148";"@brasil19141521656";"calafungina";"calafungina";"01645";"11048-15-0";"DCB"
"453149";"@brasil10809765457";"calcarea acetica";"calcarea acetica";"10210";\N;"DCB"
"453150";"@brasil16624262626";"calcarea arsenicica";"calcarea arsenicica";"10211";\N;"DCB"
"453151";"@brasil10692017068";"calcarea bromata";"calcarea bromata";"10212";\N;"DCB"
"453152";"@brasil13587297771";"calcarea muriatica";"calcarea muriatica";"10216";\N;"DCB"
"453153";"@brasil15860437959";"calcarea oxalica";"calcarea oxalica";"10217";\N;"DCB"
"453154";"@brasil18540296793";"calcarea sulphurica";"calcarea sulphurica";"10219";\N;"DCB"
"453155";"@brasil15120170399";"calcobutrol";"calcobutrol";"01653";"151878-23-8";"DCB"
"453156";"@brasil19979961922";"caldarete";"caldarete";"01654";"133804-44-1";"DCB"
"453157";"@brasil14539298725";"caldiamida";"caldiamida";"01655";"128326-81-8";"DCB"
"453158";"@brasil12756608167";"caldiamida sódica";"caldiamida sódica";"01656";"122760-91-2";"DCB"
"453159";"@brasil10165144967";"calendula officinalis";"calendula officinalis";"10220";\N;"DCB"
"453160";"@brasil12555900645";"calidinogenase";"calidinogenase";"01657";"9001-01-8";"DCB"
"453161";"@brasil12284068633";"calotropis gigantea";"calotropis gigantea";"10221";\N;"DCB"
"453162";"@brasil13752641540";"caloxetato trissódico";"caloxetato trissódico";"10616";"207230-20-4";"DCB"
"453163";"@brasil11911002109";"calteridol";"calteridol";"01658";"132722-73-7";"DCB"
"453164";"@brasil18297086233";"caltha palustris";"caltha palustris";"10222";\N;"DCB"
"453165";"@brasil15752425151";"camazepam";"camazepam";"01660";"36104-80-0";"DCB"
"453166";"@brasil13870867362";"camellia sinensis (l.) kuntze";"camellia sinensis (l.) kuntze";"10702";\N;"DCB"
"453167";"@brasil12097061668";"camiglibose";"camiglibose";"01663";"132438-21-2";"DCB"
"453168";"@brasil18872706561";"camilofina";"camilofina";"01664";"54-30-8";"DCB"
"453169";"@brasil18072348112";"camiverina";"camiverina";"01666";"54063-28-4";"DCB"
"453170";"@brasil13743621187";"camonagrel";"camonagrel";"01667";"105920-77-2";"DCB"
"453171";"@brasil14501061907";"camostate";"camostate";"01668";"59721-28-7";"DCB"
"453172";"@brasil11274446286";"camphora";"camphora";"10223";\N;"DCB"
"453173";"@brasil12869046015";"candoxatrila";"candoxatrila";"01675";"123122-55-4";"DCB"
"453174";"@brasil10521891526";"candoxatrilate";"candoxatrilate";"01676";"123122-54-3";"DCB"
"453175";"@brasil14002319893";"cânfora bromada";"cânfora bromada";"01678";"76-29-9";"DCB"
"453176";"@brasil18445925197";"canfossulfonato de codeína";"canfossulfonato de codeína";"02550";"83968-47-2";"DCB"
"453177";"@brasil10222666616";"canfossulfonato de etilmorfina";"canfossulfonato de etilmorfina";"03689";\N;"DCB"
"453178";"@brasil15775557797";"canfotamida";"canfotamida";"01680";"4876-45-3";"DCB"
"453179";"@brasil18209789447";"cannabis sativa l.";"cannabis sativa l.";"11543";\N;"DCB"
"453180";"@brasil13722274156";"cansilato de amoxidramina";"cansilato de amoxidramina";"01683";"15350-99-9";"DCB"
"453181";"@brasil13982002746";"cansilato de anlodipino";"cansilato de anlodipino";"10052";"652969-01-2";"DCB"
"453182";"@brasil18743191572";"cansilato de sódio";"cansilato de sódio";"01679";"34850-66-3";"DCB"
"453183";"@brasil11769949933";"capravirina";"capravirina";"01687";"178979-85-6";"DCB"
"453184";"@brasil12620175258";"caproato de etila";"caproato de etila";"10617";"123-66-0";"DCB"
"453185";"@brasil17791026798";"caproato de prednisolona";"caproato de prednisolona";"07335";\N;"DCB"
"453186";"@brasil11094608530";"caproato de testosterona";"caproato de testosterona";"08450";"10312-45-5";"DCB"
"453187";"@brasil12099962561";"capromabe";"capromabe";"01691";"151763-64-3";"DCB"
"453188";"@brasil17215987523";"capromabe pendetida (111 in)";"capromabe pendetida (111 in)";"10028";\N;"DCB"
"453189";"@brasil19780050243";"capromorrelina";"capromorrelina";"01692";"193273-66-4";"DCB"
"453190";"@brasil17252288959";"caproxamina";"caproxamina";"01693";"53078-44-7";"DCB"
"453191";"@brasil16921294373";"capsicum annuum";"capsicum annuum";"10225";\N;"DCB"
"453192";"@brasil12849605299";"captamina";"captamina";"01695";"108-02-1";"DCB"
"453193";"@brasil13484143681";"capurida";"capurida";"01700";"5579-13-5";"DCB"
"453194";"@brasil18871902820";"carabersate";"carabersate";"01701";"184653-84-7";"DCB"
"453195";"@brasil13907083368";"caracemida";"caracemida";"01702";"81424-67-1";"DCB"
"453196";"@brasil12919708687";"carafibana";"carafibana";"01703";"177563-40-5";"DCB"
"453197";"@brasil12877293640";"carazolol";"carazolol";"01705";"57775-29-8";"DCB"
"453198";"@brasil15627342447";"carbaldrato";"carbaldrato";"01709";"41342-54-5";"DCB"
"453199";"@brasil19504831626";"carbamato de etclorvinol";"carbamato de etclorvinol";"03660";"74283-25-3";"DCB"
"453200";"@brasil10642131100";"carbamato de metilpentinol";"carbamato de metilpentinol";"05811";"302-66-9";"DCB"
"453201";"@brasil14696160930";"carbantel";"carbantel";"01714";"22790-84-7";"DCB"
"453202";"@brasil11554411659";"carbazerana";"carbazerana";"01718";"70724-25-3";"DCB"
"453203";"@brasil13683575812";"carbazocina";"carbazocina";"01719";"15686-38-1";"DCB"
"453204";"@brasil13754644396";"carbenicilina potássica";"carbenicilina potássica";"01725";"17230-86-3";"DCB"
"453205";"@brasil17722494849";"carbenoxolona dissódica";"carbenoxolona dissódica";"01727";"7421-40-1";"DCB"
"453206";"@brasil17348541371";"carbenzida";"carbenzida";"01728";"3240-20-8";"DCB"
"453207";"@brasil13575222615";"carbetímer";"carbetímer";"01729";"82230-03-3";"DCB"
"453208";"@brasil15830489270";"carbifeno";"carbifeno";"01732";"15687-16-8";"DCB"
"453209";"@brasil18426778816";"carbo animalis";"carbo animalis";"10226";\N;"DCB"
"453210";"@brasil14642426579";"carbo vegetabilis";"carbo vegetabilis";"10227";\N;"DCB"
"453211";"@brasil17931796755";"carbocloral";"carbocloral";"01740";"541-79-7";"DCB"
"453212";"@brasil15731704350";"carbocromeno";"carbocromeno";"01741";"804-10-4";"DCB"
"453213";"@brasil14863131794";"carbômer 1342";"carbômer 1342";"09323";"96827-24-6";"DCB"
"453214";"@brasil17120546228";"carbômer 2020";"carbômer 2020";"09881";"176429-87-1";"DCB"
"453215";"@brasil11013336069";"carbômer 910";"carbômer 910";"09324";"91315-32-1";"DCB"
"453216";"@brasil13705041969";"carbômer 934";"carbômer 934";"09325";"9007-16-3";"DCB"
"453217";"@brasil15485201947";"carbômer 941";"carbômer 941";"09327";"9062-04-8";"DCB"
"453218";"@brasil16310884137";"carbonato de lantânio octaidratado";"carbonato de lantânio octaidratado";"09593";"587-26-8";"DCB"
"453219";"@brasil15098815153";"carbonato de magnésio hidratado";"carbonato de magnésio hidratado";"11383";"23389-33-5";"DCB"
"453220";"@brasil16561423665";"carbonato de potássio";"carbonato de potássio";"01751";"584-08-7";"DCB"
"453221";"@brasil17510673176";"carbonato de sódio hidratado";"carbonato de sódio hidratado";"11398";"24551-51-7";"DCB"
"453222";"@brasil17869095193";"carbonato de sódio monoidratado";"carbonato de sódio monoidratado";"11399";"5968-11-6";"DCB"
"453223";"@brasil16813456746";"carboquona";"carboquona";"01756";"24279-91-2";"DCB"
"453224";"@brasil10459998463";"carbubarbe";"carbubarbe";"01758";"960-05-4";"DCB"
"453225";"@brasil11859622384";"carburazepam";"carburazepam";"01759";"59009-93-7";"DCB"
"453226";"@brasil17918116837";"carbutamida";"carbutamida";"01760";"339-43-5";"DCB"
"453227";"@brasil14011717347";"carbuterol";"carbuterol";"01761";"34866-47-2";"DCB"
"453228";"@brasil16304236533";"carebastina";"carebastina";"01763";"90729-42-3";"DCB"
"453229";"@brasil19486030933";"carfenazina";"carfenazina";"01765";"2622-30-2";"DCB"
"453230";"@brasil18517445378";"carfimato";"carfimato";"01768";"3567-38-2";"DCB"
"453231";"@brasil14129134400";"carfluzepato de etila";"carfluzepato de etila";"01769";"65400-85-3";"DCB"
"453232";"@brasil15093336173";"cargutocina";"cargutocina";"01770";"33605-67-3";"DCB"
"453233";"@brasil13079277977";"carica papaya l.";"carica papaya l.";"11452";\N;"DCB"
"453234";"@brasil10116381672";"carindacilina";"carindacilina";"01771";"35531-88-5";"DCB"
"453235";"@brasil11344074737";"carmantadina";"carmantadina";"01774";"38081-67-3";"DCB"
"453236";"@brasil16371228978";"carmetizida";"carmetizida";"01778";"42583-55-1";"DCB"
"453237";"@brasil17823920991";"carmofur";"carmofur";"01779";"61422-45-5";"DCB"
"453238";"@brasil10005918330";"carmoxirol";"carmoxirol";"01780";"98323-83-2";"DCB"
"453239";"@brasil16557828984";"carocainida";"carocainida";"01785";"66203-00-7";"DCB"
"453240";"@brasil12771390240";"caroverina";"caroverina";"01786";"23465-76-1";"DCB"
"453241";"@brasil14183464555";"caroxazona";"caroxazona";"01787";"18464-39-6";"DCB"
"453242";"@brasil12603152367";"carperidina";"carperidina";"01788";"7528-13-4";"DCB"
"453243";"@brasil10465368478";"carperitida";"carperitida";"01789";"89213-87-6";"DCB"
"453244";"@brasil14517385599";"carperona";"carperona";"01790";"20977-50-8";"DCB"
"453245";"@brasil11190822869";"carpindolol";"carpindolol";"01791";"39731-05-0";"DCB"
"453246";"@brasil12401957857";"carpipramina";"carpipramina";"01792";"5942-95-0";"DCB"
"453247";"@brasil18437320987";"carprazidil";"carprazidil";"01795";"68020-77-9";"DCB"
"453248";"@brasil14980731674";"carrubicina";"carrubicina";"01799";"50935-04-1";"DCB"
"453249";"@brasil19591695719";"carsalam";"carsalam";"01800";"2037-95-8";"DCB"
"453250";"@brasil13016283886";"carsatrina";"carsatrina";"01801";"125363-87-3";"DCB"
