"CO_SEQ_ID";"NU_VPID";"NO_NM";"principio";"cat_anvisa";"renam";"NU_SNOMED";"atc";"route";"ingredientes_conc_unid";"form"
"688870";"@brasil11181408837";"Lamotrigina 5 mg comprimido para suspensão";"Lamotrigina";"Anticovulsionates";\N;\N;"N03AX09 lamotrigina";"Oral";"lamotrigina 5.000 mg (Miligrama)";"Comprimido para suspensão"
"256794";"@brasil16804730114";"Lamotrigina 50 mg comprimido";"Lamotrigina";"Anticovulsionates";"Especializado";"322981004";"N03AX09 lamotrigina";"Oral";"lamotrigina 50.000 mg (Miligrama)";"Comprimido"
"688850";"@brasil12511995966";"Lamotrigina 50 mg comprimido para suspensão";"Lamotrigina";"Anticovulsionates";\N;"442848009";\N;"Oral";"lamotrigina 50.000 mg (Miligrama)";"Comprimido para suspensão"
"747123";"@brasil12390529719";"Lanreotida 120 mg/ 0,5 mL solução para injeção de liberação prolongada; seringa preenchida";"Lanreotida";\N;\N;"4027011000001100";"H01CB03 lanreotida";"Subcutânea";"acetato de lanreotida 240.000 mg (Miligrama)";"solução para injeção de liberação prolongada"
"595620";"@brasil13466391649";"Lanreotida 60 mg/ 0,3 mL solução para injeção de liberação prolongada; seringa preenchida";"Lanreotida";\N;\N;\N;"H01CB03 lanreotida";"Subcutânea";"acetato de lanreotida 200.000 mg (Miligrama)";"solução para injeção de liberação prolongada"
"595658";"@brasil11848283680";"Lanreotida 60 mg/ 0,5 mL solução para injeção de liberação prolongada; seringa preenchida";"Lanreotida";\N;\N;"19900111000001100";"H01CB03 lanreotida";"Subcutânea";"acetato de lanreotida 120.000 mg (Miligrama)";"solução para injeção de liberação prolongada"
"595677";"@brasil13919867866";"Lanreotida 90 mg/ 0,3 mL solução para injeção de liberação prolongada; seringa preenchida";"Lanreotida";\N;\N;\N;\N;"Subcutânea";"acetato de lanreotida 300.000 mg (Miligrama)";"solução para injeção de liberação prolongada"
"595689";"@brasil17842939110";"Lanreotida 90 mg/ 0,5 mL solução para injeção de liberação prolongada; seringa preenchida";"Lanreotida";\N;\N;"19900211000001106";"H01CB03 lanreotida";"Subcutânea";"acetato de lanreotida 180.000 mg (Miligrama)";"solução para injeção de liberação prolongada"
"70057";"@brasil17695993553";"Lansoprazol 15 mg cápsula";"Lansoprazol";\N;\N;"317310006";"A02BC03 lansoprazol";"Via de administração não aplicável";\N;"Não aplicável"
"521095";"@brasil19501267892";"Lansoprazol 15 mg cápsula gastrorresistente";"Lansoprazol";"Antiulcerosos";\N;\N;"A02BC03 lansoprazol";"Oral";"lansoprazol 15.000 mg (Miligrama)";"Cápsula gastrorresistente"
"70063";"@brasil14855334445";"Lansoprazol 30 mg cápsula";"Lansoprazol";\N;\N;"317309001";"A02BC03 lansoprazol";"Via de administração não aplicável";\N;"Não aplicável"
"521101";"@brasil15114774735";"Lansoprazol 30 mg cápsula gastrorresistente";"Lansoprazol";"Antiulcerosos";\N;\N;"A02BC03 lansoprazol";"Oral";"lansoprazol 30.000 mg (Miligrama)";"Cápsula gastrorresistente"
"370707";"@brasil16533603626";"Lansoprazol 30 mg cápsula gastrorresistente e Claritromicina 500 mg comprimido e Amoxicilina 500 mg cápsula";"Não existe ainda nenhuma associação de VTM para este VMP";"Antiácidos e antiulcerosos associados";\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"533730";"@brasil17177216527";"Lansoprazol 30 mg cápsula gastrorresistente e Levofloxacino 500 mg comprimido e Amoxicilina 500 mg cápsula";"Não existe ainda nenhuma associação de VTM para este VMP";"Antiácido e antiulcerosos";\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"316716";"@brasil12596824952";"Lapatinibe 250 mg comprimido";"Lapatinibe";"Antineoplásico";\N;"426269005";"L01XE07 lapatinibe";"Oral";"ditosilato de lapatinibe 250.000 mg (Miligrama)";"Comprimido"
"423300";"@brasil10916084786";"Laronidase 2,9 mg/5 mL solução para injeção; frasco-ampola";"Laronidase";\N;\N;"409267004";"A16AB05 laronidase";"Intravenosa";"laronidase 0.000 mg (Miligrama)";"Solução para injeção"
"341970";"@brasil15077944131";"Latanaprosta 50 microgramas/mL + Timolol 5 mg/mL solução oftálmica";"Latanoprosta + Timolol";"Antiglaucomatosos";\N;"408614000";"S01ED51 timolol, associações contendo";"Oftálmica";"latanoprosta 50.000 micrograma,maleato de timolol 5.000 mg (Miligrama)";"Solução oftálmica"
"342005";"@brasil11607194580";"Latanoprosta 50 microgramas/mL solução oftálmica";"Latanoprosta";"Prostaglandinas";\N;"330729005";"S01EE01 latanoprosta";"Oftálmica";"latanoprosta 50.000 micrograma";"Solução oftálmica"
"263903";"@brasil12461535736";"Leflunomida 100 mg comprimido";"Leflunomida";"Antinflamatórios antireumáticos";\N;"330059005";"L04AA13 leflunomida";"Oral";"leflunomida 100.000 mg (Miligrama)";"Comprimido"
"263937";"@brasil18652505582";"Leflunomida 20 mg comprimido";"Leflunomida";"Antinflamatórios antireumáticos";"Especializado";"330058002";"L04AA13 leflunomida";"Oral";"leflunomida 20.000 mg (Miligrama)";"Comprimido"
"256668";"@brasil12257904793";"Lenalidomida 10 mg comprimido";"Lenalidomida";\N;\N;\N;"L04AX04 lenalidomida";"Via de administração não aplicável";\N;"Não aplicável"
"256662";"@brasil11772412034";"Lenalidomida 25 mg comprimido";"Lenalidomida";\N;\N;\N;"L04AX04 lenalidomida";"Via de administração não aplicável";\N;"Não aplicável"
"256674";"@brasil15972288171";"Lenalidomida 5 mg cápsula";"Lenalidomida";\N;\N;"422330004";"L04AX04 lenalidomida";"Via de administração não aplicável";\N;"Não aplicável"
"677974";"@brasil15983247444";"Lenvatinibe 10 mg cápsula";"Lenvatinibe";\N;\N;\N;\N;"Oral";"mesilato de lenvatinibe 10.000 mg (Miligrama)";"Cápsula"
"521144";"@brasil15632528396";"Lenvatinibe 4 mg cápsula";"Lenvatinibe";\N;\N;\N;\N;"Oral";"mesilato de lenvatinibe 4.000 mg (Miligrama)";"Cápsula"
"263992";"@brasil15738997845";"Lercanidipino 10 mg comprimido";"Lercanidipino";"Anti-hipertensivos";\N;"319316005";"C08CA13 lercanidipino";"Oral";"cloridrato de lercanidipino 10.000 mg (Miligrama)";"Comprimido"
"264074";"@brasil15502192921";"Lercanidipino 20 mg comprimido";"Lercanidipino";"Anti-hipertensivos";\N;"10225911000001102";"C08CA13 lercanidipino";"Oral";"cloridrato de lercanidipino 20.000 mg (Miligrama)";"Comprimido"
"70087";"@brasil12473663176";"Letrozol 2,5 mg cápsula";"Letrozol";\N;\N;\N;"L02BG04 letrozol";"Via de administração não aplicável";\N;"Não aplicável"
"371172";"@brasil12012185864";"Letrozol 2,5 mg comprimido";"Letrozol";"Antineoplásico";\N;\N;"L02BG04 letrozol";"Oral";"letrozol 2.000 mg (Miligrama)";"Comprimido"
"487180";"@brasil16840188899";"Leuprorrelina 11,25 mg pó e diluente para suspensão para injeção; frasco-ampola";"Leuprorrelina";"Outros hormônios mediadores e produtos equivalentes";"Especializado";\N;"L02AE02 leuprorrelina";"Intramuscular";"acetato de leuprorrelina 11.000 mg (Miligrama)";"Pó e diluente para suspensão para injeção"
"423330";"@brasil16124707380";"Leuprorrelina 14 mg/2,8 mL solução para injeção; frasco-ampola";"Leuprorrelina";"Outros hormônios mediadores e produtos equivalentes";\N;\N;"L02AE02 leuprorrelina";"Subcutânea";"acetato de leuprorrelina 5.000 mg (Miligrama)";"Solução para injeção"
"65268";"@brasil11864202023";"Leuprorrelina 22,5 mg pó e diluente para suspensão para injeção; frasco-ampola";"Leuprorrelina";\N;\N;\N;"L02AE02 leuprorrelina";"Via de administração não aplicável";\N;"Não aplicável"
"487272";"@brasil15466050136";"Leuprorrelina 22,5 mg pó para suspensão para injeção; seringa preenchida";"Leuprorrelina";"Antineoplásico";\N;\N;"L02AE02 leuprorrelina";"Subcutânea";"acetato de leuprorrelina 22.000 mg (Miligrama)";"Pó para suspensão para injeção"
"487559";"@brasil12293255283";"Leuprorrelina 3,75 mg pó e diluente para suspensão para injeção; frasco-ampola";"Leuprorrelina";"Outros hormônios mediadores e produtos equivalentes";"Especializado";\N;"L02AE02 leuprorrelina";"Intramuscular";"acetato de leuprorrelina 3.000 mg (Miligrama)";"Pó e diluente para suspensão para injeção"
"487578";"@brasil14377401930";"Leuprorrelina 45 mg pó para suspensão para injeção; seringa preenchida";"Leuprorrelina";"Antineoplásico";\N;\N;"L02AE02 leuprorrelina";"Subcutânea";"acetato de leuprorrelina 45.000 mg (Miligrama)";"Pó para suspensão para injeção"
"487862";"@brasil11132709477";"Leuprorrelina 7,5 mg pó e diluente para suspensão para injeção; frasco-ampola";"Leuprorrelina";"Antineoplásico";\N;\N;"L02AE02 leuprorrelina";"Intramuscular";"acetato de leuprorrelina 7.000 mg (Miligrama)";"Pó e diluente para suspensão para injeção"
"487896";"@brasil19258581387";"Leuprorrelina 7,5 mg pó para suspensão para injeção; seringa preenchida";"Leuprorrelina";"Antineoplásico";\N;\N;"L02AE02 leuprorrelina";"Subcutânea";"acetato de leuprorrelina 7.000 mg (Miligrama)";"Pó para suspensão para injeção"
"371184";"@brasil12711226028";"Levamisol 150 mg comprimido";"levamisol";"Anti-helmínticos do trato gastrintestinal";\N;\N;"P02CE01 levamisol";"Oral";"cloridrato de levamisol 150.000 mg (Miligrama)";"Comprimido"
"371196";"@brasil13403624540";"Levamisol 80 mg comprimido";"levamisol";"Anti-helmínticos do trato gastrintestinal";\N;\N;\N;"Oral";"cloridrato de levamisol 80.000 mg (Miligrama)";"Comprimido"
"249124";"@brasil19588808321";"Levanlodipino 2,5 mg comprimido";"Levanlodipino";"Anti-hipertensivos simples";\N;\N;\N;"Oral";"besilato de levanlodipino 2.000 mg (Miligrama)";"Comprimido"
"249145";"@brasil12449793965";"Levanlodipino 5 mg comprimido";"Levanlodipino";"Anti-hipertensivos simples";\N;\N;\N;"Oral";"besilato de levanlodipino 5.000 mg (Miligrama)";"Comprimido"
"283250";"@brasil10212876805";"Levetiracetam 100 mg/mL solução oral";"Levetiracetam";"Anticovulsionates";\N;"409306008";"N03AX14 levetiracetam";"Oral";"levetiracetam 100.000 mg (Miligrama)";"Solução"
"316770";"@brasil10333729869";"Levetiracetam 250 mg comprimido";"Levetiracetam";"Anticovulsionates";\N;"323055006";"N03AX14 levetiracetam";"Oral";"levetiracetam 250.000 mg (Miligrama)";"Comprimido"
"70093";"@brasil12404697063";"Levetiracetam 500 mg comprimido";"Levetiracetam";\N;\N;"323054005";"N03AX14 levetiracetam";"Via de administração não aplicável";\N;"Não aplicável"
"371221";"@brasil14456242800";"Levetiracetam 750 mg comprimido";"Levetiracetam";"Anticovulsionates";\N;\N;"N03AX14 levetiracetam";"Oral";"levetiracetam 750.000 mg (Miligrama)";"Comprimido"
"342036";"@brasil11919893399";"Levobunolol 5 mg/mL solução oftálmica";"Levobunolol";"Antiglaucomatosos";\N;"330722001";"S01ED03 levobunolol";"Oftálmica";"cloridrato de levobunolol 5.000 mg (Miligrama)";"Solução oftálmica"
"65320";"@brasil12016962357";"Levobupivacaína 0,25% solução para injeção 20 mL; ampola";"Levobupivacaína";\N;\N;\N;"N01BB10 levobupivacaína";"Via de administração não aplicável";\N;"Não aplicável"
"65344";"@brasil14443280001";"Levobupivacaína 0,75% solução para injeção 20 mL; ampola";"Levobupivacaína";\N;\N;\N;"N01BB10 levobupivacaína";"Via de administração não aplicável";\N;"Não aplicável"
"614291";"@brasil19830434301";"Levobupivacaína 100 mg/20 mL (0,5%) + Epinefrina 100 microgramas/20 mL (1:200.000) solução para injeção; frasco-ampola";"Levobupivacaína + Epinefrina";"Anestésicos locais";\N;\N;\N;"Epidural,Infiltração,Perineural";"cloridrato de levobupivacaína 5.000 mg (Miligrama),hemitartarato de epinefrina 5.000 micrograma";"Solução para injeção"
"614321";"@brasil11189701557";"Levobupivacaína 100 mg/20 mL (0,5%) solução para injeção; frasco-ampola";"Levobupivacaína";"Anestésicos locais";\N;\N;"N01BB10 levobupivacaína";"Epidural,Infiltração,Perineural";"cloridrato de levobupivacaína 5.000 mg (Miligrama)";"Solução para injeção"
"614359";"@brasil14032401705";"Levobupivacaína 150 mg/20 mL (0,75%) + Epinefrina 100 microgramas/20 mL (1:200.000) solução para injeção; frasco-ampola";"Levobupivacaína + Epinefrina";"Anestésicos locais";\N;\N;\N;"Epidural,Infiltração,Perineural";"cloridrato de levobupivacaína 7.000 mg (Miligrama),hemitartarato de epinefrina 5.000 micrograma";"Solução para injeção"
"790772";"@brasil11585569707";"Levobupivacaína 150 mg/20 mL (0,75%) solução para injeção; frasco-ampola";"Levobupivacaína";"Anestésicos locais";\N;\N;"N01BB10 levobupivacaína";"Epidural,Infiltração,Perineural";"cloridrato de levobupivacaína 7.000 mg (Miligrama)";"Solução para injeção"
"614386";"@brasil16756484783";"Levobupivacaína 50 mg/20 mL (0,25%) + Epinefrina 100 microgramas/20 mL (1:200.000) solução para injeção; frasco-ampola";"Levobupivacaína + Epinefrina";"Anestésicos locais";\N;\N;\N;"Epidural,Infiltração,Perineural";"cloridrato de levobupivacaína 2.000 mg (Miligrama),hemitartarato de epinefrina 5.000 micrograma";"Solução para injeção"
"791167";"@brasil14817322681";"Levobupivacaína 50 mg/20 mL (0,25%) solução para injeção; frasco-ampola";"Levobupivacaína";"Anestésicos locais";\N;\N;"N01BB10 levobupivacaína";"Epidural,Infiltração,Perineural";"cloridrato de levobupivacaína 2.000 mg (Miligrama)";"Solução para injeção"
"604432";"@brasil11859893287";"Levobupivacaína Isobárica 20 mg/4 mL (0,5%) solução para injeção; ampola";"Levobupivacaína";"Anestésicos locais";\N;\N;"N01BB10 levobupivacaína";"Intratecal";"cloridrato de levobupivacaína 5.000 mg (Miligrama)";"Solução para injeção"
"316835";"@brasil12969445727";"Levocetirizina 5 mg comprimido";"Levocetirizina";"Antialérgicos";\N;"408616003";"R06AE09 levocetirizina";"Oral";"dicloridrato de levocetirizina 5.000 mg (Miligrama)";"Comprimido"
"283273";"@brasil10467115202";"Levocetirizina 5 mg/mL solução oral";"Levocetirizina";"Antialérgicos";\N;"429827001";"R06AE09 levocetirizina";"Oral";"dicloridrato de levocetirizina 5.000 mg (Miligrama)";"Solução oral"
"542266";"@brasil18022711655";"Levocloperastina 7,08 mg/mL suspensão oral";"Levocloperastina";"Antitussígenos";\N;\N;"R05DB21 cloperastina";"Oral";"fendizoato de levocloperastina 7.000 mg (Miligrama)";"Suspensão oral"
"327582";"@brasil14550052474";"Levodopa 100 + Carbidopa 25 mg + Entacapona 200 mg comprimido";"Levodopa + Carbidopa + Entacapona";"Antiparkinsonianos";\N;\N;"N04BA03 levodopa, inibidor da descarboxilase e inibidor comt";"Oral";"carbidopa 25.000 mg (Miligrama),entacapona 200.000 mg (Miligrama),levodopa 100.000 mg (Miligrama)";"Comprimido"
"70115";"@brasil15184460015";"Levodopa 100 mg + Benserazida 25 mg cápsula";"Levodopa + Benserazida";"Antiparkinsonianos";"Básico";\N;"N04BA02 levodopa e inibidor da descarboxilase";"Via de administração não aplicável";\N;"Não aplicável"
"413697";"@brasil14144618644";"Levodopa 100 mg + Benserazida 25 mg cápsula de liberação prolongada";"Levodopa + Benserazida";"Antiparkinsonianos";"Básico";\N;"N04BA02 levodopa e inibidor da descarboxilase";"Oral";"cloridrato de benserazida 25.000 mg (Miligrama),levodopa 100.000 mg (Miligrama)";"Cápsula de liberação prolongada"
"327650";"@brasil12399851652";"Levodopa 100 mg + Benserazida 25 mg comprimido";"Levodopa + Benserazida";"Antiparkinsonianos";"Básico";\N;"N04BA02 levodopa e inibidor da descarboxilase";"Oral";"cloridrato de benserazida 25.000 mg (Miligrama),levodopa 100.000 mg (Miligrama)";"Comprimido"
"401618";"@brasil14128072348";"Levodopa 100 mg + Benserazida 25 mg comprimido para suspensão";"Levodopa + Benserazida";"Antiparkinsonianos";"Básico";\N;"N04BA02 levodopa e inibidor da descarboxilase";"Oral";"cloridrato de benserazida 25.000 mg (Miligrama),levodopa 100.000 mg (Miligrama)";"Comprimido para suspensão"
"401651";"@brasil12926369115";"Levodopa 150 + Carbidopa 37,5 mg + Entacapona 200 mg comprimido";"Levodopa + Carbidopa + Entacapona";"Antiparkinsonianos";\N;\N;"N04BA03 levodopa, inibidor da descarboxilase e inibidor comt";"Oral";"carbidopa 37.000 mg (Miligrama),entacapona 200.000 mg (Miligrama),levodopa 150.000 mg (Miligrama)";"Comprimido"
"327684";"@brasil16641768901";"Levodopa 200 mg + Benserazida 50 mg comprimido";"Levodopa + Benserazida";"Antiparkinsonianos";"Básico";\N;"N04BA02 levodopa e inibidor da descarboxilase";"Oral";"cloridrato de benserazida 50.000 mg (Miligrama),levodopa 200.000 mg (Miligrama)";"Comprimido"
"390940";"@brasil12382489797";"Levodopa 200 mg + Benserazida 50 mg comprimido de liberação modificada";"Levodopa + Benserazida";"Antiparkinsonianos";\N;\N;"N04BA02 levodopa e inibidor da descarboxilase";"Oral";"cloridrato de benserazida 50.000 mg (Miligrama),levodopa 200.000 mg (Miligrama)";"Comprimido de liberação modificada"
"784172";"@brasil17787226779";"Levodopa 200 mg + Carbidopa 50 mg + Entacapona 200 mg comprimido";"Levodopa + Carbidopa + Entacapona";"Antiparkinsonianos";\N;\N;"N04BA03 levodopa, inibidor da descarboxilase e inibidor comt";"Oral";"carbidopa monoidratada 50.000 mg (Miligrama),entacapona 200.000 mg (Miligrama),levodopa 200.000 mg (Miligrama)";"Comprimido"
"329455";"@brasil17192632439";"Levodopa 200 mg + Carbidopa 50 mg comprimido";"Levodopa + Carbidopa";"Antiparkinsonianos";"Básico";\N;"N04BA02 levodopa e inibidor da descarboxilase";"Oral";"carbidopa 50.000 mg (Miligrama),levodopa 200.000 mg (Miligrama)";"Comprimido"
"329587";"@brasil18644007757";"Levodopa 250 mg + Carbidopa 25 mg comprimido";"Levodopa + Carbidopa";"Antiparkinsonianos";"Básico";"377270003";"N04BA02 levodopa e inibidor da descarboxilase";"Oral";\N;"Comprimido"
"334637";"@brasil10872235297";"Levodopa 50 + Carbidopa 12,5 mg + Entacapona 200 mg comprimido";"Levodopa + Carbidopa + Entacapona";"Antiparkinsonianos";\N;\N;"N04BA03 levodopa, inibidor da descarboxilase e inibidor comt";"Oral";"carbidopa 12.000 mg (Miligrama),entacapona 200.000 mg (Miligrama),levodopa 50.000 mg (Miligrama)";"Comprimido"
"283287";"@brasil17377810306";"Levodropropizina 30 mg/mL solução oral";"Levodropropizina";"Antitussígenos simples";\N;\N;"R05DB27 levodropropizina";"Oral";"levodropropizina 30.000 mg (Miligrama)";"Solução oral"
"282443";"@brasil18527604813";"Levodropropizina 6 mg/mL xarope";"Levodropropizina";"Antitussígenos simples";\N;\N;"R05DB27 levodropropizina";"Oral";"levodropropizina 6.000 mg (Miligrama)";"Xarope"
"371250";"@brasil12797773453";"Levofloxacino 250 mg comprimido";"Levofloxacino";"Antibióticos sistêmicos simples";"Estratégico";"324633007";"J01MA12 levofloxacino";"Oral";"levofloxacino 250.000 mg (Miligrama)";"Comprimido"
"371280";"@brasil19437004763";"Levofloxacino 500 mg comprimido";"Levofloxacino";"Antibióticos sistêmicos simples";"Estratégico";"324634001";"J01MA12 levofloxacino";"Oral";"levofloxacino hemi-hidratado 500.000 mg (Miligrama)";"Comprimido"
"565226";"@brasil12083885251";"Levofloxacino 500 mg/100 mL solução para injeção; bolsa";"Levofloxacino";"Antibióticos sistêmicos simples";\N;\N;"J01MA12 levofloxacino";"Intravenosa";"levofloxacino hemi-hidratado 5.000 mg (Miligrama)";"Solução para injeção"
"70136";"@brasil19829996598";"Levofloxacino 500 mg/100 mL solução para injeção; frasco";"Levofloxacino";\N;\N;\N;"J01MA12 levofloxacino";"Via de administração não aplicável";\N;"Não aplicável"
"70142";"@brasil17903148667";"Levofloxacino 500 mg/20 mL solução para injeção; frasco";"Levofloxacino";\N;\N;"371278003";"J01MA12 levofloxacino";"Via de administração não aplicável";\N;"Não aplicável"
"371308";"@brasil11824986599";"Levofloxacino 750 mg comprimido";"Levofloxacino";"Antibióticos sistêmicos simples";\N;\N;"J01MA12 levofloxacino";"Oral";"levofloxacino hemi-hidratado 750.000 mg (Miligrama)";"Comprimido"
"595733";"@brasil14325664483";"Levomentol 28,2 mg/g + Cânfora 52,6 mg/g + Eucalipto 13,3 mg/g pomada";"Levomentol + Cânfora + Eucalipto";"Unguentos percutâneos e inalantes";\N;\N;\N;"Dermatológica,Inalatória";"cânfora 52.000 mg (Miligrama),levomentol 28.000 mg (Miligrama),óleo de eucalipto 13.000 mg (Miligrama)";"Pomada"
"614431";"@brasil18742007693";"Levomentol 415,4 mg/g + Cânfora 415,4 mg/g inalante";"Levomentol + Cânfora";"Descongestionantes nasais tópicos";\N;\N;\N;"Inalatória";"cânfora 415.000 mg (Miligrama),levomentol 415.000 mg (Miligrama)";"Inalante"
"259220";"@brasil15957835003";"Levomepromazina 100 mg comprimido";"Levomepromazina";"Neurolépticos";\N;"27946311000001103";"N05AA02 levomepromazina";"Oral";"maleato de levomepromazina 100.000 mg (Miligrama)";"Comprimido"
"259189";"@brasil12601062740";"Levomepromazina 25 mg comprimido";"Levomepromazina";"Neurolépticos";\N;"321461008";"N05AA02 levomepromazina";"Oral";"maleato de levomepromazina 25.000 mg (Miligrama)";"Comprimido"
"148092";"@brasil17488708836";"Levomepromazina 25mg/5 mL solução para injeção; ampola";"Levomepromazina";\N;\N;\N;"N05AA02 levomepromazina";"Via de administração não aplicável";\N;"Não aplicável"
"391137";"@brasil14561933887";"Levonorgestrel 0,05 mg + Etinilestradiol 0,03 mg comprimido e Levonorgestrel 0,075 mg + Etinilestradiol 0,04 mg comprimido e Levonorgestrel 0,125 mg + Etinilestradiol 0,03 mg comprimido";"Levonorgestrel + Etinilestradiol";"Anticoncepcionais";\N;\N;"G03AA07 levonorgestrel e estrógeno";"Via de administração não aplicável";\N;"Não aplicável"
"576506";"@brasil19075716423";"Levonorgestrel 0,05 mg + Etinilestradiol 0,03 mg comprimido e Levonorgestrel 0,075 mg + Etinilestradiol 0,04 mg comprimido e Levonorgestrel 0,125 mg + Etinilestradiol 0,03 mg comprimido e Piridoxina 10 mg comprimido";"Não existe ainda nenhuma associação de VTM para este VMP";"Anticoncepcionais";\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"329697";"@brasil11445919573";"Levonorgestrel 0,1 mg + Etinilestradiol 0,02 mg comprimido";"Levonorgestrel + Etinilestradiol";"Anticoncepcionais";\N;"377405009";"G03AA07 levonorgestrel e estrógeno";"Oral";"etinilestradiol 0.000 mg (Miligrama),levonorgestrel 0.000 mg (Miligrama)";"Comprimido"
"330115";"@brasil16754349428";"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg comprimido";"Levonorgestrel + Etinilestradiol";"Anticoncepcionais";"Básico";"326324002";"G03AA07 levonorgestrel e estrógeno";"Oral";\N;"Comprimido"
"784407";"@brasil11804146087";"Levonorgestrel 0,15 mg + Etinilestradiol 0,03 mg comprimido e Etinilestradiol 0,01 mg comprimido";"Não existe ainda nenhuma associação de VTM para este VMP";"Anticoncepcionais";\N;\N;"G03AB03 levonorgestrel e estrógeno";"Via de administração não aplicável";\N;"Não aplicável"
"330134";"@brasil17371218693";"Levonorgestrel 0,25 mg + Etinilestradiol 0,05 mg comprimido";"Levonorgestrel + Etinilestradiol";"Anticoncepcionais";\N;"377411007";"G03AA07 levonorgestrel e estrógeno";"Oral";"etinilestradiol 0.000 mg (Miligrama),levonorgestrel 0.000 mg (Miligrama)";"Comprimido"
"533683";"@brasil15469012552";"Levonorgestrel 0,25 mg + Etinilestradiol 0,05 mg comprimido vaginal";"Levonorgestrel + Etinilestradiol";"Anticoncepcionais";\N;\N;"G03AA07 levonorgestrel e estrógeno";"Vaginal";"etinilestradiol 0.000 mg (Miligrama),levonorgestrel 0.000 mg (Miligrama)";"Comprimido vaginal "
"259102";"@brasil11930120560";"Levonorgestrel 0,75 mg comprimido";"Levonorgestrel";"Anticoncepcionais";"Básico";"326430003";"G03AD01 levonorgestrel";"Oral";"levonorgestrel 0.000 mg (Miligrama)";"Comprimido"
"259129";"@brasil11183928772";"Levonorgestrel 1,5 mg comprimido";"Levonorgestrel";"Anticoncepcionais";"Básico";"414606006";"G03AD01 levonorgestrel";"Oral";"levonorgestrel 1.000 mg (Miligrama)";"Comprimido"
"259063";"@brasil17897249335";"Levonorgestrel 30 micrograma comprimido";"Levonorgestrel";\N;\N;"326425002";"G03AD01 levonorgestrel";"Via de administração não aplicável";"cloridrato de hidralazina 50.000 mg (Miligrama)";"Não aplicável"
"595771";"@brasil17827602155";"Levonorgestrel 52 mg (20 microgramas/24 horas) dispositivo intrauterino";"Levonorgestrel";"Progestagenos simples";\N;\N;\N;"Intrauterina";"levonorgestrel 20.000 micrograma";"Dispositivo intra-uterino"
"423360";"@brasil10724118938";"Levosimendana 12,5 mg/5 mL solução para injeção; frasco-ampola";"Levosimendana";"Outros medicamentos de ação no aparelho cardiovascular";\N;\N;"C01CX08 levosimendana";"Intravenosa";"levosimendana 2.000 mg (Miligrama)";"Solução para injeção"
"258478";"@brasil16916134306";"Levotiroxina Sódica 100 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";"Básico";"374296008";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 100.000 micrograma";"Comprimido"
"258508";"@brasil18661437571";"Levotiroxina Sódica 112 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"374302001";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 112.000 micrograma";"Comprimido"
"364654";"@brasil10375288081";"Levotiroxina Sódica 12,5 microgramas comprimido";"Levotiroxina Sódica";"Iodoterapia";\N;\N;"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 12.000 micrograma";"Comprimido"
"258529";"@brasil12626687578";"Levotiroxina Sódica 125 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"376985007";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 125.000 micrograma";"Comprimido"
"258550";"@brasil16276207849";"Levotiroxina Sódica 137 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"374303006";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 137.000 micrograma";"Comprimido"
"258564";"@brasil13743921157";"Levotiroxina Sódica 150 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"374297004";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 150.000 micrograma";"Comprimido"
"258657";"@brasil18546713810";"Levotiroxina Sódica 175 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"374298009";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 175.000 micrograma";"Comprimido"
"258671";"@brasil16396516090";"Levotiroxina Sódica 200 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"374299001";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 200.000 micrograma";"Comprimido"
"258365";"@brasil11326870378";"Levotiroxina Sódica 25 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";"Básico";"374294006";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 25.000 micrograma";"Comprimido"
"364694";"@brasil19051765303";"Levotiroxina Sódica 300 microgramas comprimido";"Levotiroxina Sódica";"Iodoterapia";\N;\N;\N;"Oral";"levotiroxina sódica 300.000 micrograma";"Comprimido"
