Co Seq ID,Nu Cd,No Descr,No Descr Pt Br,Co Parent,St Hierarchy Level,Au Audit Create Datetime,Au Audit Change Datetime,Au Audit Create Username,Au Audit Change Username,Nu Version,St Registro Ativo,St Change Approve
4206,L02AA02,fosfato de poliestradiol,fosfato de poliestradiol,4204,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4207,L02AA03,etinilestradiol,etinilestradiol,4204,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4208,L02AA04,difosfato de dietilestilbestrol,difosfato de dietilestilbestrol,4204,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4209,L02AB,progestágenos,progestágenos,4203,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4210,L02AB01,megestrol,megestrol,4209,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4211,L02AB02,medroxiprogesterona,medroxiprogesterona,4209,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4212,L02AB03,gestonorona,gestonorona,4209,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4213,L02AE,análogos do hormônio liberador da gonadotrofina,análogos do hormônio liberador da gonadotrofina,4203,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4214,L02AE01,busserrelina,busserrelina,4213,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4215,L02AE02,leuprorrelina,leuprorrelina,4213,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4216,L02AE03,gosserrelina,gosserrelina,4213,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4217,L02AE04,triptorrelina,triptorrelina,4213,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4218,L02AX,outros hormônios,outros hormônios,4203,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4219,L02B,antagonistas hormonais e agentes relacionados,antagonistas hormonais e agentes relacionados,4202,3,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4220,L02BA,antiestrógenos,antiestrógenos,4219,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4221,L02BA01,tamoxifeno,tamoxifeno,4220,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4222,L02BA02,toremifeno,toremifeno,4220,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4223,L02BA03,fulvestranto,fulvestranto,4220,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4224,L02BB,antiandrógenos,antiandrógenos,4219,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4225,L02BB01,flutamida,flutamida,4224,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4226,L02BB02,nilutamida,nilutamida,4224,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4227,L02BB03,bicalutamida,bicalutamida,4224,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4228,L02BG,inibidores enzimáticos,inibidores enzimáticos,4219,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4229,L02BG01,aminoglutetimida,aminoglutetimida,4228,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4230,L02BG02,formestano,formestano,4228,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4231,L02BG03,anastrozol,anastrozol,4228,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4232,L02BG04,letrozol,letrozol,4228,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4233,L02BG05,vorozol,vorozol,4228,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4234,L02BG06,exemestano,exemestano,4228,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4235,L02BX,outros antagonistas hormonais e agentes relacionados,outros antagonistas hormonais e agentes relacionados,4219,4,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4236,L02BX01,abarelix,abarelix,4235,5,2017-01-23T11:33:34Z,2017-01-23T11:33:34Z,anonymous,anonymous,0,ACTIVE,APPROVED
4237,L02BX02,degarelix,degarelix,4235,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4238,L02BX03,abiraterona,abiraterona,4235,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4239,L03,imunoestimulantes,imunoestimulantes,4039,2,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4240,L03A,imunoestimulantes,imunoestimulantes,4239,3,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4241,L03AA,fatores estimulantes de colônicas,fatores estimulantes de colônicas,4240,4,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4242,L03AA02,filgrastim,filgrastim,4241,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4243,L03AA03,molgramostim,molgramostim,4241,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4244,L03AA09,sargramostim,sargramostim,4241,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4245,L03AA10,lenograstim,lenograstim,4241,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4246,L03AA12,ancestim,ancestim,4241,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4247,L03AA13,pegfilgrastim,pegfilgrastim,4241,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4248,L03AB,interferonas,interferonas,4240,4,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4249,L03AB01,alfainterferona natural,alfainterferona natural,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4250,L03AB02,betainterferona natural,betainterferona natural,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4251,L03AB03,gamainterferona,gamainterferona,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4252,L03AB04,alfainterferona 2a,alfainterferona 2a,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4253,L03AB05,alfainterferona 2b,alfainterferona 2b,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4254,L03AB06,alfainterferona n1,alfainterferona n1,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4255,L03AB07,betainterferona 1a,betainterferona 1a,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4256,L03AB08,betainterferona 1b,betainterferona 1b,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4257,L03AB09,interferona 1 alfacona,interferona 1 alfacona,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4258,L03AB10,alfapeginterferona 2b,alfapeginterferona 2b,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4259,L03AB11,alfapeginterferona 2a,alfapeginterferona 2a,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4260,L03AB12,alfa-albinterferona 2b,alfa-albinterferona 2b,4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4261,L03AB60,"alfapeginterferona 2b, associações com","alfapeginterferona 2b, associações com",4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4262,L03AB61,"alfapeginterferona 2a, associações com","alfapeginterferona 2a, associações com",4248,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4263,L03AC,interleucinas,interleucinas,4240,4,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4264,L03AC01,aldesleucina,aldesleucina,4263,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4265,L03AC02,oprelvecina,oprelvecina,4263,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4266,L03AX,outros imunoestimulantes,outros imunoestimulantes,4240,4,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4267,L03AX01,lentinana,lentinana,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4268,L03AX02,roquinimex,roquinimex,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4269,L03AX03,vacina BCG,vacina BCG,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4270,L03AX04,pegademase,pegademase,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4271,L03AX05,pidotimode,pidotimode,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4272,L03AX07,poli I:C,poli I:C,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4273,L03AX08,poli ICLC,poli ICLC,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4274,L03AX09,timopentina,timopentina,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4275,L03AX10,imunocianina,imunocianina,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4276,L03AX11,tasonermina,tasonermina,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4277,L03AX12,vacina melanoma,vacina melanoma,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4278,L03AX13,acetato de glatirâmer,acetato de glatirâmer,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4279,L03AX14,dicloridrato de histamina,dicloridrato de histamina,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4280,L03AX15,mifamurtide,mifamurtide,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4281,L03AX16,plerixafor,plerixafor,4266,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4282,L04,imunossupressores,imunossupressores,4039,2,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4283,L04A,imunossupressores,imunossupressores,4282,3,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4284,L04AA,imunossupressores seletivos,imunossupressores seletivos,4283,4,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4285,L04AA02,muromonabe cd3,muromonabe cd3,4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4286,L04AA03,imunoglobulina antilinfocitária (cavalo),imunoglobulina antilinfocitária (cavalo),4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4287,L04AA04,imunoglobulina antitimócito (coelho),imunoglobulina antitimócito (coelho),4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4288,L04AA06,ácido micofenólico,ácido micofenólico,4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4289,L04AA10,sirolimo,sirolimo,4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4290,L04AA13,leflunomida,leflunomida,4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4291,L04AA15,alefacepte,alefacepte,4284,5,2017-01-23T11:33:35Z,2017-01-23T11:33:35Z,anonymous,anonymous,0,ACTIVE,APPROVED
4292,L04AA18,everolimo,everolimo,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4293,L04AA19,gusperimo,gusperimo,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4294,L04AA21,efalizumabe,efalizumabe,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4295,L04AA22,abétimo,abétimo,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4296,L04AA23,natalizumabe,natalizumabe,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4297,L04AA24,abatacepte,abatacepte,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4298,L04AA25,eculizumabe,eculizumabe,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4299,L04AA26,belimumab,belimumab,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4300,L04AA27,fingolimode,fingolimode,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4301,L04AA28,belatacepte,belatacepte,4284,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4302,L04AB,inibidores do fator de necrose tumoral alfa,inibidores do fator de necrose tumoral alfa,4283,4,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4303,L04AB01,etanercepte,etanercepte,4302,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4304,L04AB02,infliximabe,infliximabe,4302,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4305,L04AB03,afelimomabe,afelimomabe,4302,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4306,L04AB04,adalimumabe,adalimumabe,4302,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4307,L04AB05,certolizumabe pegol,certolizumabe pegol,4302,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4308,L04AB06,golimumabe,golimumabe,4302,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4309,L04AC,inibidores das interleucinas,inibidores das interleucinas,4283,4,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4310,L04AC01,daclizumabe,daclizumabe,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4311,L04AC02,basiliximabe,basiliximabe,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4312,L04AC03,anacinra,anacinra,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4313,L04AC04,rinolacepte,rinolacepte,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4314,L04AC05,ustekinumabe,ustekinumabe,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4315,L04AC06,mepolizumabe,mepolizumabe,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4316,L04AC07,tocilizumabe,tocilizumabe,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4317,L04AC08,canaquinumabe,canaquinumabe,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4318,L04AC09,briakinumab,briakinumab,4309,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4319,L04AD,inibidores da calcineurina,inibidores da calcineurina,4283,4,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4320,L04AD01,ciclosporina,ciclosporina,4319,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4321,L04AD02,tacrolimo,tacrolimo,4319,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4322,L04AD03,voclosporin,voclosporin,4319,5,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4323,L04AX,outros agentes imunossupressores,outros agentes imunossupressores,4283,4,2017-01-23T11:33:36Z,2017-01-23T11:33:36Z,anonymous,anonymous,0,ACTIVE,APPROVED
4324,L04AX01,azatioprina,azatioprina,4323,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4325,L04AX02,talidomida,talidomida,4323,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4326,L04AX03,metotrexato,metotrexato,4323,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4327,L04AX04,lenalidomida,lenalidomida,4323,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4328,M,sistema músculo-esquelético,sistema músculo-esquelético,,1,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4329,M01,antiinflamatórios e antireumáticos,antiinflamatórios e antireumáticos,4328,2,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4330,M01A,"antiinflamatórios e antireumáticos, não esteroidais","antiinflamatórios e antireumáticos, não esteroidais",4329,3,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4331,M01AA,butilpirazolidinas,butilpirazolidinas,4330,4,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4332,M01AA01,fenilbutazona,fenilbutazona,4331,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4333,M01AA02,mofebutazona,mofebutazona,4331,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4334,M01AA03,oxifembutazona,oxifembutazona,4331,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4335,M01AA05,clofezona,clofezona,4331,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4336,M01AA06,cebuzona,cebuzona,4331,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4337,M01AB,derivados do ácido acético e substâncias relacionadas,derivados do ácido acético e substâncias relacionadas,4330,4,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4338,M01AB01,indometacina,indometacina,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4339,M01AB02,sulindaco,sulindaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4340,M01AB03,tolmetina,tolmetina,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4341,M01AB04,zomepiraco,zomepiraco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4342,M01AB05,diclofenaco,diclofenaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4343,M01AB06,alclofenaco,alclofenaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4344,M01AB07,bumadizona,bumadizona,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4345,M01AB08,etodolaco,etodolaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4346,M01AB09,lonazolaco,lonazolaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4347,M01AB10,fentiazaco,fentiazaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4348,M01AB11,acemetacina,acemetacina,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4349,M01AB12,difempiramida,difempiramida,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4350,M01AB13,oxametacina,oxametacina,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4351,M01AB14,proglumetacina,proglumetacina,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4352,M01AB15,cetorolaco,cetorolaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4353,M01AB16,aceclofenaco,aceclofenaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4354,M01AB17,bufexamaco,bufexamaco,4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4355,M01AB51,"indometacina, associações contendo","indometacina, associações contendo",4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4356,M01AB55,"diclofenaco, associações contendo","diclofenaco, associações contendo",4337,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4357,M01AC,oxicans,oxicans,4330,4,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4358,M01AC01,piroxicam,piroxicam,4357,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4359,M01AC02,tenoxicam,tenoxicam,4357,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4360,M01AC04,droxicam,droxicam,4357,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4361,M01AC05,lornoxicam,lornoxicam,4357,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4362,M01AC06,meloxicam,meloxicam,4357,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4363,M01AE,derivados do ácido propiônico,derivados do ácido propiônico,4330,4,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4364,M01AE01,ibuprofeno,ibuprofeno,4363,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4365,M01AE02,naproxeno,naproxeno,4363,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4366,M01AE03,cetoprofeno,cetoprofeno,4363,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4367,M01AE04,fenoprofeno,fenoprofeno,4363,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
4368,M01AE05,fembufeno,fembufeno,4363,5,2017-01-23T11:33:37Z,2017-01-23T11:33:37Z,anonymous,anonymous,0,ACTIVE,APPROVED
