"co_seq_id";"nu_vpid";"dt_vpiddt";"co_vpidprev";"st_invalid";"co_vtmid";"st_combprodcd";"no_nm";"nu_snomed";"co_basiscd";"dt_nmdt";"no_nmprev";"co_basis_prevcd";"co_nmchangecd";"no_abbrevnm";"st_sug_f";"st_glu_f";"st_pres_f";"st_cfc_free";"co_pres_statcd";"co_non_availcd";"dt_non_availdt";"co_df_indcd";"qt_udfs";"co_udfs_uomcd";"co_unit_dose_uomcd";"st_ftn";"st_horus";"ds_notification";"co_targetcd";"co_atcclscd";"co_anvsclscd";"au_audit_create_datetime";"au_audit_change_datetime";"au_audit_create_username";"au_audit_change_username";"nu_version";"st_registro_ativo";"st_change_approve"
"794956";@brasil0098374992;;;;"11474";;Esomeprazol 20 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794957";@brasil9607430657;;;;"11474";;Esomeprazol 40 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794958";@brasil1128350462;;;;"11476";;Espironolactona 1 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794959";@brasil1513788758;;;;"11476";;Espironolactona 5 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794960";@brasil1144635477;;;;"11476";;Espironolactona 10 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794961";@brasil2579477389;;;;"11481";;Estradiol 2 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794962";@brasil7925846939;;;;"790595";;Eszopiclona 2 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794963";@brasil6462524291;;;;"790595";;Eszopiclona 3 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794964";@brasil0004472833;;;;"42891";;Etanercepte 25 mg/0.5 mL solução para injeção;seringa preenchida;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794965";@brasil5223216549;;;;"42891";;Etanercepte 50 mg/1 mL solução para injeção;seringa preenchida;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794966";@brasil1608492383;;;;"42722";;Aloe Vera (L.) Burman F. 30 % gel;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794967";@brasil5439049622;;;;"790628";;Cannabis Sativa 34.36 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794968";@brasil2664288621;;;;"790628";;Cannabis Sativa 47.5 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794969";@brasil2496609949;;;;"790596";;Ezetimiba 10 mg + Rosuvastatina 10 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794970";@brasil9108413755;;;;"790596";;Ezetimiba 10 mg + Rosuvastatina 20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794971";@brasil5997180812;;;;"790596";;Ezetimiba 10 mg + Rosuvastatina 40 mg comprimido revestido;"0";"21";;;;;;;;;;;;;;;;;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794972";@brasil3283061339;;;;"11544";;Glicinato Férrico 300 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794973";@brasil6594640645;;;;"11544";;Glicinato Férrico 60 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794974";@brasil4719500318;;;;"11515";;Fludrocortisona 0.1 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794975";@brasil9939526436;;;;"11519";;Fluoxetina 20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794976";@brasil9118584146;;;;"790597";;Fluticasona 100 micrograma/1 dose + Umeclidínio 62.5 micrograma/1 dose + Vilanterol 25 micrograma/1 dose pó para inalação;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794977";@brasil8551093322;;;;"790629";;Garcinia Cambogia Desr. 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794978";@brasil1003180287;;;;"11540";;Ginkgo Biloba 40 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794979";@brasil1338156555;;;;"42925";;Acetato de Glatirâmer 40 mg/1 mL solução para injeção;seringa preenchida;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794980";@brasil2284566554;;;;"790630";;Glecaprevir 100 mg + Pibrentasvir 40 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794981";@brasil6705627865;;;;"42929";;Glicosamina 1 g cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794982";@brasil8864738283;;;;"42929";;Glicosamina 750 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794983";@brasil4639603117;;;;"42931";;Glicose 10 % solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11188";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794984";@brasil7983612463;;;;"11549";;Glycine Max (L.) Merr. 100 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794985";@brasil0481203780;;;;"11549";;Glycine Max (L.) Merr. 150 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794986";@brasil7489644988;;;;"11549";;Glycine Max (L.) Merr. 40 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794987";@brasil6739689171;;;;"11549";;Glycine Max (L.) Merr. 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794988";@brasil3734632457;;;;"11549";;Glycine Max (L.) Merr. 75 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794989";@brasil9644483701;;;;"790631";;Guselcumabe 100 mg/1 mL solução para injeção;seringa preenchida;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794990";@brasil0092687859;;;;"11553";;Harpagophytum Procumbens Dc. Ex Meissn. 300 mg comprimido de liberação retardada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794991";@brasil3507556295;;;;"11553";;Harpagophytum Procumbens Dc. Ex Meissn. 400 mg  comprimido de liberação retardada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"794992";@brasil5970525830;;;;"11553";;Harpagophytum Procumbens Dc. Ex Meissn. 450 mg comprimido de liberação retardada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794993";@brasil7192059405;;;;"11553";;Harpagophytum Procumbens Dc. Ex Meissn. 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794994";@brasil3916443442;;;;"43172";;Hedera Helix 15 mg/1 mL xarope;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794995";@brasil5366573365;;;;"42941";;Hidralazina 25 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794996";@brasil9074079429;;;;"42941";;Hidralazina 50 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794997";@brasil0731053929;;;;"11555";;Acetato de Hidrocortisona 1 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794998";@brasil0300415702;;;;"288871";;Hidróxido Ferroso 50 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794999";@brasil5108312285;;;;"42949";;Hidroxocobalamina 5000 mg pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795000";@brasil2323729395;;;;"11562";;Hypericum Perforatum 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795001";@brasil4809987775;;;;"790633";;Idarucizumabe 2.5 g/50 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795002";@brasil3874139368;;;;"11786";;Ritonavir 100 mg pó para suspensão oral;"0";"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795003";@brasil8919617505;;;;"11787";;Rivaroxabana 2.5 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795004";@brasil6633238354;;;;"790634";;Romosozumabe 105.3 mg/1.17 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795005";@brasil0115060363;;;;"43105";;Ropivacaína 1.5 g/20 mL solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795006";@brasil8865705209;;;;"790635";;Rufinamida 200 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795007";@brasil6676619098;;;;"790635";;Rufinamida 400 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795008";@brasil1913650713;;;;"288989";;Ruxolitinibe 10 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795009";@brasil0562997531;;;;"43099";;Retinol 50.000 UI cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795010";@brasil5204178758;;;;"43099";;Retinol 50.000 UI drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795011";@brasil1068120955;;;;"11776";;Rhamnus Purshiana 400 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795012";@brasil8776670124;;;;"11776";;Rhamnus Purshiana 10 mg/1 mL tintura;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795013";@brasil5937055285;;;;"11776";;Rhamnus Purshiana 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795014";@brasil9647585028;;;;"11776";;Rhamnus Purshiana 380 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795015";@brasil2751430307;;;;"11776";;Rhamnus Purshiana 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795016";@brasil0249345558;;;;"11776";;Rhamnus Purshiana 75 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795017";@brasil5594705875;;;;"790636";;Succinato de Ribociclibe 200 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795018";@brasil8183888234;;;;"11778";;Riboflavina 200 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795019";@brasil5729628569;;;;"790637";;Rifampicina 75 mg + Isoniazida 50 mg + Pirazinamida 150 mg comprimido orodispersível;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795020";@brasil6606362796;;;;"790638";;Rifapentina 150 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795021";@brasil4765064139;;;;"790639";;Rifaximina 550 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795022";@brasil5931661530;;;;"790640";;Risanquizumabe 75 mg/0.83 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795023";@brasil5823740638;;;;"790641";;Risdiplam 0.75 mg/1 mL pó para solução oral;"0";"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795024";@brasil5082209069;;;;"11741";;Piridoxina 100 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795025";@brasil0830162780;;;;"790642";;Embonato de Pirvínio 10 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795026";@brasil5774606191;;;;"42994";;Macrogol 400 mg granulado;;"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;APPROVED
"795027";@brasil8960338463;;;;"790643";;Ponatinibe 15 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795028";@brasil2668569282;;;;"288880";;Imunoglobulina Humana 1 g/10 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795029";@brasil2452753136;;;;"11571";;Indometacina 1 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795030";@brasil6244082280;;;;"790644";;Insulina Degludeca 100 UI/1 mL + Liraglutida 3.6 mg/1 mL solução para injeção;dispositivo para injeção;"0";"21";;;;;;;;;;;;;"48";"1,000";"11203";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1701283405";"65";"65";;ACTIVE
"795031";@brasil7726831793;;;;"790645";;Insulina Glargina 100 UI/1 mL + Lixisenatida 33 micrograma/1 mL solução para injeção;"0";"21";;;;;;;;;;;;;"48";"1,000";"11203";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795032";@brasil7504441228;;;;"288887";;Iodopovidona 2.5 %/5 mL solução oftálmica;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795033";@brasil4073351407;;;;"790646";;Isoconazol 10 mg/1 g + Diflucortolona 1 mg/1 g creme;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795034";@brasil7199404954;;;;"11575";;Isoniazida 150 mg + Rifamicina 300 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795035";@brasil0913769552;;;;"11575";;Isoniazida 50 mg + Rifampicina 75 mg comprimido orodispersível;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795036";@brasil9294361736;;;;"11574";;Isoniazida 20 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795037";@brasil7301689893;;;;"11574";;Isoniazida 300 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795038";@brasil0807823082;;;;"11578";;Itraconazol 25 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795039";@brasil3243259482;;;;"790647";;Ivacaftor 150 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795040";@brasil4921908489;;;;"11580";;Ivermectina 6 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795041";@brasil1816532159;;;;"790648";;Ixazomibe 2.3 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795042";@brasil6794159940;;;;"790648";;Ixazomibe 3 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795043";@brasil1204519866;;;;"790648";;Ixazomibe 4 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795044";@brasil8608316424;;;;"11735";;Piper Methysticum 200 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795045";@brasil5925852649;;;;"11735";;Piper Methysticum 234 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795046";@brasil9921305244;;;;"790649";;Ledipasvir 90 mg + Sofosbuvir 400 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795047";@brasil2626644568;;;;"11589";;Lenalidomida 15 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795048";@brasil1204917736;;;;"11589";;Lenalidomida 20 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795049";@brasil8221946121;;;;"11593";;Levetiracetam 1000 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795050";@brasil6971917412;;;;"790650";;Lubiprostona 8 micrograma cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795051";@brasil0726068063;;;;"790651";;Lurasidona 20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795052";@brasil3946411100;;;;"790651";;Lurasidona 40 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795053";@brasil3714447400;;;;"790651";;Lurasidona 80 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795054";@brasil2005637161;;;;"42994";;Macrogol 8.5 mg pó para solução oral;"0";"21";;;;;;;;;;;;;"47";"1,000";"11211";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795055";@brasil4165122730;;;;"790652";;Cloreto de Magnésio 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795056";@brasil5326688619;;;;"43124";;Sulfato de Magnésio 20 % solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795057";@brasil4147558283;;;;"11618";;Maytenus Ilicifolia Mart. Ex Reissek 12 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795058";@brasil3952947278;;;;"11618";;Maytenus Ilicifolia Mart. Ex Reissek 350 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795059";@brasil2809971667;;;;"11618";;Maytenus Ilicifolia Mart. Ex Reissek 380 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795060";@brasil8624529499;;;;"11618";;Maytenus Ilicifolia Mart. Ex Reissek 400 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
