CATMAT;Name;RENAME;COMPONENTE
BR0345240U0017;HIDROCORTISONA, ACETATO 10 MG/G CREME  15 G;TRUE;BASICO
BR0345240U0018;HIDROCORTISONA, ACETATO 10 MG/G CREME  20 G;TRUE;BASICO
BR0345240U0023;HIDROCORTISONA, ACETATO 10MG/G CREME  30 G;TRUE;BASICO
BR0420857U0062;HIDROCORTISONA, ACETATO 1MG/ML SOL ORAL (FR) 100ML;FALSE;OUTRO
BR0270220U0118;HIDROCORTISONA, SUCCINATO SÓDICO 100MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;BASICO
BR0342134U0118;HIDROCORTISONA, SUCCINATO SÓDICO 500MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;BASICO
BR0396561;HIDROMORFONA 16 MG COMPRIMIDO DE LIBERAÇÃO CONTROLADA;FALSE;OUTRO
BR0391324;HIDROQUINONA +  FLUOCINOLONA + TRETINOÍNA 4 + 0,01 + 0,05 % CREME  15 G;FALSE;OUTRO
BR0391324U0023;HIDROQUINONA + FLUOCINOLONA + TRETINOÍNA 4 + 0,01 + 0,05 % CREME  30 G;FALSE;OUTRO
BR0385450;HIDROQUINONA 40 MG/G GEL 30 G;FALSE;OUTRO
BR0443476U0041;HIDROSMINA 200MG CÁPSULA ;FALSE;OUTRO
BR0386041;HIDROXICLOROQUINA 200 MG COMPRIMIDO;FALSE;OUTRO
BR0386041U0042;HIDROXICLOROQUINA 200 MG COMPRIMIDO GRUPO 1.A;TRUE;ESPECIALIZADO
BR0268119U0042;HIDROXICLOROQUINA 400 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268119;HIDROXICLOROQUINA 400 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0393846;HIDROXIETILAMIDO + CLORETO DE SÓDIO (130/0,4) 6  SOLUÇÃO INJETÁVEL 500 ML SISTEMA FECHADO;FALSE;OUTRO
BR0393845;HIDROXIETILAMIDO + CLORETO DE SÓDIO (200/0,5) 10 % SOLUÇÃO INJETÁVEL 500 ML SISTEMA FECHADO;FALSE;OUTRO
BR0278265;HIDROXIQUINOLINA, BORATO + TROLAMINA 0,04 + 140 MG/ML SOLUÇÃO OTOLÓGICA 8 ML;FALSE;OUTRO
BR0268110U0041;HIDROXIURÉIA 500 MG CAP GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0268110;HIDROXIURÉIA 500 MG CÁPSULA  ELENCO ESTADUAL ;TRUE;BASICO
BR0273311;HIDROXIZINA, CLORIDRATO 10 MG COMPRIMIDO;FALSE;OUTRO
BR0394263-2;HIDROXIZINA, CLORIDRATO 2 MG/ML SOLUÇÃO ORAL 120 ML;FALSE;OUTRO
BR0394263-1;HIDROXIZINA, CLORIDRATO 2 MG/ML XAROPE  100 ML;FALSE;OUTRO
BR0273310;HIDROXIZINA, CLORIDRATO 25 MG COMPRIMIDO;FALSE;OUTRO
BR0271653-1;HIDROXOCOBALAMINA, ACETATO 1 MG/ML SOLUÇÃO INJETÁVEL 1 ML;FALSE;OUTRO
BR0271653-2;HIDROXOCOBALAMINA, ACETATO 1 MG/ML SOLUÇÃO INJETÁVEL 2 ML;FALSE;ESTRATEGICO
BR0271652;HIDROXOCOBALAMINA, CLORIDRATO 15.000 MCG SOLUÇÃO INJETÁVEL 2 ML;FALSE;OUTRO
BR0427442U0045;HIDROXOCOBALAMINA, CLORIDRATO 5G PÓ LIOF INJ (FR-AMP);TRUE;ESTRATEGICO
BR0431311U0193;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA 37 MG + 40 MG + 5 MG/ML SUSPENSÃO ORAL  150 ML;FALSE;OUTRO
BR0431311;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA 37 MG/ML + 40 MG/ML + 5 MG/ML SUSPENSÃO ORAL  240  ML;FALSE;BASICO
BR0271064;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA 40 + 30 + 5 MG/ML SUSPENSÃO ORAL  200 ML;FALSE;OUTRO
BR0271064-1;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA 40+30+5 MG/ML SOLUÇÃO 240 ML;FALSE;OUTRO
BR0273642;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO 200 + 200 MG COMPRIMIDO MASTIGÁVEL;FALSE;OUTRO
BR0332426;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO 37 + 35,6 MG/ML SUSPENSÃO ORAL  240 ML;FALSE;OUTRO
BR0395730-1;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO 60 + 40 MG/ML SUSPENSÃO ORAL  100 ML;FALSE;OUTRO
BR0395730-2;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO 60 + 40 MG/ML SUSPENSÃO ORAL  150 ML;FALSE;OUTRO
BR0395730-3;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO 60 + 40 MG/ML SUSPENSÃO ORAL  240 ML;FALSE;OUTRO
BR0354627U0042;HIDRÓXIDO DE ALUMÍNIO 230 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0367514U0042;HIDRÓXIDO DE ALUMÍNIO 230 MG COMPRIMIDO;FALSE;BASICO
BR0267271U0042;HIDRÓXIDO DE ALUMÍNIO 300 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0267271U0042;HIDRÓXIDO DE ALUMÍNIO 300 MG COMPRIMIDO;TRUE;BASICO
BR0433257-1;HIDRÓXIDO DE ALUMÍNIO 60 MG/ML SOLUÇÃO ORAL 100 ML;TRUE;OUTRO
BR0433257U0062;HIDRÓXIDO DE ALUMÍNIO 60 MG/ML SUSPENSÃO ORAL  100 ML;TRUE;BASICO
BR0433257;HIDRÓXIDO DE ALUMÍNIO 60 MG/ML SUSPENSÃO ORAL  150 ML;TRUE;BASICO
BR0433257U0087;HIDRÓXIDO DE ALUMÍNIO 60 MG/ML SUSPENSÃO ORAL  240 ML;FALSE;OUTRO
BR0340783-1E;HIDRÓXIDO DE ALUMÍNIO 61,5 MG SUSP ORAL (FR) 100 ML GRUPO 2 ;FALSE;ESPECIALIZADO
BR0340783U0062;HIDRÓXIDO DE ALUMÍNIO 61,5 MG SUSP ORAL (FR) 150 ML GRUPO 2 ;TRUE;ESPECIALIZADO
BR0340783U0087;HIDRÓXIDO DE ALUMÍNIO 61,5 MG SUSP ORAL (FR) 240 ML GRUPO 2 ;TRUE;ESPECIALIZADO
BR0340783U0062;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML SUSPENSÃO ORAL  100 ML;TRUE;BASICO
BR0340783U0074;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML SUSPENSÃO ORAL  150 ML;TRUE;BASICO
BR0340783;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML SUSPENSÃO ORAL  240 ML;TRUE;BASICO
BR0340783-1;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML SUSPENSÃO ORAL  60 ML;TRUE;OUTRO
BR0404585-1;HIDRÓXIDO DE CÁLCIO PÓ 20 G;FALSE;OUTRO
BR0448616;HIDRÓXIDO DE FERRO III 20 MG/ML SOLUÇÃO INJETÁVEL 5 ML;FALSE;OUTRO
BR0274990U0097;HIDRÓXIDO DE FERRO III 50MG SOL ORAL (FR) 30ML;FALSE;OUTRO
BR0392593;HIDRÓXIDO DE MAGNÉSIO + CARBONATO DE CÁLCIO + HIDRÓXIDO DE ALUMÍNIO  185 + 231,5 + 178 MG PASTILHA;FALSE;OUTRO
BR0282714;HIDRÓXIDO DE MAGNÉSIO 80 MG/ML SUSPENSÃO ORAL  120 ML;FALSE;OUTRO
BR0397872;HIDRÓXIDO DE MAGNÉSIO 85,5 MG/ML SUSPENSÃO OFTÁLMICA 350  ML;FALSE;BASICO
BR0353641;HILANO GF-20 8 MG/ML SOLUÇÃO INJETÁVEL 2 ML;FALSE;OUTRO
BR0353641-1;HILANO GF-20 8 MG/ML SOLUÇÃO INJETÁVEL 6 ML;FALSE;OUTRO
BR0394754;HIPROMELOSE + CETRIMIDA 3,2 MG +  0,1 MG/ML SOLUÇÃO OFTÁLMICA 10 ML;FALSE;OUTRO
BR0270045;HIPROMELOSE + DEXTRANA 70 3 MG + 1 MG/ML SOLUÇÃO OFTÁLMICA 15 ML;FALSE;OUTRO
BR0373909-4;HIPROMELOSE 0,2 MG/ML SOLUÇÃO OFTÁLMICA 10 ML;FALSE;OUTRO
BR0373910-3;HIPROMELOSE 2 MG/ML SOLUÇÃO OFTÁLMICA 15 ML;FALSE;OUTRO
BR0373910-1;HIPROMELOSE 2 MG/ML SOLUÇÃO OFTÁLMICA 2 ML;FALSE;OUTRO
BR0373910-2;HIPROMELOSE 2 MG/ML SOLUÇÃO OFTÁLMICA 4 ML;FALSE;OUTRO
BR0373909U0063;HIPROMELOSE 3 MG/ML SOLUÇÃO OFTÁLMICA 10 ML;TRUE;BASICO
BR0373909U0075;HIPROMELOSE 3 MG/ML SOLUÇÃO OFTÁLMICA 15 ML;TRUE;BASICO
BR0373909U0106;HIPROMELOSE 3 MG/ML SOLUÇÃO OFTÁLMICA 5 ML;TRUE;BASICO
BR0270042U0063;HIPROMELOSE 5 MG/ML SOLUÇÃO OFTÁLMICA 10 ML;TRUE;BASICO
BR0451610;HYPERICUM PERFORATUM L. 150 MG CÁPSULA ;FALSE;BASICO
BR0404404;HYPERICUM PERFORATUM L. 300 MG CÁPSULA ;FALSE;OUTRO
BR0430404;IBRUTINIBE 140 MG CÁPSULA ;TRUE;OUTRO
BR0332755-6;IBUPROFENO  100 MG/ML SUSPENSÃO ORAL  100 ML;FALSE;OUTRO
BR0332755-3;IBUPROFENO  100 MG/ML SUSPENSÃO ORAL  20 ML;FALSE;OUTRO
BR0271134-1;IBUPROFENO  20 MG/ML SUSPENSÃO ORAL  100 ML;FALSE;OUTRO
BR0271134-2;IBUPROFENO  20 MG/ML SUSPENSÃO ORAL  200 ML;FALSE;OUTRO
BR0294648U0042;IBUPROFENO  200 MG COMPRIMIDO;TRUE;BASICO
BR0267677U0042;IBUPROFENO  300 MG COMPRIMIDO;TRUE;BASICO
BR0332754U0097;IBUPROFENO  50 MG/ML SUSPENSÃO ORAL  30 ML;TRUE;BASICO
BR0267676U0042;IBUPROFENO  600 MG COMPRIMIDO;TRUE;BASICO
BR0373792;IBUPROFENO + ARGININA 400 + 370 mg GRANULADO 3 G;FALSE;OUTRO
BR0395519;IBUPROFENO + PARACETAMOL + PIRIDOXINA + CARISOPRODOL 400 MG + 400 MG + 50 MG + 200 MG CÁPSULA ;FALSE;OUTRO
BR0332755U0097;IBUPROFENO 100 MG/ML SUSPENSÃO ORAL  30 ML;FALSE;OUTRO
BR0267395;IBUPROFENO 400 MG COMPRIMIDO;TRUE;BASICO
BR0294643;IBUPROFENO 50 MG/ML SUSPENSÃO ORAL  20 ML;TRUE;BASICO
BR0412718;ICATIBANTO, ACETATO 10 MG/ML SOLUÇÃO INJETÁVEL 3 ML;FALSE;OUTRO
BR0447193;IDARUCIZUMABE 50 MG/ML SOL INJ (FR) 50 ML;FALSE;OUTRO
BR0435442;IDEBENONA 150 MG CÁPSULA ;FALSE;OUTRO
BR0332383;IDURSULFASE 2 MG/ML SOL INJ (FR) 3 ML;TRUE;BASICO
BR0332383U0118;IDURSULFASE ALFA 2 MG/ML SOL INJ (FR) 3 ML GRUPO 1.A;TRUE;ESPECIALIZADO
BR0270443;IFOSFAMIDA 1 G PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0270444;IFOSFAMIDA 2 G PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;BASICO
BR0294881U0005;ILOPROSTA 10 MCG/ML SOL P/ NEBUL (AMP) 1 ML GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0294881U0009;ILOPROSTA 10 MCG/ML SOLUÇÃO PARA NEBULIZAÇÃO 2 ML;FALSE;OUTRO
BR0273317;IMATINIBE, MESILATO 100 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0274704;IMATINIBE, MESILATO 400 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0266752U0118;IMIGLUCERASE 200 U PÓ LIOF INJ (FR-AMP) GRUPO 1.A;TRUE;ESPECIALIZADO
BR0266752;IMIGLUCERASE 200 UI PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0383272U0118;IMIGLUCERASE 400 U PÓ LIOF INJ (FR-AMP) GRUPO 1.A;TRUE;ESPECIALIZADO
BR0383272;IMIGLUCERASE 400 U PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0342258;IMIPENÉM + CILASTATINA SÓDICA 500 MG PÓ LIOFILIZADO;FALSE;BASICO
BR0267293;IMIPRAMINA, CLORIDRATO 10 MG COMPRIMIDO ;FALSE;BASICO
BR0267292;IMIPRAMINA, CLORIDRATO 25 MG COMPRIMIDO ;FALSE;BASICO
BR0267294;IMIPRAMINA, PAMOATO 75 MG CÁPSULA  ;FALSE;BASICO
BR0350613;IMIQUIMODE 50 MG/G CREME  0,25 G ;FALSE;BASICO
BR0260160U0229;IMUNOGLOBULINA ANTI-HEPATITE B 100 UI SOL INJ (FR);TRUE;ESTRATEGICO
BR0369183;IMUNOGLOBULINA ANTI-HEPATITE B 100 UI SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR0273567U0013;IMUNOGLOBULINA ANTI-HEPATITE B 1000 UI SOL INJ (FR);TRUE;ESTRATEGICO
BR0273567U0098;IMUNOGLOBULINA ANTI-HEPATITE B 1000 UI SOLUÇÃO INJETÁVEL;TRUE;BASICO
BR0260160U0063;IMUNOGLOBULINA ANTI-HEPATITE B 500 UI SOL INJ (FR);TRUE;ESTRATEGICO
BR0273567U0010;IMUNOGLOBULINA ANTI-HEPATITE B 600 UI SOL INJ (FR);TRUE;ESTRATEGICO
BR0268490;IMUNOGLOBULINA ANTI-RHO (D) 250 MCG SOLUÇÃO INJETÁVEL  ;FALSE;BASICO
BR0266827;IMUNOGLOBULINA ANTI-RHO (D) 300 MCG SOLUÇÃO INJETÁVEL  2 ML ;FALSE;BASICO
BR0343089;IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS (COELHO) 25 MG PÓ LIOF INJ (AMP);TRUE;OUTRO
BR0342270U0106;IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS (EQUINO) 20 MG/ML SOLUÇÃO INJETÁVEL 5 ML;TRUE;OUTRO
BR0392108;IMUNOGLOBULINA HUMANA  10 G, ENDOVENOSA PÓ LIOFILIZADO PARA SUSPENSÃO INJETÁVEL 100 ML;FALSE;BASICO
BR0266825U0118;IMUNOGLOBULINA HUMANA 0,5 G INJ (FR) GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0266825;IMUNOGLOBULINA HUMANA 0,5 G PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0396168;IMUNOGLOBULINA HUMANA 0,6 G SOLUÇÃO INJETÁVEL  ;FALSE;BASICO
BR0266823U0118;IMUNOGLOBULINA HUMANA 1 G INJ (FR) GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0266823;IMUNOGLOBULINA HUMANA 1 G PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0266822U0118;IMUNOGLOBULINA HUMANA 2,5 G INJ (FR) GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0266822;IMUNOGLOBULINA HUMANA 2,5 G PÓ PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;TRUE;OUTRO
BR0260160;IMUNOGLOBULINA HUMANA 200 UI/ML SOLUÇÃO INJETÁVEL 3 ML;TRUE;ESTRATEGICO
BR0266824U0118;IMUNOGLOBULINA HUMANA 3 G INJ (FR) GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0266824;IMUNOGLOBULINA HUMANA 3 G PÓ PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0266820U0118;IMUNOGLOBULINA HUMANA 5 G INJ (FR) GRUPO 1.A;TRUE;ESPECIALIZADO
BR0266820;IMUNOGLOBULINA HUMANA 5 G PÓ PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;TRUE;BASICO
BR0367897;IMUNOGLOBULINA HUMANA 50 MG/ML SOLUÇÃO INJETÁVEL  10 ML ;FALSE;BASICO
BR0367897U0062;IMUNOGLOBULINA HUMANA 50 MG/ML SOLUÇÃO INJETÁVEL 100 ML;TRUE;OUTRO
BR0266821U0118;IMUNOGLOBULINA HUMANA 6 G INJ (FR) GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0266830U0005;IMUNOGLOBULINA HUMANA ANTITETÂNICA 250 UI/ML SOLUÇÃO INJETÁVEL 1 ML;TRUE;ESTRATEGICO
BR0391962U0006;IMUNOGLOBULINA HUMANA ANTIVARICELA ZOSTER 125 UI SOLUÇÃO INJETÁVEL 2,5 ML;TRUE;ESTRATEGICO
BR0405903U0106;IMUNOGLOBULINA HUMANA, ANTIRÁBICA 2,5 UI PÓ LIOF INJ (AMP) 5 ML ELENCO ESTADUAL ;TRUE;ESTRATEGICO
BR0404346;INDACATEROL, MALEATO 150 MCG CÁPSULA  ELENCO ESTADUAL ;FALSE;BASICO
BR0404448;INDACATEROL, MALEATO 300 MCG CÁPSULA  ELENCO ESTADUAL ;FALSE;BASICO
BR0352301;INDAPAMIDA 1,5 MG COMPRIMIDO ;FALSE;BASICO
BR0267531;INDAPAMIDA 2,5 MG COMPRIMIDO ;FALSE;BASICO
BR0268344;INDINAVIR, SULFATO 400 MG CÁPSULA ;FALSE;ESTRATEGICO
BR0367673U0105;INDOMETACINA 1 MG/ML SUSPENSÃO ORAL  50 ML;FALSE;OUTRO
BR0273319;INDOMETACINA 25 MG CÁPSULA  ;FALSE;BASICO
BR0273320;INDOMETACINA 50 MG CÁPSULA  ;FALSE;BASICO
BR0333447U0118B0119;INFLIXIMABE (BIOSSIMILAR A) 10 MG/ML PÓ LIOF INJ (FR-AMP) 10 ML GRUPO 1.A;TRUE;ESPECIALIZADO
BR0333447U0118;INFLIXIMABE 10 MG/ML PÓ LIOF INJ (FR-AMP) 10 ML GRUPO 1.A;TRUE;ESPECIALIZADO
BR0333447;INFLIXIMABE 100 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;TRUE;BASICO
BR0468664;INSULINA ANÁLOGA DE AÇÃO PROLONGADA 100 UI/ML SOL INJ (SER PREENC);TRUE;BASICO
BR0473861U0137;INSULINA ANÁLOGA DE AÇÃO RÁPIDA (CRIANÇAS MENORES DE 4 ANOS E GRÁVIDAS) 100 UI/ML TUBETE 3 ML GRUPO 1.A;TRUE;ESPECIALIZADO
BR0440255;INSULINA ANÁLOGA DE AÇÃO RÁPIDA 100 UI/ML SOL INJ (SER PREENC) ELENCO ESTADUAL ;FALSE;BASICO
BR0473861;INSULINA ANÁLOGA DE AÇÃO RÁPIDA 100 UI/ML TUBETE 3 ML;FALSE;BASICO
BR0440255U0137;INSULINA ANÁLOGA DE AÇÃO RÁPIDA 100 UI/ML TUBETE 3 ML GRUPO 1.A;TRUE;ESPECIALIZADO
BR0383688;INSULINA ASPARTE + ASPARTE PROTAMINA 30 % + 70 % 100 UI/ML SOLUÇÃO INJETÁVEL  3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0383688-1;INSULINA ASPARTE + ASPARTE PROTAMINA 30 % + 70 % 100 UI/ML SOLUÇÃO INJETÁVEL COM SISTEMA DE APLICAÇÃO ELENCO ESTADUAL ;FALSE;BASICO
BR0276234-1;INSULINA ASPARTE 100 UI/ML SOLUÇÃO INJETÁVEL  10 ML ;FALSE;BASICO
BR0276234-2;INSULINA ASPARTE 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0396051;INSULINA ASPARTE 100 UI/ML SOLUÇÃO INJETÁVEL COM SISTEMA DE APLICAÇÃO 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0433218U0005;INSULINA DEGLUDECA 100 UI/ML COM APLICADOR SOL INJ (AMP);FALSE;OUTRO
BR0432782;INSULINA DEGLUDECA 100 UI/ML INJ (FR) 3 ML ELENCO ESTADUAL ;TRUE;BASICO
BR0433218U0098;INSULINA DEGLUDECA 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML COM SISTEMA DE APLICAÇÃO;FALSE;OUTRO
BR0337472;INSULINA DETEMIR 100 UI/ML COM SISTEMA DE APLICAÇÃO SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0337472-1;INSULINA DETEMIR 100 UI/ML INJ (FR) 30 ML;TRUE;OUTRO
BR0337473;INSULINA DETEMIR 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0273836-2;INSULINA GLARGINA 100 UI/ML SOLUÇÃO INJETÁVEL 10 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0399010;INSULINA GLARGINA 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML COM SISTEMA DE APLICAÇÃO   ELENCO ESTADUAL ;FALSE;BASICO
BR0273836-1;INSULINA GLARGINA 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0438433U0098;INSULINA GLARGINA 300 UI/ML SOLUÇÃO INJETÁVEL 1,5 ML COM SISTEMA DE APLICAÇÃO ELENCO ESTADUAL ;FALSE;BASICO
BR0380017;INSULINA GLULISINA 100 UI/ML COM SISTEMA DE APLICAÇÃO CARPULE 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0403359-2;INSULINA GLULISINA 100 UI/ML SOLUÇÃO INJETÁVEL  10 ML ;FALSE;BASICO
BR0403359-1;INSULINA GLULISINA 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0442012U0137;INSULINA HUMANA NPH 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML COM SISTEMA DE APLICAÇÃO;TRUE;BASICO
BR0271157U0063;INSULINA HUMANA NPH 100 UI/ML SUSPENSÃO INJETÁVEL 10 ML ELENCO ESTADUAL ;TRUE;BASICO
BR0271157U0137;INSULINA HUMANA NPH 100 UI/ML SUSPENSÃO INJETÁVEL 3 ML;TRUE;BASICO
BR0271154U0063;INSULINA HUMANA REGULAR 100 UI/ML SOLUÇÃO INJETÁVEL 10 ML ELENCO ESTADUAL ;TRUE;BASICO
BR0271154U0137;INSULINA HUMANA REGULAR 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML;TRUE;BASICO
BR0442011U0137;INSULINA HUMANA REGULAR 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML COM SISTEMA DE APLICAÇÃO;TRUE;BASICO
BR0405965;INSULINA LISPRO + LISPRO PROTAMINA 25 + 75 % SOLUÇÃO INJETÁVEL 3 ML COM SISTEMA DE APLICAÇÃO ELENCO ESTADUAL ;FALSE;BASICO
BR0276235;INSULINA LISPRO + LISPRO PROTAMINA 25 + 75 % SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0401324;INSULINA LISPRO + LISPRO PROTAMINA 50 + 50  % SOLUÇÃO INJETÁVEL  3 ML ;FALSE;BASICO
BR0401325;INSULINA LISPRO + LISPRO PROTAMINA 50 + 50 % SOLUÇÃO INJETÁVEL COM SISTEMA DE APLICAÇÃO 3 ML ;FALSE;BASICO
BR0276233-2;INSULINA LISPRO 100 UI/ML SOLUÇÃO INJETÁVEL 10 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0405998;INSULINA LISPRO 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML COM SISTEMA DE APLICAÇÃO ELENCO ESTADUAL ;FALSE;BASICO
BR0276233-1;INSULINA LISPRO 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML ELENCO ESTADUAL ;FALSE;BASICO
BR0342445-1;INSULINA NPH + REGULAR 70 % + 30 % 100 UI/ML SOLUÇÃO INJETÁVEL 3 ML;FALSE;OUTRO
BR0342445;INSULINA NPH + REGULAR 70% + 30% SOLUÇÃO INJETÁVEL 10 ML;FALSE;OUTRO
BR0452616;INSULINA, DEGLUDECA ASSOCIADA À LIRAGLUTIDA 100 UI/ML + 3,6 MG/ML SOLUÇÃO INJETÁVEL 3 ML;FALSE;BASICO
BR0458670;INSULINA, GLARGINA ASSOCIADA À LIXISENATIDA 100 UI/ML + 33 MCG/ML SOLUÇÃO INJETÁVEL 3 ML;FALSE;BASICO
BR0276664;IOBITRIDOL (65,81 %) 300 MG/ML SOLUÇÃO INJETÁVEL 50 ML;FALSE;BASICO
BR0414847;IODENAFILA, CARBONATO 80 MG COMPRIMIDO ;FALSE;BASICO
BR0268265-1;IODETO DE POTÁSSIO 2 % XAROPE  100 ML ;FALSE;BASICO
BR0268265-2;IODETO DE POTÁSSIO 2 % XAROPE  150 ML ;FALSE;BASICO
BR0279285-2;IODO 2 % TINTURA 1 L ;FALSE;BASICO
BR0279285-1;IODO 2 % TINTURA 100 ML ;FALSE;BASICO
BR0327215U0103;IODO IODETO DE POTÁSSIO  SOLUÇÃO 500ML;TRUE;BASICO
BR02705024-1;IODOPOVIDONA (PVPI), 10% SOLUÇÃO TÓPICA AQUOSA 100 ML;FALSE;OUTRO
BR0270524;IODOPOVIDONA (PVPI), 10% SOLUÇÃO TÓPICA AQUOSA 1L;FALSE;OUTRO
BR0270524U0103;IODOPOVIDONA (PVPI), 10% SOLUÇÃO TÓPICA AQUOSA 500 ML;TRUE;BASICO
BR0427533;IPILIMUMABE 5 MG/ML  SOL INJ (FR-AMP) 10 ML ELENCO ESTADUAL ;FALSE;OUTRO
BR0427533-1;IPILIMUMABE 5 MG/ML  SOL INJ (FR-AMP) 40 ML;FALSE;OUTRO
BR0268332U0084;IPRATRÓPIO, BROMETO  0,02 MG/DOSE PÓ PARA INALAÇÃO ORAL 200 DOSES;TRUE;BASICO
BR0268331U0075;IPRATRÓPIO, BROMETO  0,25 MG/ML SOLUÇÃO PARA INALAÇÃO 15 ML;TRUE;BASICO
BR0268331U0086;IPRATRÓPIO, BROMETO  0,25 MG/ML SOLUÇÃO PARA INALAÇÃO 20 ML ELENCO ESTADUAL ;TRUE;BASICO
BR0274393;IPRATRÓPIO, BROMETO + SALBUTAMOL, SULFATO 20 + 120 MCG/DOSE AEROSSOL 200 DOSES ;FALSE;BASICO
BR0273389;IRBESARTANA + HIDROCLOROTIAZIDA 150 + 12,5 MG COMPRIMIDO ;FALSE;BASICO
BR0273390;IRBESARTANA + HIDROCLOROTIAZIDA 300 + 12,5 MG COMPRIMIDO ;FALSE;BASICO
BR0273387;IRBESARTANA 150 MG COMPRIMIDO ;FALSE;BASICO
BR0273388;IRBESARTANA 300 MG COMPRIMIDO ;FALSE;BASICO
BR0294912-1;IRINOTECANO, CLORIDRATO 20 MG/ML AMP 2 ML ;FALSE;BASICO
BR0294912-2;IRINOTECANO, CLORIDRATO 20 MG/ML SOLUÇÃO INJETÁVEL  5 ML;FALSE;BASICO
BR0267355U0023;ISOCONAZOL, NITRATO + DIFLUCORTOLONA, VALERATO 10 + 1 MG/G CREME  30 G;FALSE;OUTRO
BR0267355;ISOCONAZOL, NITRATO 10 MG/G CREME  20 G ;FALSE;BASICO
