"id";"Name";"Description";"name_en";"id_pai"
P23.6;Pneumonia congênita devida a outros agentes bacterianos;P23.6 Pneumonia congen dev outr agentes bacter;Congenital pneumonia due to other bacterial agents;"1169"
P23.8;Pneumonia congênita devida a outros organismos;P23.8 Pneumonia congen dev outr organismos;Congenital pneumonia due to other organisms;"1169"
P23.9;Pneumonia congênita não especificada;P23.9 Pneumonia congen NE;Congenital pneumonia, unspecified;"1169"
P24.0;Aspiração neonatal de mecônio;P24.0 Aspiracao neonatal de meconio;Neonatal aspiration of meconium;"1170"
P24.1;Aspiração neonatal de líquido amniótico e muco;P24.1 Aspiracao neonatal liquido amniotico e muco;Neonatal aspiration of amniotic fluid and mucus;"1170"
P24.2;Aspiração neonatal de sangue;P24.2 Aspiracao neonatal de sangue;Neonatal aspiration of blood;"1170"
P24.3;Aspiração neonatal de leite e alimento regurgitados;P24.3 Aspiracao neonatal leite alimento regurgit;Neonatal aspiration of milk and regurgitated food;"1170"
P24.8;Outras síndromes de aspiração neonatais;P24.8 Outr sindr de aspiracao neonatais;Other neonatal aspiration syndromes;"1170"
P24.9;Síndrome de aspiração neonatal não especificada;P24.9 Sindr de aspiracao neonatal NE;Neonatal aspiration syndrome, unspecified;"1170"
P25.0;Enfisema intersticial originado no período perinatal;P25.0 Enfisema interst originado periodo perinatal;Interstitial emphysema originating in the perinata;"1171"
P25.1;Pneumotórax originado no período perinatal;P25.1 Pneumotorax originado no periodo perinatal;Pneumothorax originating in the perinatal period;"1171"
P25.2;Pneumomediastino originado no período perinatal;P25.2 Pneumomediastino originado periodo perinatal;Pneumomediastinum originating in the perinatal per;"1171"
P25.3;Pneumopericárdio originado no período perinatal;P25.3 Pneumopericardio originado periodo perinatal;Pneumopericardium originating in the perinatal per;"1171"
P25.8;Outras afecções relacionadas com o enfisema intersticial originadas no período perinatal;P25.8 Out afec rel enfis interst orig per perinat;Other conditions related to interstitial emphysema;"1171"
P26.0;Hemorragia traqueobrônquica originada no período perinatal;P26.0 Hemorragia traqueobronq orig periodo perinat;Tracheobronchial haemorrhage originating in the pe;"1172"
P26.1;Hemorragia pulmonar maciça originada no período perinatal;P26.1 Hemorragia pulm macica orig periodo perinat;Massive pulmonary haemorrhage originating in the p;"1172"
P26.8;Outras hemorragias pulmonares originadas no período perinatal;P26.8 Outr hemorragias pulm orig periodo perinat;Other pulmonary haemorrhages originating in the pe;"1172"
P26.9;Hemorragia pulmonar não especificada originada no período perinatal;P26.9 Hemorragia pulmonar NE orig periodo perinat;Unspecified pulmonary haemorrhage originating in t;"1172"
P27.0;Síndrome de Wilson-Mikity;P27.0 Sindr de Wilson-Mikity;Wilson-Mikity syndrome;"1173"
P27.1;Displasia broncopulmonar originada no período perinatal;P27.1 Displasia broncopulm orig periodo perinatal;Bronchopulmonary dysplasia originating in the peri;"1173"
P27.8;Outras doenças respiratórias crônicas originadas no período perinatal;P27.8 Outr doenc respirat cron orig per perinatal;Other chronic respiratory diseases originating in ;"1173"
P27.9;Doença respiratória crônica não especificada originada no período perinatal;P27.9 Doenc respirat cronica NE orig per perinatal;Unspecified chronic respiratory disease originatin;"1173"
P28.0;Atelectasia primária do recém-nascido;P28.0 Atelectasia prim do recem-nascido;Primary atelectasis of newborn;"1174"
P28.1;Outras atelectasias do recém-nascido e as não especificadas;P28.1 Outr atelectasias do recem-nascido e as NE;Other and unspecified atelectasis of newborn;"1174"
P28.2;Crises cianóticas do recém-nascido;P28.2 Crises cianoticas do recem-nascido;Cyanotic attacks of newborn;"1174"
P28.3;Apnéia primária do sono do recém-nascido;P28.3 Apneia prim do sono do recem-nascido;Primary sleep apnoea of newborn;"1174"
P28.4;Outras apnéias do recém-nascido;P28.4 Outr apneias do recem-nascido;Other apnoea of newborn;"1174"
P28.5;Insuficiência respiratória do recém-nascido;P28.5 Insuf respirat do recem-nascido;Respiratory failure of newborn;"1174"
P28.8;Outras afecções respiratórias especificadas do recém-nascido;P28.8 Outr afeccoes respirat espec do recem-nasc;Other specified respiratory conditions of newborn;"1174"
P28.9;Afecção respiratória do recém-nascido, não especificada;P28.9 Afeccao respirat do recem-nascido NE;Respiratory condition of newborn, unspecified;"1174"
P29.0;Insuficiência cardíaca neonatal;P29.0 Insuf cardiaca neonatal;Neonatal cardiac failure;"1175"
P29.1;Disritmia cardíaca neonatal;P29.1 Disritmia cardiaca neonatal;Neonatal cardiac dysrhythmia;"1175"
P29.2;Hipertensão neonatal;P29.2 Hipertensao neonatal;Neonatal hypertension;"1175"
P29.3;Persistência da circulação fetal;P29.3 Persistencia da circulacao fetal;Persistent fetal circulation;"1175"
P29.4;Isquemia miocárdica transitória do recém-nascido;P29.4 Isquemia miocardica transitoria recem-nasc;Transient myocardial ischaemia of newborn;"1175"
P29.8;Outros transtornos cardiovasculares originados no período perinatal;P29.8 Outr transt cardiovasc orig periodo perinat;Other cardiovascular disorders originating in the ;"1175"
P29.9;Transtornos cardiovasculares não especificados originados no período perinatal;P29.9 Transt cardiovasc NE orig periodo perinatal;Cardiovascular disorder originating in the perinat;"1175"
P35.0;Síndrome da rubéola congênita;P35.0 Sindr da rubeola congen;Congenital rubella syndrome;"1176"
P35.1;Infecção congênita por citomegalovirus;P35.1 Infecc congen p/citomegalovirus;Congenital cytomegalovirus infection;"1176"
P35.2;Infecção congênita por vírus do herpes [simples];P35.2 Infecc congen p/virus do herpes;Congenital herpesviral [herpes simplex] infection;"1176"
P35.3;Hepatite viral congênita;P35.3 Hepatite viral congen;Congenital viral hepatitis;"1176"
P35.8;Outras doenças virais congênitas;P35.8 Outr doenc virais congen;Other congenital viral diseases;"1176"
P35.9;Doença viral congênita não especificada;P35.9 Doenc viral congen NE;Congenital viral disease, unspecified;"1176"
P36.0;Septicemia do recém-nascido devida a estreptococo do grupo B;P36.0 Septicemia rec-nasc dev estreptococo grupo B;Sepsis of newborn due to streptococcus, group B;"1177"
P36.1;Septicemia do recém-nascido devida a outros estreptococos e aos não especificados;P36.1 Septicemia rec-nasc dev outr estreptoc e NE;Sepsis of newborn due to other and unspecified str;"1177"
P36.2;Septicemia do recém-nascido devida ao Stafilococcus aureus;P36.2 Septicemia rec-nasc dev Stafilococcus aureus;Sepsis of newborn due to Staphylococcus aureus;"1177"
P36.3;Septicemia do recém-nascido devida a outros estafilococos e aos não especificados;P36.3 Septicemia rec-nasc dev outr estafiloc e NE;Sepsis of newborn due to other and unspecified sta;"1177"
P36.4;Septicemia do recém-nascido devida a Escherichia coli;P36.4 Septicemia recem-nasc dev Escherichia coli;Sepsis of newborn due to Escherichia coli;"1177"
P36.5;Septicemia do recém-nascido devida a anaeróbios;P36.5 Septicemia do recem-nascido dev anaerobios;Sepsis of newborn due to anaerobes;"1177"
P36.8;Outras septicemias bacterianas do recém-nascido;P36.8 Outr septicemias bacter do recem-nascido;Other bacterial sepsis of newborn;"1177"
P36.9;Septicemia bacteriana não especificada do recém-nascido;P36.9 Septicemia bacter NE do recem-nascido;Bacterial sepsis of newborn, unspecified;"1177"
P37.0;Tuberculose congênita;P37.0 Tuberc congen;Congenital tuberculosis;"1178"
P37.1;Toxoplasmose congênita;P37.1 Toxoplasmose congen;Congenital toxoplasmosis;"1178"
P37.2;Listeriose neonatal (disseminada);P37.2 Listeriose neonatal;Neonatal (disseminated) listeriosis;"1178"
P37.3;Malária falciparum congênita;P37.3 Malaria falciparum congen;Congenital falciparum malaria;"1178"
P37.4;Outras malárias congênitas;P37.4 Outr malarias congen;Other congenital malaria;"1178"
P37.5;Candidíase neonatal;P37.5 Candidiase neonatal;Neonatal candidiasis;"1178"
P37.8;Outras doenças infecciosas e parasitárias congênitas especificadas;P37.8 Outr doenc infecc e parasit congen espec;Other specified congenital infectious and parasiti;"1178"
P37.9;Doença infecciosa ou parasitária congênita não especificada;P37.9 Doenc infecc ou parasit congen NE;Congenital infectious and parasitic disease, unspe;"1178"
P39.0;Mastite infecciosa neonatal;P39.0 Mastite infecc neonatal;Neonatal infective mastitis;"1180"
P39.1;Conjuntivite e dacriocistite neonatais;P39.1 Conjuntivite e dacriocistite neonatais;Neonatal conjunctivitis and dacryocystitis;"1180"
P39.2;Infecção intra-amniótica do feto não classificada em outra parte;P39.2 Infecc intra-amniotica do feto NCOP;Intra-amniotic infection of fetus, not elsewhere c;"1180"
P39.3;Infecção neonatal do trato urinário;P39.3 Infecc neonatal do trato urinario;Neonatal urinary tract infection;"1180"
P39.4;Infecção neonatal da pele;P39.4 Infecc neonatal da pele;Neonatal skin infection;"1180"
P39.8;Outras infecções especificadas próprias do período perinatal;P39.8 Outr infecc espec proprias periodo perinatal;Other specified infections specific to the perinat;"1180"
P39.9;Infecção própria do período perinatal não especificada;P39.9 Infecc propria do periodo perinatal NE;Infection specific to the perinatal period, unspec;"1180"
P50.0;Perda sangüínea fetal devida a vasa prévia;P50.0 Perda sanguinea fetal dev vasa previa;Fetal blood loss from vasa praevia;"1181"
P50.1;Perda sangüínea fetal por ruptura do cordão;P50.1 Perda sanguinea fetal p/ruptura do cordao;Fetal blood loss from ruptured cord;"1181"
P50.2;Perda sangüínea fetal originada da placenta;P50.2 Perda sanguinea fetal originada da placenta;Fetal blood loss from placenta;"1181"
P50.3;Hemorragia para a circulação do outro gêmeo;P50.3 Hemorragia p/a circulacao do outr gemeo;Haemorrhage into co-twin;"1181"
P50.4;Hemorragia para a circulação materna;P50.4 Hemorragia p/a circulacao materna;Haemorrhage into maternal circulation;"1181"
P50.5;Perda sangüínea devido a secção do cordão umbilical do outro gemelar;P50.5 Perda sang dev seccao cord umb outr gemelar;Fetal blood loss from cut end of co-twin's cord;"1181"
P50.8;Outras perdas sangüíneas fetais;P50.8 Outr perdas sanguineas fetais;Other fetal blood loss;"1181"
P50.9;Perda sangüínea fetal não especificada;P50.9 Perda sanguinea fetal NE;Fetal blood loss, unspecified;"1181"
P51.0;Hemorragia umbilical maciça do recém-nascido;P51.0 Hemorragia umbilical macica do recem-nascido;Massive umbilical haemorrhage of newborn;"1182"
P51.8;Outras hemorragias umbilicais do recém-nascido;P51.8 Outr hemorragias umbilicais do recem-nascido;Other umbilical haemorrhages of newborn;"1182"
P51.9;Hemorragia umbilical do recém-nascido, não especificada;P51.9 Hemorragia umbilical do recem-nascido NE;Umbilical haemorrhage of newborn, unspecified;"1182"
P52.0;Hemorragia intraventricular (não-traumática) grau 1, do feto e do recém-nascido;P52.0 Hemorragia intraventr grau 1 feto rec-nasc;Intraventricular (nontraumatic) haemorrhage, grade;"1183"
P52.1;Hemorragia intraventricular (não-traumática) grau 2, do feto e do recém-nascido;P52.1 Hemorragia intraventr grau 2 feto rec-nasc;Intraventricular (nontraumatic) haemorrhage, grade;"1183"
P52.2;Hemorragia intraventricular (não-traumática) grau 3, do feto e do recém-nascido;P52.2 Hemorragia intraventr grau 3 feto rec-nasc;Intraventricular (nontraumatic) haemorrhage, grade;"1183"
P52.3;Hemorragia intraventricular (não-traumática) não especificada, do feto ou do recém-nascido;P52.3 Hemorragia intraventr NE feto recem-nascido;Unspecified intraventricular (nontraumatic) haemor;"1183"
P52.4;Hemorragia intracerebral (não-traumática) do feto e do recém-nascido;P52.4 Hemorragia intracerebr feto e recem-nascido;Intracerebral (nontraumatic) haemorrhage of fetus ;"1183"
P52.5;Hemorragia subaracnoídea (não-traumática) do feto e do recém-nascido;P52.5 Hemorragia subaracnoidea feto recem-nascido;Subarachnoid (nontraumatic) haemorrhage of fetus a;"1183"
P52.6;Hemorragia cerebelar (não-traumática) e da fossa posterior do feto ou recém-nascido;P52.6 Hemorr cerebel fossa posterior feto rec-nasc;Cerebellar (nontraumatic) and posterior fossa haem;"1183"
P52.8;Outras hemorragias intracranianas (não-traumáticas) do feto e do recém-nascido;P52.8 Outr hemorrag intracranianas feto rec-nasc;Other intracranial (nontraumatic) haemorrhages of ;"1183"
P52.9;Hemorragia intracraniana (não-traumática) do feto e do recém-nascido, não especificada;P52.9 Hemorragia intracraniana feto recem-nasc NE;Intracranial (nontraumatic) haemorrhage of fetus a;"1183"
P54.0;Hematêmese neonatal;P54.0 Hematemese neonatal;Neonatal haematemesis;"1185"
P54.1;Melena neonatal;P54.1 Melena neonatal;Neonatal melaena;"1185"
P54.2;Hemorragia retal neonatal;P54.2 Hemorragia retal neonatal;Neonatal rectal haemorrhage;"1185"
P54.3;Outras hemorragias gastrointestinais do período neonatal;P54.3 Outr hemorrag gastrointest periodo neonatal;Other neonatal gastrointestinal haemorrhage;"1185"
P54.4;Hemorragia supra-renal neonatal;P54.4 Hemorragia supra-renal neonatal;Neonatal adrenal haemorrhage;"1185"
P54.5;Hemorragia cutânea neonatal;P54.5 Hemorragia cutanea neonatal;Neonatal cutaneous haemorrhage;"1185"
P54.6;Hemorragia vaginal neonatal;P54.6 Hemorragia vaginal neonatal;Neonatal vaginal haemorrhage;"1185"
P54.8;Outras hemorragias fetais e neonatais especificadas;P54.8 Outr hemorragias fetais e neonatais espec;Other specified neonatal haemorrhages;"1185"
P54.9;Hemorragia fetal e neonatal não especificada;P54.9 Hemorragia fetal e neonatal NE;Neonatal haemorrhage, unspecified;"1185"
P55.0;Isoimunização Rh do feto e do recém-nascido;P55.0 Isoimunizacao Rh do feto e do recem-nascido;Rh isoimmunization of fetus and newborn;"1186"
P55.1;Isoimunização ABO do feto e do recém-nascido;P55.1 Isoimunizacao ABO do feto e do recem-nascido;ABO isoimmunization of fetus and newborn;"1186"
P55.8;Outras doenças hemolíticas do feto e do recém-nascido;P55.8 Outr doenc hemoliticas feto e recem-nascido;Other haemolytic diseases of fetus and newborn;"1186"
P55.9;Doença hemolítica não especificada do feto e do recém-nascido;P55.9 Doenc hemolitica NE do feto e recem-nascido;Haemolytic disease of fetus and newborn, unspecifi;"1186"
P56.0;Hidropsia fetal devida à isoimunização;P56.0 Hidropsia fetal dev isoimunizacao;Hydrops fetalis due to isoimmunization;"1187"
P56.9;Hidropsia fetal devida a outras doenças hemolíticas e às não especificadas;P56.9 Hidropsia fetal dev outr doenc hemolit e NE;Hydrops fetalis due to other and unspecified haemo;"1187"
P57.0;Kernicterus devido à isoimunização;P57.0 Kernicterus dev isoimunizacao;Kernicterus due to isoimmunization;"1188"
P57.8;Outros kernicterus especificados;P57.8 Outr kernicterus espec;Other specified kernicterus;"1188"
P57.9;Kernicterus não especificado;P57.9 Kernicterus NE;Kernicterus, unspecified;"1188"
P58.0;Icterícia neonatal devida a contusões;P58.0 Ictericia neonatal dev contusoes;Neonatal jaundice due to bruising;"1189"
P58.1;Icterícia neonatal devida a sangramento;P58.1 Ictericia neonatal dev sangramento;Neonatal jaundice due to bleeding;"1189"
P58.2;Icterícia neonatal devida a infecção;P58.2 Ictericia neonatal dev infecc;Neonatal jaundice due to infection;"1189"
P58.3;Icterícia neonatal devida a policitemia;P58.3 Ictericia neonatal dev policitemia;Neonatal jaundice due to polycythaemia;"1189"
P58.4;Icterícia neonatal devida a drogas ou toxinas transmitidas pela mãe ou administradas ao recém-nascido;P58.4 Icter neonat drog tox trans mae adm rec-nasc;Neonatal jaundice due to drugs or toxins transmitt;"1189"
P58.5;Icterícia neonatal devida à deglutação de sangue materno;P58.5 Ictericia neonatal dev deglutacao sang mat;Neonatal jaundice due to swallowed maternal blood;"1189"
P58.8;Icterícia neonatal devida a outras hemólises excessivas especificadas;P58.8 Icter neonat dev outr hemolises excess espec;Neonatal jaundice due to other specified excessive;"1189"
P58.9;Icterícia neonatal devida a hemólise excessiva não especificada;P58.9 Ictericia neonatal dev hemolise excessiva NE;Neonatal jaundice due to excessive haemolysis, uns;"1189"
P59.0;Icterícia neonatal associada ao parto prematuro;P59.0 Ictericia neonatal assoc ao parto prematuro;Neonatal jaundice associated with preterm delivery;"1190"
P59.1;Síndrome da bile espessa;P59.1 Sindr da bile espessa;Inspissated bile syndrome;"1190"
P59.2;Icterícia neonatal de outras lesões hepatocelulares e das não especificadas;P59.2 Ictericia neonat outr lesoes hepatocel e NE;Neonatal jaundice from other and unspecified hepat;"1190"
P59.3;Icterícia neonatal devida a inibidores do leite materno;P59.3 Ictericia neonatal dev inibidores leite mat;Neonatal jaundice from breast milk inhibitor;"1190"
P59.8;Icterícia neonatal devida a outras causas especificadas;P59.8 Ictericia neonatal dev outr causas espec;Neonatal jaundice from other specified causes;"1190"
P59.9;Icterícia neonatal não especificada;P59.9 Ictericia neonatal NE;Neonatal jaundice, unspecified;"1190"
P61.0;Trombocitopenia transitória neonatal;P61.0 Trombocitopenia transitoria neonatal;Transient neonatal thrombocytopenia;"1192"
P61.1;Policitemia neonatal;P61.1 Policitemia neonatal;Polycythaemia neonatorum;"1192"
P61.2;Anemia da prematuridade;P61.2 Anemia da prematuridade;Anaemia of prematurity;"1192"
P61.3;Anemia congênita por perda sangüínea fetal;P61.3 Anemia congen p/perda sanguinea fetal;Congenital anaemia from fetal blood loss;"1192"
P61.4;Outras anemias congênitas não classificada em outra parte;P61.4 Outr anemias congen NCOP;Other congenital anaemias, not elsewhere classifie;"1192"
P61.5;Neutropenia transitória neonatal;P61.5 Neutropenia transitoria neonatal;Transient neonatal neutropenia;"1192"
P61.6;Outros transtornos transitórios de coagulação do período neonatal;P61.6 Outr transt transit coag periodo neonatal;Other transient neonatal disorders of coagulation;"1192"
P61.8;Outros transtornos hematológicos perinatais especificados;P61.8 Outr transt hematologicos perinatais espec;Other specified perinatal haematological disorders;"1192"
P61.9;Transtorno hematológico perinatal não especificado;P61.9 Transt hematologico perinatal NE;Perinatal haematological disorder, unspecified;"1192"
P70.0;Síndrome do filho de mãe com diabetes gestacional;P70.0 Sindr do filho de mae c/diabetes gestacional;Syndrome of infant of mother with gestational diab;"1193"
P70.1;Síndrome do filho de mãe diabética;P70.1 Sindr do filho de mae diabetica;Syndrome of infant of a diabetic mother;"1193"
P70.2;Diabetes mellitus neonatal;P70.2 Diabetes mellitus neonatal;Neonatal diabetes mellitus;"1193"
P70.3;Hipoglicemia neonatal iatrogênica;P70.3 Hipoglicemia neonatal iatrogenica;Iatrogenic neonatal hypoglycaemia;"1193"
P70.4;Outras hipoglicemias neonatais;P70.4 Outr hipoglicemias neonatais;Other neonatal hypoglycaemia;"1193"
P70.8;Outros transtornos transitórios do metabolismo dos carboidratos do feto e do recém-nascido;P70.8 Out trans transit metab carboid fet rec-nasc;Other transitory disorders of carbohydrate metabol;"1193"
P70.9;Transtorno transitório não especificado do metabolismo dos carboidratos do feto e do recém-nascido;P70.9 Trans transit NE metab carboidr fet rec-nasc;Transitory disorder of carbohydrate metabolism of ;"1193"
P71.0;Hipocalcemia do recém-nascido pelo uso de leite de vaca;P71.0 Hipocalcemia recem-nascido p/uso leite vaca;Cow milk hypocalcaemia in newborn;"1194"
P71.1;Outras hipocalcemias neonatais;P71.1 Outr hipocalcemias neonatais;Other neonatal hypocalcaemia;"1194"
P71.2;Hipomagnesemia neonatal;P71.2 Hipomagnesemia neonatal;Neonatal hypomagnesaemia;"1194"
P71.3;Tetania neonatal sem deficiência de cálcio ou magnésio;P71.3 Tetania neonatal s/defic de calcio magnesio;Neonatal tetany without calcium or magnesium defic;"1194"
P71.4;Hipoparatiroidismo neonatal transitório;P71.4 Hipoparatiroidismo neonatal transitorio;Transitory neonatal hypoparathyroidism;"1194"
P71.8;Outros transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal;P71.8 Out trans transit metab calc magn per neonat;Other transitory neonatal disorders of calcium and;"1194"
P71.9;Transtornos transitórios não especificados do metabolismo do cálcio e do magnésio do período neonatal;P71.9 Transt transit NE metab calc magn per neonat;Transitory neonatal disorder of calcium and magnes;"1194"
P72.0;Bócio neonatal, não classificado em outra parte;P72.0 Bocio neonatal NCOP;Neonatal goitre, not elsewhere classified;"1195"
P72.1;Hipotireoidismo neonatal transitório;P72.1 Hipotireoidismo neonatal transitorio;Transitory neonatal hyperthyroidism;"1195"
P72.2;Outros transtornos transitórios da função de tireóide não classificados em outra parte;P72.2 Outr transt transit funcao de tireoide NCOP;Other transitory neonatal disorders of thyroid fun;"1195"
P72.8;Outros transtornos endócrinos transitórios e especificados do período neonatal;P72.8 Outr transt endocr transit espec per neonat;Other specified transitory neonatal endocrine diso;"1195"
P72.9;Transtorno endócrino neonatal transitório não especificado;P72.9 Transt endocrino neonatal transitorio NE;Transitory neonatal endocrine disorder, unspecifie;"1195"
P74.0;Acidose metabólica tardia do recém-nascido;P74.0 Acidose metabolica tard do recem-nascido;Late metabolic acidosis of newborn;"1196"
P74.1;Desidratação do recém-nascido;P74.1 Desidratacao do recem-nascido;Dehydration of newborn;"1196"
P74.2;Distúrbios do equilíbrio de sódio do recém-nascido;P74.2 Disturbios equilibrio sodio recem-nascido;Disturbances of sodium balance of newborn;"1196"
P74.3;Distúrbios do equilíbrio de potássio do recém-nascido;P74.3 Disturbios equilibrio potassio recem-nascido;Disturbances of potassium balance of newborn;"1196"
P74.4;Outros distúrbios eletrolíticos transitórios do recém-nascido;P74.4 Outr dist eletroliticos transit recem-nasc;Other transitory electrolyte disturbances of newbo;"1196"
P74.5;Tirosinemia transitória do recém-nascido;P74.5 Tirosinemia transitoria do recem-nascido;Transitory tyrosinaemia of newborn;"1196"
P74.8;Outros distúrbios metabólicos transitórios do recém-nascido;P74.8 Outr disturbios metabolicos transit rec-nasc;Other transitory metabolic disturbances of newborn;"1196"
P74.9;Distúrbio metabólico transitório não especificado do recém-nascido;P74.9 Disturbio metabolico transitorio NE rec-nasc;Transitory metabolic disturbance of newborn, unspe;"1196"
P76.0;"Síndrome da ""rolha de mecônio""";P76.0 Sindr da rolha de meconio;Meconium plug syndrome;"1198"
P76.1;Íleo transitório do recém-nascido;P76.1 Ileo transitorio do recem-nascido;Transitory ileus of newborn;"1198"
P76.2;Obstrução intestinal devido a leite espesso;P76.2 Obstrucao intestinal dev leite espesso;Intestinal obstruction due to inspissated milk;"1198"
P76.8;Outras obstruções intestinais especificadas do recém-nascido;P76.8 Outr obstrucoes intestinais espec rec-nasc;Other specified intestinal obstruction of newborn;"1198"
P76.9;Obstrução intestinal não especificada do recém-nascido;P76.9 Obstrucao intestinal NE do recem-nascido;Intestinal obstruction of newborn, unspecified;"1198"
P78.0;Perfuração intestinal no período perinatal;P78.0 Perfuracao intestinal no periodo perinatal;Perinatal intestinal perforation;"1200"
P78.1;Outras peritonites neonatais;P78.1 Outr peritonites neonatais;Other neonatal peritonitis;"1200"
P78.2;Hematemese e melena devidas a deglutição de sangue materno;P78.2 Hematemese melena dev degluticao sangue mat;Neonatal haematemesis and melaena due to swallowed;"1200"
P78.3;Diarréia neonatal não-infecciosa;P78.3 Diarreia neonatal nao-infecc;Noninfective neonatal diarrhoea;"1200"
P78.8;Outros transtornos perinatais especificados do aparelho digestivo;P78.8 Outr transt perinatais espec ap digestivo;Other specified perinatal digestive system disorde;"1200"
P78.9;Transtorno perinatal não especificado do aparelho digestivo;P78.9 Transt perinatal NE do aparelho digestivo;Perinatal digestive system disorder, unspecified;"1200"
P80.0;Síndrome de lesão pelo frio;P80.0 Sindr de lesao p/frio;Cold injury syndrome;"1201"
P80.8;Outras hipotermias do recém-nascido;P80.8 Outr hipotermias do recem-nascido;Other hypothermia of newborn;"1201"
P80.9;Hipotermia não especificada do recém-nascido;P80.9 Hipotermia NE do recem-nascido;Hypothermia of newborn, unspecified;"1201"
P81.0;Hipertermia ambiental do recém-nascido;P81.0 Hipertermia ambiental do recem-nascido;Environmental hyperthermia of newborn;"1202"
P81.8;Outros distúrbios especificados da regulação térmica do recém-nascido;P81.8 Outr disturb espec regulacao term rec-nasc;Other specified disturbances of temperature regula;"1202"
P81.9;Distúrbio não especificado da regulação térmica do recém-nascido;P81.9 Disturbio NE regulacao termica recem-nascido;Disturbance of temperature regulation of newborn, ;"1202"
P83.0;Esclerema neonatal;P83.0 Esclerema neonatal;Sclerema neonatorum;"1203"
P83.1;Eritema tóxico neonatal;P83.1 Eritema toxico neonatal;Neonatal erythema toxicum;"1203"
P83.2;Hidropsia fetal não-devida à doença hemolítica;P83.2 Hidropsia fetal nao-dev doenc hemolitica;Hydrops fetalis not due to haemolytic disease;"1203"
P83.3;Outros edemas e os não especificados próprios do feto e do recém-nascido;P83.3 Outr edemas e NE proprios feto recem-nascido;Other and unspecified oedema specific to fetus and;"1203"
P83.4;Intumescimento mamário do recém-nascido;P83.4 Intumescimento mamario do recem-nascido;Breast engorgement of newborn;"1203"
P83.5;Hidrocele congênita;P83.5 Hidrocele congen;Congenital hydrocele;"1203"
P83.6;Pólipo umbilical do recém-nascido;P83.6 Polipo umbilical do recem-nascido;Umbilical polyp of newborn;"1203"
P83.8;Outras afecções especificadas do tegumento próprias do feto e do recém-nascido;P83.8 Outr afecc espec tegum propr feto rec-nasc;Other specified conditions of integument specific ;"1203"
P83.9;Afecção não especificada do tegumento própria do feto e do recém-nascido;P83.9 Afeccao NE tegumento propria feto rec-nasc;Condition of integument specific to fetus and newb;"1203"
P91.0;Isquemia cerebral neonatal;P91.0 Isquemia cerebral neonatal;Neonatal cerebral ischaemia;"1205"
P91.1;Cistos periventriculares adquiridos do recém-nascido;P91.1 Cistos periventriculares adquir rec-nasc;Acquired periventricular cysts of newborn;"1205"
P91.2;Leucomalácia cerebral neonatal;P91.2 Leucomalacia cerebral neonatal;Neonatal cerebral leukomalacia;"1205"
P91.3;Irritabilidade cerebral neonatal;P91.3 Irritabilidade cerebral neonatal;Neonatal cerebral irritability;"1205"
P91.4;Depressão cerebral neonatal;P91.4 Depressao cerebral neonatal;Neonatal cerebral depression;"1205"
P91.5;Coma neonatal;P91.5 Coma neonatal;Neonatal coma;"1205"
P91.6;Encefalopatia hipóxico-isquêmica do recém-nascido;P91.6 Encefalopatia hipóxico-isquêmica recém-nasc;Hypoxic ischaemic encephalopathy of newborn;"1205"
P91.8;Outros distúrbios especificados da função cerebral do recém-nascido;P91.8 Outr disturbios espec funcao cerebr rec-nasc;Other specified disturbances of cerebral status of;"1205"
P91.9;Distúrbio não especificado da função cerebral do recém-nascido;P91.9 Disturbio NE da funcao cerebral rec-nasc;Disturbance of cerebral status of newborn, unspeci;"1205"
P92.0;Vômitos no recém-nascido;P92.0 Vomitos no recem-nascido;Vomiting in newborn;"1206"
P92.1;Regurgitação e ruminação no recém-nascido;P92.1 Regurgitacao e ruminacao no recem-nascido;Regurgitation and rumination in newborn;"1206"
P92.2;Alimentação vagarosa do recém-nascido;P92.2 Alimentacao vagarosa do recem-nascido;Slow feeding of newborn;"1206"
P92.3;Subalimentação do recém-nascido;P92.3 Subalimentacao do recem-nascido;Underfeeding of newborn;"1206"
P92.4;Hiperalimentação do recém-nascido;P92.4 Hiperalimentacao do recem-nascido;Overfeeding of newborn;"1206"
P92.5;Dificuldade neonatal na amamentação no peito;P92.5 Dificuldade neonatal na amamentacao no peito;Neonatal difficulty in feeding at breast;"1206"
P92.8;Outros problemas de alimentação do recém-nascido;P92.8 Outr problemas de alimentacao recem-nascido;Other feeding problems of newborn;"1206"
P92.9;Problema não especificado de alimentação do recém-nascido;P92.9 Problema NE de alimentacao do recem-nascido;Feeding problem of newborn, unspecified;"1206"
P94.0;Miastenia grave neonatal transitória;P94.0 Miastenia grave neonatal transitoria;Transient neonatal myasthenia gravis;"1208"
P94.1;Hipertonia congênita;P94.1 Hipertonia congen;Congenital hypertonia;"1208"
P94.2;Hipotonia congênita;P94.2 Hipotonia congen;Congenital hypotonia;"1208"
P94.8;Outros transtornos do tônus muscular do recém-nascido;P94.8 Outr transt do tonus muscular recem-nascido;Other disorders of muscle tone of newborn;"1208"
P94.9;Transtorno não especificado do tônus muscular do recém-nascido;P94.9 Transt NE do tonus muscular do recem-nascido;Disorder of muscle tone of newborn, unspecified;"1208"
P96.0;Insuficiência renal congênita;P96.0 Insuf renal congen;Congenital renal failure;"1210"
