"id";"name";"location";"name_eng"
L01BC53;tegafur, associações contendo;por;"tegafur, combinations; systemic"
L01C;alcalóides de plantas e outros produtos naturais;por;PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
L01CA;alcalóides da vinca e análogos;por;Vinca alkaloids and analogues
L01CA01;vimblastina;por;"vinblastine; parenteral"
L01CA02;vincristina;por;"vincristine; parenteral"
L01CA03;vindesina;por;"vindesine; parenteral"
L01CA04;vinorelbina;por;"vinorelbine; systemic"
L01CB;derivados da podofilotoxina;por;Podophyllotoxin derivatives
L01CB01;etoposídeo;por;"etoposide; systemic"
L01CB02;teniposídeo;por;"teniposide; parenteral"
L01CC;derivados da colchicina;por;Colchicine derivatives
L01CC01;demecolcina;por;"demecolcine; systemic"
L01CD;taxanos;por;Taxanes
L01CD01;paclitaxel;por;"paclitaxel; systemic"
L01CD02;docetaxel;por;"docetaxel; parenteral"
L01CD03;paclitaxel poliglumex;por;"paclitaxel poliglumex; systemic"
L01CX;outros alcalóides de planta e produtos naturais;por;Other plant alkaloids and natural products
L01CX01;trabectedina;por;"trabectedin; parenteral"
L01D;antibióticos citotóxicos e substâncias relacionadas;por;CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DA;actinomicinas;por;Actinomycines
L01DA01;dactinomicina;por;"dactinomycin; parenteral"
L01DB;antraciclinas e substâncias relacionadas;por;Anthracyclines and related substances
L01DB01;doxorrubicina;por;"doxorubicin; parenteral, topical"
L01DB02;daunorrubicina;por;"daunorubicin; parenteral"
L01DB03;epirrubicina;por;"epirubicin; parenteral, topical"
L01DB04;aclarrubicina;por;"aclarubicin; parenteral"
L01DB05;zorrubicina;por;"zorubicin; parenteral"
L01DB06;idarrubicina;por;"idarubicin; systemic"
L01DB07;mitoxantrona;por;"mitoxantrone; parenteral"
L01DB08;pirarrubicina;por;"pirarubicin; parenteral"
L01DB09;valrubicina;por;"valrubicin; parenteral, topical"
L01DB10;anrubicina;por;"amrubicin; parenteral"
L01DB11;pixantrone;por;"pixantrone; parenteral"
L01DC;outros antibióticos citotóxicos;por;Other cytotoxic antibiotics
L01DC01;bleomicina;por;"bleomycin; parenteral, topical"
L01DC02;plicamicina;por;"plicamycin; parenteral"
L01DC03;mitomicina;por;"mitomycin; ophthalmic, parenteral"
L01DC04;ixabepilona;por;"ixabepilone; parenteral"
L01X;outros agentes antineoplásicos;por;OTHER ANTINEOPLASTIC AGENTS
L01XA;compostos de platina;por;Platinum compounds
L01XA01;cisplatina;por;"cisplatin; inhalant, parenteral"
L01XA02;carboplatina;por;"carboplatin; inhalant, parenteral"
L01XA03;oxaliplatina;por;"oxaliplatin; parenteral"
L01XA04;satraplatina;por;"satraplatin; systemic"
L01XA05;polyplatillen;por;"polyplatillen; systemic"
L01XB;metilidrazinas;por;Methylhydrazines
L01XB01;procarbazina;por;"procarbazine; oral"
L01XC;anticorpos monoclonais;por;Monoclonal antibodies
L01XC01;edrecolomabe;por;"edrecolomab; parenteral"
L01XC02;rituximabe;por;"rituximab; parenteral"
L01XC03;trastuzumabe;por;"trastuzumab; parenteral"
L01XC04;alentuzumabe;por;"[U] alemtuzumab; parenteral"
L01XC05;gentuzumabe;por;"gemtuzumab ozogamicin; parenteral"
L01XC06;cetuximabe;por;"cetuximab; parenteral"
L01XC07;bevacizumabe;por;"bevacizumab; ophthalmic, parenteral"
L01XC08;panitumumabe;por;"panitumumab; parenteral"
L01XC09;catumaxomabe;por;"catumaxomab; parenteral"
L01XD;sensibilizadores utilizados em terapia fotodinâmica/radiação;por;Sensitizers used in photodynamic/radiation therapy
L01XD01;porfímer sódico;por;"porfimer sodium; parenteral"
L01XD03;aminolevulinato de metila;por;"methyl aminolevulinate; topical"
L01XD04;ácido aminolevulínico;por;"aminolevulinic acid; oral, topical, transdermal, v"
L01XD05;temoporfina;por;"temoporfin; parenteral"
L01XD06;efaproxiral;por;"efaproxiral; systemic"
L01XE;inibidores da proteína quinase;por;[D] Protein kinase inhibitors
L01XE01;imatinibe;por;"[U] imatinib; oral"
L01XE02;gefitinibe;por;"[U] gefitinib; oral"
L01XE03;erlotinibe;por;"[U] erlotinib; oral"
L01XE04;sunitinibe;por;"[U] sunitinib; oral"
L01XE05;sorafenibe;por;"[U] sorafenib; oral"
L01XE06;dasatinibe;por;"[U] dasatinib; systemic"
L01XE07;lapatinibe;por;"[U] lapatinib; oral"
L01XE08;nilotinibe;por;"[U] nilotinib; oral"
L01XE09;tensirolimo;por;"[U] temsirolimus; parenteral"
L01XE12;vandetanib;por;"[U] vandetanib; oral"
L01XE13;afatinib;por;"[U] afatinib; oral"
L01XE19;ridaforolimus;por;[U] ridaforolimus
L01XX;outros agentes antineoplásicos;por;Other antineoplastic agents
L01XX01;ansacrina;por;"amsacrine; parenteral"
L01XX02;asparaginase;por;"asparaginase; systemic"
L01XX03;altretamina;por;"altretamine; oral"
L01XX05;hidroxiuréia;por;"hydroxycarbamide; oral"
L01XX07;lonidamina;por;"lonidamine; systemic"
L01XX08;pentostatina;por;"pentostatin; parenteral"
L01XX09;miltefosina;por;"[U] miltefosine; systemic"
L01XX10;masoprocol;por;"masoprocol; topical"
L01XX11;estramustina;por;"estramustine; systemic"
L01XX14;tretinoína;por;"[U] tretinoin; systemic"
L01XX16;mitoguazona;por;"mitoguazone; parenteral"
L01XX17;topotecana;por;"[U] topotecan; systemic"
L01XX18;tiazofurina;por;"tiazofurine; systemic"
L01XX19;irinotecano;por;"[U] irinotecan; parenteral"
L01XX22;alitretinoína;por;"[U] alitretinoin; oral, topical"
L01XX23;mitotano;por;"mitotane; oral"
L01XX24;pegaspargase;por;"pegaspargase; parenteral"
L01XX25;bexaroteno;por;"[U] bexarotene; oral, topical"
L01XX27;trióxido de arsênio;por;"arsenic trioxide; systemic"
L01XX29;denileucina diftitox;por;"denileukin diftitox; parenteral"
L01XX32;bortezomibe;por;"[U] bortezomib; parenteral"
L01XX33;celecoxibe;por;"celecoxib; oral (antineoplastic agents)"
L01XX35;anagrelida;por;"anagrelide; oral"
L01XX36;oblimersen;por;"oblimersen; systemic"
L01XX37;sitimagene ceradenovec;por;"sitimagene ceradenovec; systemic"
L01XX38;vorinostate;por;"[U] vorinostat; oral"
L01XX39;romidepsina;por;"[U] romidepsin; parenteral"
L01XX40;omacetaxine mepesuccinate;por;"omacetaxine mepesuccinate; parenteral"
L01XX41;eribulin;por;"eribulin; parenteral"
L01XY;associações de agentes antineoplásicos;por;Combinations of antineoplastic agents
L02;terapia endócrina;por;ENDOCRINE THERAPY
L02A;hormônios e agentes relacionados;por;HORMONES AND RELATED AGENTS
L02AA;estrógenos;por;Estrogens
L02AA01;dietilestilbestrol;por;"diethylstilbestrol; oral"
L02AA02;fosfato de poliestradiol;por;"polyestradiol phosphate; parenteral"
L02AA03;etinilestradiol;por;"ethinylestradiol; oral (estrogens)"
L02AA04;difosfato de dietilestilbestrol;por;"fosfestrol; systemic"
L02AB;progestágenos;por;Progestogens
L02AB01;megestrol;por;"megestrol; oral (progestogens)"
L02AB02;medroxiprogesterona;por;"medroxyprogesterone; systemic (progestogens)"
L02AB03;gestonorona;por;"gestonorone; parenteral (progestogens)"
L02AE;análogos do hormônio liberador da gonadotrofina;por;Gonadotropin releasing hormone analogues
L02AE01;busserrelina;por;"buserelin; implant, nasal, parenteral"
L02AE02;leuprorrelina;por;"leuprorelin; implant, parenteral"
L02AE03;gosserrelina;por;"goserelin; implant"
L02AE04;triptorrelina;por;"triptorelin; parenteral"
L02AX;outros hormônios;por;Other hormones
L02B;antagonistas hormonais e agentes relacionados;por;HORMONE ANTAGONISTS AND RELATED AGENTS
L02BA;antiestrógenos;por;Anti-estrogens
L02BA01;tamoxifeno;por;"tamoxifen; oral"
L02BA02;toremifeno;por;"toremifene; oral"
L02BA03;fulvestranto;por;"fulvestrant; parenteral"
L02BB;antiandrógenos;por;Anti-androgens
L02BB01;flutamida;por;"flutamide; oral"
L02BB02;nilutamida;por;"nilutamide; oral"
L02BB03;bicalutamida;por;"bicalutamide; oral"
L02BG;inibidores enzimáticos;por;Aromatase inhibitors
L02BG01;aminoglutetimida;por;"aminoglutethimide; oral"
L02BG02;formestano;por;"formestane; parenteral"
L02BG03;anastrozol;por;"anastrozole; oral"
L02BG04;letrozol;por;"letrozole; oral"
L02BG05;vorozol;por;"vorozole; systemic"
L02BG06;exemestano;por;"exemestane; oral"
L02BX;outros antagonistas hormonais e agentes relacionados;por;Other hormone antagonists and related agents
L02BX01;abarelix;por;"abarelix; parenteral"
L02BX02;degarelix;por;"degarelix; parenteral"
L02BX03;abiraterona;por;"abiraterone; oral"
L03;imunoestimulantes;por;IMMUNOSTIMULANTS
L03A;imunoestimulantes;por;IMMUNOSTIMULANTS
L03AA;fatores estimulantes de colônicas;por;Colony stimulating factors
L03AA02;filgrastim;por;"filgrastim; parenteral"
L03AA03;molgramostim;por;"molgramostim; parenteral"
L03AA09;sargramostim;por;"sargramostim; parenteral"
L03AA10;lenograstim;por;"lenograstim; parenteral"
L03AA12;ancestim;por;"ancestim; parenteral"
L03AA13;pegfilgrastim;por;"pegfilgrastim; parenteral"
L03AB;interferonas;por;Interferons
L03AB01;alfainterferona natural;por;"interferon alfa natural; parenteral"
L03AB02;betainterferona natural;por;"interferon beta natural; parenteral"
L03AB03;gamainterferona;por;"interferon gamma; parenteral"
L03AB04;alfainterferona 2a;por;"interferon alfa-2a; parenteral"
L03AB05;alfainterferona 2b;por;"interferon alfa-2b; parenteral"
L03AB06;alfainterferona n1;por;"interferon alfa-n1; parenteral"
L03AB07;betainterferona 1a;por;"interferon beta-1a; parenteral"
L03AB08;betainterferona 1b;por;"interferon beta-1b; parenteral"
L03AB09;interferona 1 alfacona;por;"interferon alfacon-1; parenteral"
L03AB10;alfapeginterferona 2b;por;"peginterferon alfa-2b; parenteral"
L03AB11;alfapeginterferona 2a;por;"peginterferon alfa-2a; parenteral"
L03AB12;alfa-albinterferona 2b;por;"albinterferon alfa-2b; systemic"
L03AB60;alfapeginterferona 2b, associações com;por;"peginterferon alfa-2b, combinations; parenteral"
L03AB61;alfapeginterferona 2a, associações com;por;"peginterferon alfa-2a, combinations; parenteral"
L03AC;interleucinas;por;Interleukins
L03AC01;aldesleucina;por;"aldesleukin; parenteral"
L03AC02;oprelvecina;por;"oprelvekin; parenteral"
L03AX;outros imunoestimulantes;por;Other immunostimulants
L03AX01;lentinana;por;"lentinan; systemic"
L03AX02;roquinimex;por;"roquinimex; systemic"
L03AX03;vacina BCG;por;"BCG vaccine; intravesical"
L03AX04;pegademase;por;"pegademase; parenteral"
L03AX05;pidotimode;por;"pidotimod; oral"
L03AX07;poli I:C;por;"poly I:C; systemic"
L03AX08;poli ICLC;por;"poly ICLC; systemic"
L03AX09;timopentina;por;"thymopentin; parenteral"
L03AX10;imunocianina;por;"immunocyanin; intravesical"
L03AX11;tasonermina;por;"tasonermin; parenteral"
L03AX12;vacina melanoma;por;"melanoma vaccine; systemic"
L03AX13;acetato de glatirâmer;por;"glatiramer acetate; parenteral"
L03AX14;dicloridrato de histamina;por;"histamine dihydrochloride; parenteral"
L03AX15;mifamurtide;por;"mifamurtide; parenteral"
L03AX16;plerixafor;por;"plerixafor; parenteral"
L04;imunossupressores;por;IMMUNOSUPPRESSANTS
L04A;imunossupressores;por;IMMUNOSUPPRESSANTS
L04AA;imunossupressores seletivos;por;Selective immunosuppressants
L04AA02;muromonabe cd3;por;"muromonab-CD3; parenteral"
L04AA03;imunoglobulina antilinfocitária (cavalo);por;"antilymphocyte immunoglobulin (horse); systemic"
L04AA04;imunoglobulina antitimócito (coelho);por;"antithymocyte immunoglobulin (rabbit); parenteral"
L04AA06;ácido micofenólico;por;"mycophenolic acid; systemic"
L04AA10;sirolimo;por;"sirolimus; oral"
L04AA13;leflunomida;por;"leflunomide; oral"
L04AA15;alefacepte;por;"alefacept; parenteral"
L04AA18;everolimo;por;"everolimus; oral (selective immunosuppressants)"
L04AA19;gusperimo;por;"gusperimus; parenteral"
L04AA21;efalizumabe;por;"efalizumab; parenteral"
L04AA22;abétimo;por;"abetimus; systemic"
L04AA23;natalizumabe;por;"natalizumab; parenteral"
L04AA24;abatacepte;por;"abatacept; parenteral"
L04AA25;eculizumabe;por;"eculizumab; parenteral"
L04AA26;belimumab;por;"belimumab; parenteral"
L04AA27;fingolimode;por;"fingolimod; oral"
L04AA28;belatacepte;por;"belatacept; parenteral"
L04AB;inibidores do fator de necrose tumoral alfa;por;Tumor necrosis factor alpha (TNF-a) inhibitors
L04AB01;etanercepte;por;"etanercept; parenteral"
L04AB02;infliximabe;por;"infliximab; parenteral"
L04AB03;afelimomabe;por;"afelimomab; systemic"
L04AB04;adalimumabe;por;"adalimumab; parenteral"
L04AB05;certolizumabe pegol;por;"certolizumab pegol; parenteral"
L04AB06;golimumabe;por;"golimumab; parenteral"
L04AC;inibidores das interleucinas;por;Interleukin inhibitors
L04AC01;daclizumabe;por;"daclizumab; parenteral"
L04AC02;basiliximabe;por;"basiliximab; parenteral"
L04AC03;anacinra;por;"anakinra; parenteral"
L04AC04;rinolacepte;por;"rilonacept; parenteral"
L04AC05;ustekinumabe;por;"ustekinumab; parenteral"
L04AC06;mepolizumabe;por;"[U] mepolizumab; parenteral"
L04AC07;tocilizumabe;por;"tocilizumab; parenteral"
L04AC08;canaquinumabe;por;"canakinumab; parenteral"
L04AC09;briakinumab;por;"briakinumab; systemic"
L04AD;inibidores da calcineurina;por;Calcineurin inhibitors
L04AD01;ciclosporina;por;"ciclosporin; systemic"
L04AD02;tacrolimo;por;"tacrolimus; systemic (calcineurin inhibitors)"
L04AD03;voclosporin;por;"voclosporin; systemic"
L04AX;outros agentes imunossupressores;por;Other immunosuppressants
L04AX01;azatioprina;por;"azathioprine; systemic"
L04AX02;talidomida;por;"thalidomide; oral"
L04AX03;metotrexato;por;"methotrexate; systemic (immunosuppressants)"
L04AX04;lenalidomida;por;"lenalidomide; oral"
M;sistema músculo-esquelético;por;MUSCULO-SKELETAL SYSTEM
M01;antiinflamatórios e antireumáticos;por;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A;antiinflamatórios e antireumáticos, não esteroidais;por;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-S
M01AA;butilpirazolidinas;por;Butylpyrazolidines
M01AA01;fenilbutazona;por;"phenylbutazone; systemic, rectal"
M01AA02;mofebutazona;por;"mofebutazone; systemic"
M01AA03;oxifembutazona;por;"oxyphenbutazone; oral, rectal"
M01AA05;clofezona;por;"clofezone; oral, rectal"
M01AA06;cebuzona;por;"kebuzone; systemic"
M01AB;derivados do ácido acético e substâncias relacionadas;por;Acetic acid derivatives and related substances
M01AB01;indometacina;por;"indometacin; systemic, rectal"
M01AB02;sulindaco;por;"sulindac; systemic, rectal"
M01AB03;tolmetina;por;"tolmetin; oral, rectal"
M01AB04;zomepiraco;por;"zomepirac; oral"
M01AB05;diclofenaco;por;"diclofenac; systemic, rectal"
M01AB06;alclofenaco;por;"alclofenac; oral, rectal"
M01AB07;bumadizona;por;"bumadizone; oral"
M01AB08;etodolaco;por;"etodolac; oral"
M01AB09;lonazolaco;por;"lonazolac; oral"
M01AB10;fentiazaco;por;fentiazac
M01AB11;acemetacina;por;"acemetacin; oral"
M01AB12;difempiramida;por;difenpiramide
M01AB13;oxametacina;por;oxametacin
M01AB14;proglumetacina;por;"proglumetacin; oral, topical"
M01AB15;cetorolaco;por;"ketorolac; systemic"
M01AB16;aceclofenaco;por;"aceclofenac; oral"
M01AB17;bufexamaco;por;"bufexamac; rectal, topical"
M01AB51;indometacina, associações contendo;por;"indometacin, combinations; oral, rectal"
M01AB55;diclofenaco, associações contendo;por;"diclofenac, combinations; oral"
M01AC;oxicans;por;Oxicams
M01AC01;piroxicam;por;"piroxicam; systemic, rectal"
M01AC02;tenoxicam;por;"tenoxicam; systemic, rectal"
M01AC04;droxicam;por;"droxicam; oral"
M01AC05;lornoxicam;por;"lornoxicam; systemic, rectal"
M01AC06;meloxicam;por;"meloxicam; systemic, rectal"
M01AE;derivados do ácido propiônico;por;Propionic acid derivatives
M01AE01;ibuprofeno;por;"ibuprofen; systemic, rectal"
M01AE02;naproxeno;por;"naproxen; oral, rectal"
M01AE03;cetoprofeno;por;"ketoprofen; systemic, rectal"
M01AE04;fenoprofeno;por;"fenoprofen; oral"
M01AE05;fembufeno;por;"fenbufen; oral"
M01AE06;benoxaprofeno;por;"benoxaprofen; oral"
M01AE07;suprofeno;por;"suprofen; oral"
M01AE08;pirprofeno;por;"pirprofen; oral"
M01AE09;flurbiprofeno;por;"flurbiprofen; oral, rectal"
M01AE10;indoprofeno;por;"indoprofen; systemic"
M01AE11;ácido tiaprofênico;por;"tiaprofenic acid; oral, rectal"
M01AE12;oxaprozina;por;"oxaprozin; oral"
M01AE13;ibuproxam;por;"ibuproxam; oral"
M01AE14;dexibuprofeno;por;"dexibuprofen; oral"
M01AE15;flunoxaprofeno;por;flunoxaprofen
M01AE16;alminoprofeno;por;"alminoprofen; oral"
M01AE17;dexcetoprofeno;por;"dexketoprofen; systemic"
M01AE18;naproxcinod;por;"naproxcinod; systemic"
M01AE51;ibuprofeno, associações contendo;por;"ibuprofen, combinations; systemic"
M01AE52;naproxeno e esomeprazol;por;"naproxen and esomeprazole; oral"
M01AE53;cetoprofeno, associações contendo;por;"ketoprofen, combinations; systemic"
M01AG;fenamatos;por;Fenamates
M01AG01;ácido mefenâmico;por;"mefenamic acid; oral"
M01AG02;ácido tolfenâmico;por;"tolfenamic acid; oral, rectal"
M01AG03;ácido flufenâmico;por;"flufenamic acid; oral"
M01AG04;ácido meclofenâmico;por;"meclofenamic acid; oral"
M01AH;coxibes;por;Coxibs
M01AH01;celecoxibe;por;"celecoxib; oral (coxibs)"
M01AH02;rofecoxibe;por;"rofecoxib; oral"
M01AH03;valdecoxibe;por;"valdecoxib; oral"
M01AH04;parecoxibe;por;"parecoxib; parenteral"
M01AH05;etoricoxibe;por;"etoricoxib; oral"
M01AH06;lumiracoxibe;por;"lumiracoxib; oral"
M01AX;outros agentes antiinflamatórios e antireumáticos não esteroidais;por;Other antiinflammatory and antirheumatic agents, n
M01AX01;nabumetona;por;"nabumetone; oral"
M01AX02;ácido niflúmico;por;"niflumic acid; oral"
M01AX04;azapropazona;por;"azapropazone; oral"
M01AX05;glicosamina;por;"glucosamine; oral"
M01AX07;benzidamina;por;"benzydamine; oral, rectal"
M01AX12;glicosaminoglicano polissulfato;por;"glucosaminoglycan polysulfate; parenteral"
M01AX13;proquazona;por;"proquazone; oral, rectal"
M01AX14;orgoteína;por;"orgotein; systemic"
M01AX17;nimesulida;por;"nimesulide; oral"
M01AX18;feprazona;por;"feprazone; oral"
M01AX21;diacereína;por;"diacerein; oral"
M01AX22;morniflumato;por;"morniflumate; oral, rectal"
M01AX23;tenidape;por;tenidap
M01AX24;oxaceprol;por;"oxaceprol; oral, topical"
M01AX25;sulfato de condroitina;por;"chondroitin sulfate; systemic"
M01AX26;abacate e azeite de semente de soja insaponificáveis;por;"avocado and soyabean oil, unsaponifiables; systemi"
M01AX68;feprazona, associações contendo;por;"feprazone, combinations; oral"
M01B;agentes antiinflamatórios/antireumáticos em associação;por;ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATI
M01BA;agentes antiinflamatórios/antireumáticos em associação com corticosteróides;por;Antiinflammatory/antirheumatic agents in combinati
M01BA01;fenilbutazona e corticosteróides;por;"phenylbutazone and corticosteroids; systemic"
M01BA02;dipirocetila e corticosteróides;por;dipyrocetyl and corticosteroids
M01BA03;ácido acetilsalicílico associado com corticosteróides;por;"acetylsalicylic acid and corticosteroids; systemic"
M01BX;outros agentes antiinflamatórios /antireumáticos em associação com outros fármacos;por;Other antiinflammatory/antirheumatic agents in com
M01C;agentes antireumáticos específicos;por;SPECIFIC ANTIRHEUMATIC AGENTS
M01CA;quinolinas;por;Quinolines
M01CA03;oxicinchofeno;por;"oxycinchophen; oral"
M01CB;preparações de ouro;por;Gold preparations
M01CB01;aurotiomalato de sódio;por;"sodium aurothiomalate; parenteral"
M01CB02;aurotiossulfato de sódio;por;"sodium aurotiosulfate; parenteral"
M01CB03;auranofina;por;"auranofin; oral"
M01CB04;aurotioglicose;por;"aurothioglucose; parenteral"
M01CB05;aurotioprol;por;"aurotioprol; parenteral"
M01CC;penicilamina e agentes similares;por;Penicillamine and similar agents
M01CC01;penicilamina;por;"penicillamine; oral"
M01CC02;bucilamina;por;"bucillamine; oral"
M01CX;outros agentes antireumáticos específicos;por;Other specific antirheumatic agents
M02;produtos tópicos para dor articular e muscular;por;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A;produtos tópicos para dor articular e muscular;por;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA;preparações antiinflamatórias não esteroidais para uso tópico;por;Antiinflammatory preparations, non-steroids for to
M02AA01;fenilbutazona;por;"phenylbutazone; topical"
M02AA02;mofebutazona;por;"mofebutazone; topical"
M02AA03;clofezona;por;"clofezone; topical"
M02AA04;oxifembutazona;por;"oxyphenbutazone; topical"
M02AA05;benzidamina;por;"benzydamine; topical"
M02AA06;etofenamato;por;"etofenamate; topical"
M02AA07;piroxicam;por;"piroxicam; topical"
M02AA08;felbinaco;por;"felbinac; topical"
M02AA09;bufexamaco;por;"bufexamac; topical"
M02AA10;cetoprofeno;por;"ketoprofen; topical"
M02AA11;bendazaco;por;"bendazac; topical"
M02AA12;naproxeno;por;"naproxen; topical"
M02AA13;ibuprofeno;por;"ibuprofen; topical"
M02AA14;fentiazaco;por;"fentiazac; topical"
M02AA15;diclofenaco;por;"diclofenac; topical (antiinflammatory prep., non-s"
M02AA16;feprazona;por;"feprazone; topical"
M02AA17;ácido niflúmico;por;"niflumic acid; topical"
M02AA18;ácido meclofenâmico;por;"meclofenamic acid; topical"
M02AA19;flurbiprofeno;por;"flurbiprofen; topical"
M02AA21;tolmetina;por;"tolmetin; topical"
M02AA22;suxibuzona;por;"suxibuzone; topical"
M02AA23;indometacina;por;"indometacin; topical"
M02AA24;nifenazona;por;"nifenazone; topical"
M02AA25;aceclofenaco;por;"aceclofenac; topical"
M02AA26;nimesulida;por;"nimesulide; topical"
M02AB;preparações contendo capsicum e agentes similares;por;Capsaicin and similar agents
M02AB01;capsaicina;por;"capsaicin; topical"
M02AB02;zucapsaicina;por;"zucapsaicin; topical"
M02AC;preparações contendo derivados do ácido salicílico;por;Preparations with salicylic acid derivatives
M02AX;outros produtos tópicos para dor articular e muscular;por;Other topical products for joint and muscular pain
M02AX02;tolazolina;por;"tolazoline; topical"
M02AX03;dimetilsulfóxido;por;"dimethyl sulfoxide; topical"
M02AX05;idrocilamida;por;"idrocilamide; topical"
M02AX10;vários;por;"various; topical"
M03;relaxantes musculares;por;MUSCLE RELAXANTS
M03A;agentes relaxantes musculares de ação periférica;por;MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS
M03AA;alcalóides do curare;por;Curare alkaloids
M03AA01;alcurônio;por;"alcuronium; parenteral"
M03AA02;tubocurarina;por;"tubocurarine; systemic"
M03AA04;dimetiltubocurarina;por;"dimethyltubocurarine; parenteral"
M03AB;derivados da colina;por;Choline derivatives
M03AB01;suxametônio;por;"suxamethonium; parenteral"
M03AC;outros compostos de amônio quaternário;por;Other quaternary ammonium compounds
M03AC01;pancurônio;por;"pancuronium; parenteral"
M03AC02;galamina;por;"gallamine; parenteral"
M03AC03;vecurônio;por;"vecuronium; parenteral"
M03AC04;atracúrio;por;"atracurium; parenteral"
M03AC05;hexaflurônio;por;"hexafluronium; parenteral"
M03AC06;brometo de pipecurônio;por;"pipecuronium bromide; parenteral"
M03AC07;cloreto de doxacúrio;por;"doxacurium chloride; parenteral"
M03AC08;brometo de fazadínio;por;fazadinium bromide
M03AC09;brometo de rocurônio;por;"rocuronium bromide; parenteral"
M03AC10;cloreto de mivacúrio;por;"mivacurium chloride; parenteral"
M03AC11;cisatracúrio;por;"cisatracurium; parenteral"
M03AX;outros agentes relaxantes musculares de ação periférica;por;Other muscle relaxants, peripherally acting agents
M03AX01;toxina botulínica;por;"botulinum toxin; parenteral"
M03B;agentes relaxantes musculares de ação central;por;MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS
M03BA;ésteres do ácido carbâmico;por;Carbamic acid esters
M03BA01;femprobamato;por;"phenprobamate; oral"
M03BA02;carisoprodol;por;"carisoprodol; oral"
M03BA03;metocarbamol;por;"methocarbamol; systemic"
M03BA04;estiramato;por;"styramate; oral"
M03BA05;febarbamato;por;"febarbamate; oral"
M03BA51;femprobamato, associações excluindo psicolépticos;por;"phenprobamate, combinations excl. psycholeptics; o"
M03BA52;carisoprodol, associações excluindo psicolépticos;por;"carisoprodol, combinations excl. psycholeptics; or"
M03BA53;metocarbamol, associações excluindo psicolépticos;por;"methocarbamol, combinations excl. psycholeptics; s"
M03BA71;femprobamato, associações com psicolépticos;por;"phenprobamate, combinations with psycholeptics; or"
M03BA72;carisoprodol, associações com psicolépticos;por;"carisoprodol, combinations with psycholeptics; ora"
M03BA73;metocarbamol, associações com psicolépticos;por;"methocarbamol, combinations with psycholeptics; sy"
M03BB;derivados do oxazol, tiazina e  triazina;por;Oxazol, thiazine, and triazine derivatives
M03BB02;clormezanona;por;"chlormezanone; oral"
M03BB03;clorzoxazona;por;"chlorzoxazone; oral"
M03BB52;clormezanona, associações excluindo psicolépticos;por;"chlormezanone, combinations excl. psycholeptics; o"
M03BB53;clorzoxazona, associações excluindo psicolépticos;por;"chlorzoxazone, combinations excl. psycholeptics; o"
M03BB72;clormezanona, associações com psicolépticos;por;"chlormezanone, combinations with psycholeptics; or"
M03BB73;clorzoxazona, associações com psicolépticos;por;"chlorzoxazone, combinations with psycholeptics; or"
M03BC;éteres quimicamente relacionados aos anti-histamínicos;por;Ethers, chemically close to antihistamines
M03BC01;citrato de orfenadrina;por;"orphenadrine (citrate); systemic"
M03BC51;orfenadrina, associações contendo;por;"orphenadrine, combinations; systemic"
M03BX;outros agentes de ação central;por;Other centrally acting agents
M03BX01;baclofeno;por;"baclofen; systemic"
M03BX02;tizanidina;por;"tizanidine; oral"
M03BX03;pridinol;por;"pridinol; oral"
M03BX04;tolperisona;por;"tolperisone; oral"
M03BX05;tiocolchicosídeo;por;"thiocolchicoside; systemic"
M03BX06;mefenesina;por;"mephenesin; oral, topical"
M03BX07;tetrazepam;por;"tetrazepam; oral"
M03BX08;ciclobenzaprina;por;"cyclobenzaprine; oral"
M03BX30;feniramidol;por;"fenyramidol; oral"
M03C;agentes relaxantes musculares de ação direta;por;MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS
M03CA;dantroleno e derivados;por;Dantrolene and derivatives
M03CA01;dantroleno;por;"dantrolene; oral"
M04;preparações antigota;por;ANTIGOUT PREPARATIONS
M04A;preparações antigota;por;ANTIGOUT PREPARATIONS
M04AA;preparações que inibem a produção do ácido úrico;por;Preparations inhibiting uric acid production
M04AA01;alopurinol;por;"allopurinol; systemic"
M04AA02;tisopurina;por;"tisopurine; oral"
M04AA03;febuxostate;por;"febuxostat; oral"
M04AA51;alopurinol, associações contendo;por;"allopurinol, combinations; systemic"
M04AB;preparações que aumentam a excreção do ácido úrico;por;Preparations increasing uric acid excretion
M04AB01;probenecida;por;"probenecid; oral"
M04AB02;sulfimpirazona;por;"sulfinpyrazone; oral"
M04AB03;benzbromarona;por;"benzbromarone; oral"
M04AB04;isobromindiona;por;isobromindione
M04AC;preparações sem ação sobre o metabolismo do ácido úrico;por;Preparations with no effect on uric acid metabolis
M04AC01;colchicina;por;"colchicine; systemic"
M04AC02;cinchofeno;por;"cinchophen; oral"
M04AX;outras preparações antigota;por;Other antigout preparations
